VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_14	2	l	211	121	pinzette.bmp				bekannt	230	1	201	1296	
VP_14	2	l	211	121	leiter.bmp				bekannt	230	1	201	575	
VP_14	2	l	211	121	ventilator.bmp				bekannt	230	1	201	775	
VP_14	2	l	211	65	drahtbieger.bmp	Bergbaustollen	beleuchten	falsch	unbekannt	222	4	204	2199	
VP_14	2	l	211	121	nagelfeile.bmp				bekannt	230	1	201	622	
VP_14	2	l	211	54	steigbuegel.bmp	Fußstütze	reiten	richtig	unbekannt	221	4	204	1674	
VP_14	2	l	211	121	axt.bmp				bekannt	230	2	202	1969	
VP_14	2	l	211	19	Brikettpresse.bmp	Briketts	pressen	richtig	unbekannt	221	4	204	1376	
VP_14	2	l	211	121	waschmaschine.bmp				bekannt	230	1	201	659	
VP_14	2	l	211	89	planimeter.bmp	Zeichnungen	vermessen	richtig	unbekannt	221	4	204	1770	
VP_14	2	l	211	1	galvanometer.bmp	Makkaroni	formen	falsch	unbekannt	222	4	204	1424	
VP_14	2	l	211	63	pleximeter.bmp	Schuhe	auf Eis laufen	falsch	unbekannt	222	4	204	1596	
VP_14	2	l	211	2	nudelmaschine.bmp	Kuh	vom Zaun abhalten	falsch	unbekannt	222	3	203	1793	
VP_14	2	l	211	121	kuchenform.bmp				bekannt	230	1	201	1145	
VP_14	2	l	211	121	pfannenwender.bmp				bekannt	230	1	201	640	
VP_14	2	l	211	120	loetlampe.bmp	Brenner	löten	richtig	unbekannt	221	4	204	2162	
VP_14	2	l	211	121	waage.bmp				bekannt	230	1	201	746	
VP_14	2	l	211	121	rechen.bmp				bekannt	230	1	201	567	
VP_14	2	l	211	21	spannungsgeraet.bmp	Spannung	erzeugen	richtig	unbekannt	221	4	204	1540	
VP_14	2	l	211	121	stethoskop.bmp				bekannt	230	1	201	1282	
VP_14	2	l	211	96	kerzenloescher.bmp	Körper	trainieren	falsch	unbekannt	222	2	202	1838	
VP_14	2	l	211	121	pfanne.bmp				bekannt	230	1	201	987	
VP_14	2	l	211	121	dosenoeffner.bmp				bekannt	230	1	201	1091	
VP_14	2	l	211	79	tibetischer_leierkasten.bmp	Leierkasten	klingen	richtig	unbekannt	221	2	202	1632	
VP_14	2	l	211	121	angel.bmp				bekannt	230	1	201	1050	
VP_14	2	l	211	121	sieb.bmp				bekannt	230	1	201	882	
VP_14	2	l	211	11	Elektro-Akkordeon.bmp	Seil	schneiden	falsch	unbekannt	222	4	204	1419	
VP_14	2	l	211	8	Eierkarton-Presse.bmp	Tabak	zermahlen	falsch	unbekannt	222	4	204	1366	
VP_14	2	l	211	55	feuertuergelenk.bmp	Türgelenk	Feuer überstehen	richtig	unbekannt	221	4	204	846	
VP_14	2	l	211	121	rasenmaeher.bmp				bekannt	230	1	201	746	
VP_14	2	l	211	121	telefon.bmp				bekannt	230	1	201	553	
VP_14	2	l	211	108	schluesselloch-cutter.bmp	Schlüsselloch	stanzen	richtig	unbekannt	221	4	204	939	
VP_14	2	l	211	121	kinderwagen.bmp				bekannt	230	1	201	555	
VP_14	2	l	211	121	lampe.bmp				bekannt	230	1	201	439	
VP_14	2	l	211	121	buegel.bmp				bekannt	230	1	201	612	
VP_14	2	l	211	91	zaehlgeraet_fuer_lieferungen.bmp	Außenbereich	heizen	falsch	unbekannt	222	4	204	957	
VP_14	2	l	211	121	gewehr.bmp				bekannt	230	1	201	771	
VP_14	2	l	211	121	salzstreuer.bmp				bekannt	230	1	201	814	
VP_14	2	l	211	112	mundsperrer.bmp	Mund	offen halten	richtig	unbekannt	221	4	204	1428	
VP_14	2	l	211	60	Telegraphier-Geraet.bmp	Botschaft	telegrafieren	richtig	unbekannt	221	4	204	1154	
VP_14	2	l	211	121	besen.bmp				bekannt	230	1	201	573	
VP_14	2	l	211	121	radiergummi.bmp				bekannt	230	4	204	719	
VP_14	2	l	211	98	Mechanische_Erektionshilfe.bmp	Waffe	werfen	falsch	unbekannt	222	4	204	1324	
VP_14	2	l	211	121	trichter.bmp				bekannt	230	1	201	623	
VP_14	2	l	211	121	aschenbecher.bmp				bekannt	230	1	201	615	
VP_14	2	l	211	94	seilschneider.bmp	Akkordeon	spielen	falsch	unbekannt	222	4	204	688	
VP_14	2	l	211	121	brille.bmp				bekannt	230	1	201	492	
VP_14	2	l	211	121	kamm.bmp				bekannt	230	1	201	497	
VP_14	2	l	211	121	foehn.bmp				bekannt	230	1	201	524	
