VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_24	2	r	211	8	Eierkarton-Presse.bmp	Tabak	zermahlen	falsch	unbekannt	222	1	204	1449	
VP_24	2	r	211	121	videokassette.bmp				bekannt	230	4	201	798	
VP_24	2	r	211	54	steigbuegel.bmp	Fußstütze	reiten	richtig	unbekannt	221	3	202	1308	
VP_24	2	r	211	120	loetlampe.bmp	Brenner	löten	richtig	unbekannt	221	2	203	1040	
VP_24	2	r	211	56	einkufiger_schlitten.bmp	Schnee	rodeln	richtig	unbekannt	221	2	203	1195	
VP_24	2	r	211	14	heizpilz.bmp	Rasierklinge	schärfen	falsch	unbekannt	222	2	203	1080	
VP_24	2	r	211	121	naehmaschine.bmp				bekannt	230	4	201	792	
VP_24	2	r	211	100	Luftdruckmessgeraete.bmp	Knochen	sägen	falsch	unbekannt	222	3	202	1177	
VP_24	2	r	211	70	Morse-Geraet.bmp	Feldanbau	häckseln	falsch	unbekannt	222	2	203	940	
VP_24	2	r	211	121	mikrofon.bmp				bekannt	230	4	201	691	
VP_24	2	r	211	121	fernseher.bmp				bekannt	230	4	201	576	
VP_24	2	r	211	121	leiter.bmp				bekannt	230	4	201	546	
VP_24	2	r	211	121	fueller.bmp				bekannt	230	4	201	1340	
VP_24	2	r	211	121	buerostuhl.bmp				bekannt	230	4	201	591	
VP_24	2	r	211	2	nudelmaschine.bmp	Kuh	vom Zaun abhalten	falsch	unbekannt	222	2	203	1344	
VP_24	2	r	211	121	sieb.bmp				bekannt	230	3	202	815	
VP_24	2	r	211	121	kasse.bmp				bekannt	230	4	201	660	
VP_24	2	r	211	13	paint_scraper.bmp	von Hand	zentrifugieren	falsch	unbekannt	222	2	203	1711	
VP_24	2	r	211	121	sichel.bmp				bekannt	230	4	201	958	
VP_24	2	r	211	121	angel.bmp				bekannt	230	4	201	922	
VP_24	2	r	211	113	Autobatterie-Spannungstester.bmp	Autobatterie	Spannung testen	richtig	unbekannt	221	4	201	1538	
VP_24	2	r	211	121	puerierstab.bmp				bekannt	230	4	201	653	
VP_24	2	r	211	121	uhr.bmp				bekannt	230	4	201	535	
VP_24	2	r	211	81	korkenpresse.bmp	Kork	flach pressen	richtig	unbekannt	221	3	202	1171	
VP_24	2	r	211	121	thermometer.bmp				bekannt	230	4	201	589	
VP_24	2	r	211	121	lineal.bmp				bekannt	230	4	201	573	
VP_24	2	r	211	121	flaschenoeffner.bmp				bekannt	230	4	201	725	
VP_24	2	r	211	104	ninjasterne.bmp	elektrische Spannung	prüfen	falsch	unbekannt	222	3	202	1787	
VP_24	2	r	211	15	mikroskop.bmp	Katzenklo	sich selbst reinigen	falsch	unbekannt	222	2	203	1324	
VP_24	2	r	211	108	schluesselloch-cutter.bmp	Schlüsselloch	stanzen	richtig	unbekannt	221	2	203	1347	
VP_24	2	r	211	21	spannungsgeraet.bmp	Spannung	erzeugen	richtig	unbekannt	221	3	202	1842	
VP_24	2	r	211	92	Erzeugt_statische_Ladung.bmp	Musikgerät	stampfen	falsch	unbekannt	222	2	203	1726	
VP_24	2	r	211	67	haecksler.bmp	Draht	wickeln	falsch	unbekannt	222	1	204	1305	
VP_24	2	r	211	65	drahtbieger.bmp	Bergbaustollen	beleuchten	falsch	unbekannt	222	2	203	1066	
VP_24	2	r	211	121	sparschwein.bmp				bekannt	230	4	201	678	
VP_24	2	r	211	121	gabel.bmp				bekannt	230	4	201	534	
VP_24	2	r	211	121	trillerpfeife.bmp				bekannt	230	4	201	679	
VP_24	2	r	211	114	Sonnenlichtsintensitaetsmesser.bmp	Sonnenlicht	Intensität messen	richtig	unbekannt	221	2	203	1375	
VP_24	2	r	211	121	waage.bmp				bekannt	230	4	201	730	
VP_24	2	r	211	66	Buecher-Offenhalter.bmp	Sprengstoffexplosion	auslösen	falsch	unbekannt	222	1	204	1690	
VP_24	2	r	211	121	brille.bmp				bekannt	230	4	201	609	
VP_24	2	r	211	102	Handzentrifuge.bmp	Lieferungen	abzählen	falsch	unbekannt	222	2	203	1918	
VP_24	2	r	211	121	kamm.bmp				bekannt	230	4	201	575	
VP_24	2	r	211	77	tierfalle.bmp	Tier	einfangen	richtig	unbekannt	221	2	203	1950	
VP_24	2	r	211	78	Messerschleifer.bmp	Messer	schleifen	richtig	unbekannt	221	2	203	2364	
VP_24	2	r	211	61	schwimmer.bmp	Baum	erklettern	falsch	unbekannt	222	2	203	1137	
VP_24	2	r	211	121	brecheisen.bmp				bekannt	230	4	201	1248	
VP_24	2	r	211	121	diabolo.bmp				bekannt	230	3	202	1646	
VP_24	2	r	211	20	orgelpfeife.bmp	Orgelton	erzeugen	richtig	unbekannt	221	2	203	1936	
VP_24	2	r	211	33	Zaepfchenpresse.bmp	Unkraut	jäten	falsch	unbekannt	222	2	203	1735	
VP_24	2	r	211	5	mausefalle.bmp	Brillenglas	zuschneiden	falsch	unbekannt	222	2	203	2090	
VP_24	2	r	211	121	schaumloeffel.bmp				bekannt	230	4	201	834	
VP_24	2	r	211	57	Nussknacker.bmp	Nüsse	aufbrechen	richtig	unbekannt	221	3	202	959	
VP_24	2	r	211	68	Roemisches_Senklot.bmp	Korken	formen	falsch	unbekannt	222	3	202	1638	
VP_24	2	r	211	111	Vakuumpumpe.bmp	Luft	abpumpen	richtig	unbekannt	221	3	202	1464	
VP_24	2	r	211	4	Unkraut-Jaetzange.bmp	Uhr	mit Wärme betreiben	falsch	unbekannt	222	3	202	1321	
VP_24	2	r	211	30	Grossfisch-Angelkurbel.bmp	Angelschnur	kurbeln	richtig	unbekannt	221	3	202	1277	
VP_24	2	r	211	112	mundsperrer.bmp	Mund	offen halten	richtig	unbekannt	221	2	203	1358	
VP_24	2	r	211	121	schluessel.bmp				bekannt	230	3	202	1017	
VP_24	2	r	211	26	Huehnereier-Brutautomat.bmp	Automat	Eier ausbrüten	richtig	unbekannt	221	3	202	1046	
VP_24	2	r	211	109	ziegelformer.bmp	Ziegelsteine	formen	richtig	unbekannt	221	2	203	903	
VP_24	2	r	211	51	dampfzerstaeuber.bmp	Dampf	zerstäuben	richtig	unbekannt	221	2	203	1536	
VP_24	2	r	211	85	Rituelles_Hackmesser.bmp	altes Ritual	hacken	richtig	unbekannt	221	3	202	1287	
VP_24	2	r	211	76	galvanometer_2.bmp	Stromstärke	messen	richtig	unbekannt	221	4	201	1479	
VP_24	2	r	211	121	besen.bmp				bekannt	230	4	201	776	
