VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_22	2	l	211	108	schluesselloch-cutter.bmp	Schlüsselloch	stanzen	richtig	unbekannt	221	4	204	1288	
VP_22	2	l	211	76	galvanometer_2.bmp	Stromstärke	messen	richtig	unbekannt	221	4	204	1054	
VP_22	2	l	211	121	brille.bmp				bekannt	230	1	201	848	
VP_22	2	l	211	40	kimkim.bmp	Piano	stimmen	falsch	unbekannt	222	1	201	1185	
VP_22	2	l	211	121	saege.bmp				bekannt	230	1	201	855	
VP_22	2	l	211	17	grammophonnadel.bmp	Schallplatte	abtasten	richtig	unbekannt	221	4	204	674	
VP_22	2	l	211	55	feuertuergelenk.bmp	Türgelenk	Feuer überstehen	richtig	unbekannt	221	4	204	683	
VP_22	2	l	211	104	ninjasterne.bmp	elektrische Spannung	prüfen	falsch	unbekannt	222	4	204	689	
VP_22	2	l	211	121	radiergummi.bmp				bekannt	230	4	204	705	
VP_22	2	l	211	121	angel.bmp				bekannt	230	3	203	823	
VP_22	2	l	211	121	schraubenzieher.bmp				bekannt	230	1	201	768	
VP_22	2	l	211	45	rasierklingenschaerfer.bmp	Kurven	malen	falsch	unbekannt	222	2	202	981	
VP_22	2	l	211	20	orgelpfeife.bmp	Orgelton	erzeugen	richtig	unbekannt	221	4	204	918	
VP_22	2	l	211	13	paint_scraper.bmp	von Hand	zentrifugieren	falsch	unbekannt	222	3	203	851	
VP_22	2	l	211	121	sichel.bmp				bekannt	230	1	201	1418	
VP_22	2	l	211	4	Unkraut-Jaetzange.bmp	Uhr	mit Wärme betreiben	falsch	unbekannt	222	4	204	1094	
VP_22	2	l	211	65	drahtbieger.bmp	Bergbaustollen	beleuchten	falsch	unbekannt	222	4	204	700	
VP_22	2	l	211	121	fernseher.bmp				bekannt	230	1	201	707	
VP_22	2	l	211	73	mechanisches_tachometer.bmp	Mausefalle	zuschnappen	falsch	unbekannt	222	4	204	793	
VP_22	2	l	211	121	trommel.bmp				bekannt	230	1	201	766	
VP_22	2	l	211	121	buegel.bmp				bekannt	230	1	201	572	
VP_22	2	l	211	121	kehrschaufel.bmp				bekannt	230	1	201	601	
VP_22	2	l	211	121	stethoskop.bmp				bekannt	230	1	201	844	
VP_22	2	l	211	33	Zaepfchenpresse.bmp	Unkraut	jäten	falsch	unbekannt	222	4	204	599	
VP_22	2	l	211	121	zollstock.bmp				bekannt	230	1	201	636	
VP_22	2	l	211	41	Sprengstoff-Zuender.bmp	Fisch	wiegen	falsch	unbekannt	222	4	204	731	
VP_22	2	l	211	66	Buecher-Offenhalter.bmp	Sprengstoffexplosion	auslösen	falsch	unbekannt	222	1	201	573	
VP_22	2	l	211	83	hebel_fuer_fassbauer.bmp	Fass	anheben	richtig	unbekannt	221	4	204	741	
VP_22	2	l	211	120	loetlampe.bmp	Brenner	löten	richtig	unbekannt	221	4	204	599	
VP_22	2	l	211	121	buerste.bmp				bekannt	230	1	201	800	
VP_22	2	l	211	121	hanteln.bmp				bekannt	230	1	201	924	
VP_22	2	l	211	91	zaehlgeraet_fuer_lieferungen.bmp	Außenbereich	heizen	falsch	unbekannt	222	4	204	817	
VP_22	2	l	211	72	schneekette.bmp	Geschwindigkeit	ermitteln	falsch	unbekannt	222	4	204	823	
VP_22	2	l	211	115	wagenradschloss.bmp	Kutschrad	anschließen	richtig	unbekannt	221	3	203	1331	
VP_22	2	l	211	121	tacker.bmp				bekannt	230	1	201	1064	
VP_22	2	l	211	121	gitarre.bmp				bekannt	230	1	201	624	
VP_22	2	l	211	121	besen.bmp				bekannt	230	1	201	780	
VP_22	2	l	211	92	Erzeugt_statische_Ladung.bmp	Musikgerät	stampfen	falsch	unbekannt	222	2	202	1062	
VP_22	2	l	211	48	Flammenwerfer-Aufsatz.bmp	Waffe	entflammen	richtig	unbekannt	221	4	204	1503	
VP_22	2	l	211	121	kasse.bmp				bekannt	230	1	201	1146	
VP_22	2	l	211	121	waschmaschine.bmp				bekannt	230	1	201	631	
VP_22	2	l	211	121	sieb.bmp				bekannt	230	1	201	905	
VP_22	2	l	211	89	planimeter.bmp	Zeichnungen	vermessen	richtig	unbekannt	221	3	203	1667	
VP_22	2	l	211	121	korkenzieher.bmp				bekannt	230	1	201	1000	
VP_22	2	l	211	121	nudelholz.bmp				bekannt	230	1	201	709	
VP_22	2	l	211	110	Becher-Grammophon.bmp	Becher	Schall auffangen	richtig	unbekannt	221	3	203	1086	
VP_22	2	l	211	11	Elektro-Akkordeon.bmp	Seil	schneiden	falsch	unbekannt	222	3	203	1014	
VP_22	2	l	211	105	dieselstandmessgeraet.bmp	Tonpott	trommeln	falsch	unbekannt	222	3	203	704	
VP_22	2	l	211	90	elektroschockspiel.bmp	Elektroschock	spielen	richtig	unbekannt	221	3	203	1028	
VP_22	2	l	211	75	Tabakschneider.bmp	Flaschen	trocknen	falsch	unbekannt	222	4	204	634	
VP_22	2	l	211	97	Korkenpresse_2.bmp	Sternenbilder	vermessen	falsch	unbekannt	222	4	204	780	
VP_22	2	l	211	121	diabolo.bmp				bekannt	230	1	201	870	
VP_22	2	l	211	121	aschenbecher.bmp				bekannt	230	1	201	771	
VP_22	2	l	211	121	radio.bmp				bekannt	230	1	201	851	
VP_22	2	l	211	35	karbidlampe.bmp	Knie	fixieren	falsch	unbekannt	222	3	203	1213	
VP_22	2	l	211	114	Sonnenlichtsintensitaetsmesser.bmp	Sonnenlicht	Intensität messen	richtig	unbekannt	221	3	203	861	
VP_22	2	l	211	121	trichter.bmp				bekannt	230	1	201	764	
VP_22	2	l	211	87	Maiskolben-Entkoerner.bmp	Maiskolben	entkörnen	richtig	unbekannt	221	4	204	730	
VP_22	2	l	211	121	mikrowelle.bmp				bekannt	230	1	201	1338	
VP_22	2	l	211	42	pferdeueberschuh.bmp	Zäpfchen	pressen	falsch	unbekannt	222	3	203	1055	
VP_22	2	l	211	34	dosenoeffner_fuer_faesser.bmp	Pflanzenteile	vergrößern	falsch	unbekannt	222	4	204	976	
VP_22	2	l	211	121	grill.bmp				bekannt	230	1	201	1094	
VP_22	2	l	211	82	tablettenteiler.bmp	Tabletten	zerteilen	richtig	unbekannt	221	3	203	1097	
VP_22	2	l	211	121	ampel.bmp				bekannt	230	1	201	969	
VP_22	2	l	211	44	Nussoelpressmaschine.bmp	Zeichen	einbrennen	falsch	unbekannt	222	4	204	877	
VP_22	2	l	211	121	wecker.bmp				bekannt	230	1	201	660	
VP_22	2	l	211	121	naehmaschine.bmp				bekannt	230	1	201	1165	
VP_22	2	l	211	121	leiter.bmp				bekannt	230	1	201	613	
VP_22	2	l	211	116	Eierwaage.bmp	Eier	wiegen	richtig	unbekannt	221	4	204	1272	
VP_22	2	l	211	38	Flaschentrockner.bmp	Bleistift	anspitzen	falsch	unbekannt	222	1	201	1815	
VP_22	2	l	211	99	heliotrop.bmp	Kartoffeln	stampfen	falsch	unbekannt	222	4	204	948	
VP_22	2	l	211	12	trimmdichgeraet.bmp	Buch	offen halten	falsch	unbekannt	222	3	203	1147	
VP_22	2	l	211	121	kuchenform.bmp				bekannt	230	1	201	700	
VP_22	2	l	211	121	sattel.bmp				bekannt	230	1	201	774	
VP_22	2	l	211	121	klobuerste.bmp				bekannt	230	1	201	615	
VP_22	2	l	211	121	handschellen.bmp				bekannt	230	1	201	693	
VP_22	2	l	211	74	Brenneisen.bmp	Luftdruck	messen	falsch	unbekannt	222	2	202	1661	
VP_22	2	l	211	121	kinderwagen.bmp				bekannt	230	1	201	778	
VP_22	2	l	211	121	telefon.bmp				bekannt	230	1	201	619	
VP_22	2	l	211	121	feuerzeug.bmp				bekannt	230	1	201	624	
VP_22	2	l	211	121	kaffeemaschine.bmp				bekannt	230	1	201	767	
VP_22	2	l	211	121	kompass.bmp				bekannt	230	1	201	961	
VP_22	2	l	211	58	elektrisches_radiergummi.bmp	Radiergummi	mit Strom betreiben	richtig	unbekannt	221	3	203	1537	
VP_22	2	l	211	98	Mechanische_Erektionshilfe.bmp	Waffe	werfen	falsch	unbekannt	222	3	203	1482	
VP_22	2	l	211	121	zahnbuerste.bmp				bekannt	230	1	201	854	
VP_22	2	l	211	22	anesthesia_inhaler.bmp	Narkosemittel	abgeben	richtig	unbekannt	221	2	202	1534	
VP_22	2	l	211	121	anker.bmp				bekannt	230	1	201	2318	
VP_22	2	l	211	121	locher.bmp				bekannt	230	1	201	1380	
VP_22	2	l	211	121	giesskanne.bmp				bekannt	230	1	201	652	
VP_22	2	l	211	121	buegeleisen.bmp				bekannt	230	1	201	880	
VP_22	2	l	211	84	pferdeschuh.bmp	Pferd	im Moor laufen	richtig	unbekannt	221	3	203	1252	
VP_22	2	l	211	96	kerzenloescher.bmp	Körper	trainieren	falsch	unbekannt	222	2	202	1379	
VP_22	2	l	211	121	lineal.bmp				bekannt	230	1	201	784	
VP_22	2	l	211	39	Thermopneumatische_Uhr.bmp	Körper	untersuchen	falsch	unbekannt	222	4	204	1399	
VP_22	2	l	211	51	dampfzerstaeuber.bmp	Dampf	zerstäuben	richtig	unbekannt	221	4	204	1283	
VP_22	2	l	211	121	rechen.bmp				bekannt	230	1	201	665	
VP_22	2	l	211	121	drucker.bmp				bekannt	230	1	201	776	
VP_22	2	l	211	15	mikroskop.bmp	Katzenklo	sich selbst reinigen	falsch	unbekannt	222	3	203	1133	
VP_22	2	l	211	121	gewehr.bmp				bekannt	230	1	201	985	
VP_22	2	l	211	121	klavier.bmp				bekannt	230	1	201	776	
VP_22	2	l	211	112	mundsperrer.bmp	Mund	offen halten	richtig	unbekannt	221	4	204	1061	
VP_22	2	l	211	1	galvanometer.bmp	Makkaroni	formen	falsch	unbekannt	222	4	204	1017	
VP_22	2	l	211	81	korkenpresse.bmp	Kork	flach pressen	richtig	unbekannt	221	3	203	972	
VP_22	2	l	211	121	spritze.bmp				bekannt	230	1	201	847	
VP_22	2	l	211	21	spannungsgeraet.bmp	Spannung	erzeugen	richtig	unbekannt	221	3	203	1931	
VP_22	2	l	211	25	cork_inserter.bmp	Flaschenkorken	einführen	richtig	unbekannt	221	4	204	1116	
VP_22	2	l	211	121	wasserkocher.bmp				bekannt	230	1	201	637	
VP_22	2	l	211	100	Luftdruckmessgeraete.bmp	Knochen	sägen	falsch	unbekannt	222	4	204	1104	
VP_22	2	l	211	121	tischtennisschlaeger.bmp				bekannt	230	1	201	702	
VP_22	2	l	211	2	nudelmaschine.bmp	Kuh	vom Zaun abhalten	falsch	unbekannt	222	2	202	1572	
VP_22	2	l	211	121	gluehbirne.bmp				bekannt	230	1	201	879	
VP_22	2	l	211	121	slotmachine.bmp				bekannt	230	1	201	814	
VP_22	2	l	211	101	pianostimmgeraet.bmp	Eierkarton	pressen	falsch	unbekannt	222	3	203	1505	
VP_22	2	l	211	23	Bandagen-Roller.bmp	Bandage	rollen	richtig	unbekannt	221	3	203	1684	
VP_22	2	l	211	80	Buchbinder.bmp	Buch	binden	richtig	unbekannt	221	3	203	1656	
VP_22	2	l	211	50	Glasresonanz-Cello.bmp	Glaskörper	musizieren	richtig	unbekannt	221	4	204	1140	
VP_22	2	l	211	121	dosenoeffner.bmp				bekannt	230	1	201	1205	
VP_22	2	l	211	37	Saemaschine.bmp	Fass	öffnen	falsch	unbekannt	222	3	203	1410	
VP_22	2	l	211	121	gabel.bmp				bekannt	230	1	201	720	
VP_22	2	l	211	56	einkufiger_schlitten.bmp	Schnee	rodeln	richtig	unbekannt	221	3	203	1668	
VP_22	2	l	211	10	schreibmaschine.bmp	Pferdehuf	Halt geben	falsch	unbekannt	222	3	203	861	
VP_22	2	l	211	69	filar_micrometer.bmp	Schnurlot	absenken	falsch	unbekannt	222	3	203	777	
VP_22	2	l	211	121	mikrofon.bmp				bekannt	230	2	202	1144	
VP_22	2	l	211	121	waschbecken.bmp				bekannt	230	1	201	729	
VP_22	2	l	211	118	Siebenmeilenstiefel.bmp	Schritte	vergrößern	richtig	unbekannt	221	2	202	1072	
VP_22	2	l	211	26	Huehnereier-Brutautomat.bmp	Automat	Eier ausbrüten	richtig	unbekannt	221	3	203	1097	
VP_22	2	l	211	121	ventilator.bmp				bekannt	230	1	201	736	
VP_22	2	l	211	28	Briefwaage.bmp	Brief	wiegen	richtig	unbekannt	221	4	204	883	
VP_22	2	l	211	102	Handzentrifuge.bmp	Lieferungen	abzählen	falsch	unbekannt	222	4	204	697	
VP_22	2	l	211	121	pinzette.bmp				bekannt	230	1	201	736	
VP_22	2	l	211	121	pfannenwender.bmp				bekannt	230	1	201	640	
VP_22	2	l	211	121	zirkel.bmp				bekannt	230	1	201	1255	
VP_22	2	l	211	117	Selbstwaessernder_Blumentopf.bmp	Blumentopf	sich selbst wässern	richtig	unbekannt	221	3	203	1002	
VP_22	2	l	211	71	Stampf-Fiedel.bmp	Goldmünzen	wiegen	falsch	unbekannt	222	3	203	775	
VP_22	2	l	211	18	glasschneider.bmp	Glas	schneiden	richtig	unbekannt	221	4	204	777	
VP_22	2	l	211	121	kaefig.bmp				bekannt	230	1	201	750	
VP_22	2	l	211	121	sparschwein.bmp				bekannt	230	1	201	582	
VP_22	2	l	211	121	schneebesen.bmp				bekannt	230	1	201	631	
VP_22	2	l	211	95	Fischwaage.bmp	Herz	durch Maschine ersetzen	falsch	unbekannt	222	2	202	2071	
VP_22	2	l	211	8	Eierkarton-Presse.bmp	Tabak	zermahlen	falsch	unbekannt	222	3	203	1097	
VP_22	2	l	211	67	haecksler.bmp	Draht	wickeln	falsch	unbekannt	222	4	204	807	
VP_22	2	l	211	121	hacke.bmp				bekannt	230	1	201	1114	
VP_22	2	l	211	77	tierfalle.bmp	Tier	einfangen	richtig	unbekannt	221	3	203	1681	
VP_22	2	l	211	121	koffer.bmp				bekannt	230	1	201	790	
VP_22	2	l	211	121	regenschirm.bmp				bekannt	230	1	201	543	
VP_22	2	l	211	121	kuechenmaschine.bmp				bekannt	230	2	202	1632	
VP_22	2	l	211	121	handy.bmp				bekannt	230	1	201	781	
VP_22	2	l	211	121	zange.bmp				bekannt	230	1	201	662	
VP_22	2	l	211	121	axt.bmp				bekannt	230	1	201	629	
VP_22	2	l	211	121	brecheisen.bmp				bekannt	230	2	202	1254	
VP_22	2	l	211	54	steigbuegel.bmp	Fußstütze	reiten	richtig	unbekannt	221	3	203	895	
VP_22	2	l	211	111	Vakuumpumpe.bmp	Luft	abpumpen	richtig	unbekannt	221	4	204	707	
VP_22	2	l	211	49	mikrotom.bmp	Mikroskop-Proben	schneiden	richtig	unbekannt	221	4	204	884	
VP_22	2	l	211	121	hammer.bmp				bekannt	230	1	201	664	
VP_22	2	l	211	36	antizaungurt.bmp	Radiofrequenz	einstellen	falsch	unbekannt	222	4	204	2100	
VP_22	2	l	211	70	Morse-Geraet.bmp	Feldanbau	häckseln	falsch	unbekannt	222	4	204	1400	
VP_22	2	l	211	68	Roemisches_Senklot.bmp	Korken	formen	falsch	unbekannt	222	4	204	1181	
VP_22	2	l	211	121	schalter.bmp				bekannt	230	1	201	631	
VP_22	2	l	211	64	brillenglasschneidemaschine.bmp	Saatgut	gleichmäßig aussäen	falsch	unbekannt	222	3	203	899	
VP_22	2	l	211	9	Baum-Klettereisen.bmp	Rotation	Ladung erzeugen	falsch	unbekannt	222	4	204	954	
VP_22	2	l	211	121	kamera.bmp				bekannt	230	1	201	696	
VP_22	2	l	211	19	Brikettpresse.bmp	Briketts	pressen	richtig	unbekannt	221	4	204	892	
VP_22	2	l	211	121	schaufel.bmp				bekannt	230	1	201	677	
VP_22	2	l	211	62	Selbstreinigendes_Katzenklo.bmp	Tankfüllstand	messen	falsch	unbekannt	222	4	204	1014	
VP_22	2	l	211	121	kopfhoerer.bmp				bekannt	230	1	201	721	
VP_22	2	l	211	121	uhr.bmp				bekannt	230	1	201	654	
VP_22	2	l	211	3	Knochensaege.bmp	Streckenmaß	Sonnenlicht nutzen	falsch	unbekannt	222	3	203	1405	
VP_22	2	l	211	47	filmrolle.bmp	Film	aufspulen	richtig	unbekannt	221	4	204	1075	
VP_22	2	l	211	121	fueller.bmp				bekannt	230	1	201	945	
VP_22	2	l	211	30	Grossfisch-Angelkurbel.bmp	Angelschnur	kurbeln	richtig	unbekannt	221	4	204	1374	
VP_22	2	l	211	32	radiofrequenzeinsteller.bmp	Erektion	helfen	falsch	unbekannt	222	3	203	1798	
VP_22	2	l	211	121	schaumloeffel.bmp				bekannt	230	1	201	688	
VP_22	2	l	211	61	schwimmer.bmp	Baum	erklettern	falsch	unbekannt	222	3	203	1282	
VP_22	2	l	211	121	nagelfeile.bmp				bekannt	230	1	201	606	
VP_22	2	l	211	14	heizpilz.bmp	Rasierklinge	schärfen	falsch	unbekannt	222	3	203	1685	
VP_22	2	l	211	121	foehn.bmp				bekannt	230	1	201	1038	
VP_22	2	l	211	6	Goldmuenzen-Waage.bmp	Farbe	vom Fenster abschleifen	falsch	unbekannt	222	3	203	2213	
VP_22	2	l	211	27	Korngarbengreifer.bmp	Korngarbe	greifen	richtig	unbekannt	221	4	204	1808	
VP_22	2	l	211	121	kassette.bmp				bekannt	230	1	201	636	
VP_22	2	l	211	121	taschenmesser.bmp				bekannt	230	1	201	668	
VP_22	2	l	211	121	milchschaeumer.bmp				bekannt	230	4	204	1101	
VP_22	2	l	211	121	pfeffermuehle.bmp				bekannt	230	1	201	873	
VP_22	2	l	211	121	herd.bmp				bekannt	230	1	201	691	
VP_22	2	l	211	121	trillerpfeife.bmp				bekannt	230	1	201	798	
VP_22	2	l	211	63	pleximeter.bmp	Schuhe	auf Eis laufen	falsch	unbekannt	222	3	203	964	
