VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_13	1	l	211	65	drahtbieger.bmp	Draht	wickeln	richtig	unbekannt	221	3	203	1594	
VP_13	1	l	211	118	Siebenmeilenstiefel.bmp	Tabletten	zerteilen	falsch	unbekannt	222	3	203	2119	
VP_13	1	l	211	62	Selbstreinigendes_Katzenklo.bmp	Katzenklo	sich selbst reinigen	richtig	unbekannt	221	3	203	2030	
VP_13	1	l	211	121	angel.bmp				bekannt	230	1	201	896	
VP_13	1	l	211	121	buegel.bmp				bekannt	230	1	201	656	
VP_13	1	l	211	43	Bleistiftspitzer.bmp	Bleistift	anspitzen	richtig	unbekannt	221	4	204	1610	
VP_13	1	l	211	98	Mechanische_Erektionshilfe.bmp	Erektion	helfen	richtig	unbekannt	221	4	204	1487	
VP_13	1	l	211	121	wasserkocher.bmp				bekannt	230	1	201	610	
VP_13	1	l	211	121	schraubenzieher.bmp				bekannt	230	1	201	923	
VP_13	1	l	211	121	pfeffermuehle.bmp				bekannt	230	1	201	690	
VP_13	1	l	211	84	pferdeschuh.bmp	Luft	abpumpen	falsch	unbekannt	222	4	204	143	
VP_13	1	l	211	121	waage.bmp				bekannt	230	1	201	677	
VP_13	1	l	211	121	trillerpfeife.bmp				bekannt	230	1	201	790	
VP_13	1	l	211	121	buegeleisen.bmp				bekannt	230	1	201	562	
VP_13	1	l	211	121	hanteln.bmp				bekannt	230	1	201	769	
VP_13	1	l	211	121	radio.bmp				bekannt	230	1	201	736	
VP_13	1	l	211	72	schneekette.bmp	Schuhe	auf Eis laufen	richtig	unbekannt	221	4	204	1337	
VP_13	1	l	211	121	giesskanne.bmp				bekannt	230	1	201	681	
VP_13	1	l	211	81	korkenpresse.bmp	Elektroschock	spielen	falsch	unbekannt	222	4	204	1788	
VP_13	1	l	211	74	Brenneisen.bmp	Zeichen	einbrennen	richtig	unbekannt	221	4	204	1384	
VP_13	1	l	211	121	nagelfeile.bmp				bekannt	230	1	201	690	
VP_13	1	l	211	120	loetlampe.bmp	Flaschenkorken	einführen	falsch	unbekannt	222	4	204	1880	
VP_13	1	l	211	53	toaster.bmp	Autobatterie	Spannung testen	falsch	unbekannt	222	3	203	1418	
VP_13	1	l	211	121	rasenmaeher.bmp				bekannt	230	1	201	681	
VP_13	1	l	211	121	waschbecken.bmp				bekannt	230	1	201	1303	
VP_13	1	l	211	121	trommel.bmp				bekannt	230	1	201	570	
VP_13	1	l	211	25	cork_inserter.bmp	Pferd	im Moor laufen	falsch	unbekannt	222	3	203	1896	
VP_13	1	l	211	121	thermometer.bmp				bekannt	230	1	201	714	
VP_13	1	l	211	51	dampfzerstaeuber.bmp	Buch	binden	falsch	unbekannt	222	4	204	2363	
VP_13	1	l	211	57	Nussknacker.bmp	Ziegelsteine	formen	falsch	unbekannt	222	3	203	1281	
VP_13	1	l	211	121	puerierstab.bmp				bekannt	230	1	201	1026	
VP_13	1	l	211	121	gabel.bmp				bekannt	230	1	201	498	
VP_13	1	l	211	14	heizpilz.bmp	Außenbereich	heizen	richtig	unbekannt	221	1	201	1805	
VP_13	1	l	211	52	mandelnentferner.bmp	Film	aufspulen	falsch	unbekannt	222	4	204	2330	
VP_13	1	l	211	90	elektroschockspiel.bmp	Weinfass	Loch einschlagen	falsch	unbekannt	222	3	203	1674	
VP_13	1	l	211	13	paint_scraper.bmp	Farbe	vom Fenster abschleifen	richtig	unbekannt	221	3	203	1198	
VP_13	1	l	211	92	Erzeugt_statische_Ladung.bmp	Rotation	Ladung erzeugen	richtig	unbekannt	221	4	204	1219	
VP_13	1	l	211	49	mikrotom.bmp	heiße Platten	anheben	falsch	unbekannt	222	2	202	2302	
VP_13	1	l	211	121	waschmaschine.bmp				bekannt	230	1	201	720	
VP_13	1	l	211	121	trompete.bmp				bekannt	230	1	201	977	
VP_13	1	l	211	70	Morse-Geraet.bmp	Nachricht	morsen	richtig	unbekannt	221	4	204	1357	
VP_13	1	l	211	116	Eierwaage.bmp	Leierkasten	klingen	falsch	unbekannt	222	4	204	867	
VP_13	1	l	211	121	spritze.bmp				bekannt	230	1	201	666	
VP_13	1	l	211	121	saege.bmp				bekannt	230	1	201	606	
VP_13	1	l	211	121	handruehrgeraet.bmp				bekannt	230	1	201	587	
VP_13	1	l	211	106	uhrwerk.bmp	altes Ritual	hacken	falsch	unbekannt	222	4	204	1326	
VP_13	1	l	211	121	schaumloeffel.bmp				bekannt	230	1	201	596	
VP_13	1	l	211	19	Brikettpresse.bmp	Narkosemittel	abgeben	falsch	unbekannt	222	4	204	1058	
VP_13	1	l	211	121	bohrmaschine.bmp				bekannt	230	1	201	623	
VP_13	1	l	211	121	zirkel.bmp				bekannt	230	1	201	1170	
VP_13	1	l	211	76	galvanometer_2.bmp	Mandeln	operieren	falsch	unbekannt	222	3	203	1675	
VP_13	1	l	211	121	klavier.bmp				bekannt	230	1	201	716	
VP_13	1	l	211	18	glasschneider.bmp	Eier	wiegen	falsch	unbekannt	222	3	203	1584	
VP_13	1	l	211	2	nudelmaschine.bmp	Makkaroni	formen	richtig	unbekannt	221	3	203	1670	
VP_13	1	l	211	67	haecksler.bmp	Feldanbau	häckseln	richtig	unbekannt	221	4	204	1659	
VP_13	1	l	211	89	planimeter.bmp	Brenner	löten	falsch	unbekannt	222	4	204	702	
VP_13	1	l	211	121	sparschwein.bmp				bekannt	230	1	201	542	
VP_13	1	l	211	121	gewehr.bmp				bekannt	230	1	201	714	
VP_13	1	l	211	108	schluesselloch-cutter.bmp	Automat	Eier ausbrüten	falsch	unbekannt	222	4	204	1402	
VP_13	1	l	211	103	Kartoffelstampfer.bmp	Kartoffeln	stampfen	richtig	unbekannt	221	4	204	1256	
VP_13	1	l	211	121	mikrowelle.bmp				bekannt	230	1	201	687	
VP_13	1	l	211	110	Becher-Grammophon.bmp	Schlüsselloch	stanzen	falsch	unbekannt	222	3	203	1619	
VP_13	1	l	211	121	kaffeemaschine.bmp				bekannt	230	1	201	683	
VP_13	1	l	211	121	uhr.bmp				bekannt	230	1	201	762	
VP_13	1	l	211	94	seilschneider.bmp	Seil	schneiden	richtig	unbekannt	221	4	204	1588	
VP_13	1	l	211	121	pfannenwender.bmp				bekannt	230	1	201	557	
VP_13	1	l	211	121	reibe.bmp				bekannt	230	1	201	582	
VP_13	1	l	211	121	kamm.bmp				bekannt	230	1	201	437	
VP_13	1	l	211	121	brille.bmp				bekannt	230	1	201	477	
VP_13	1	l	211	121	besen.bmp				bekannt	230	1	201	503	
VP_13	1	l	211	121	astschere.bmp				bekannt	230	1	201	1120	
VP_13	1	l	211	121	raclette-grill.bmp				bekannt	230	1	201	961	
VP_13	1	l	211	121	fernseher.bmp				bekannt	230	1	201	475	
VP_13	1	l	211	7	Knie-Schraubstock.bmp	Knie	fixieren	richtig	unbekannt	221	4	204	1704	
VP_13	1	l	211	29	4erbohrer.bmp	Sonnenlicht	Intensität messen	falsch	unbekannt	222	3	203	1980	
VP_13	1	l	211	8	Eierkarton-Presse.bmp	Eierkarton	pressen	richtig	unbekannt	221	4	204	1430	
VP_13	1	l	211	121	maulschluessel.bmp				bekannt	230	1	201	557	
VP_13	1	l	211	121	kehrschaufel.bmp				bekannt	230	1	201	511	
VP_13	1	l	211	61	schwimmer.bmp	Angel	Köder markieren	richtig	unbekannt	221	4	204	1463	
VP_13	1	l	211	93	Kuenstliches Herz.bmp	Herz	durch Maschine ersetzen	richtig	unbekannt	221	4	204	1194	
VP_13	1	l	211	78	Messerschleifer.bmp	Schritte	vergrößern	falsch	unbekannt	222	3	203	1883	
VP_13	1	l	211	121	ventilator.bmp				bekannt	230	1	201	716	
VP_13	1	l	211	99	heliotrop.bmp	Streckenmaß	Sonnenlicht nutzen	richtig	unbekannt	221	3	203	1858	
VP_13	1	l	211	37	Saemaschine.bmp	Saatgut	gleichmäßig aussäen	richtig	unbekannt	221	4	204	1410	
VP_13	1	l	211	80	Buchbinder.bmp	Löcher	bohren	falsch	unbekannt	222	2	202	2029	
VP_13	1	l	211	91	zaehlgeraet_fuer_lieferungen.bmp	Lieferungen	abzählen	richtig	unbekannt	221	3	203	1625	
VP_13	1	l	211	96	kerzenloescher.bmp	Kerzen	löschen	richtig	unbekannt	221	1	201	1718	
VP_13	1	l	211	87	Maiskolben-Entkoerner.bmp	Brief	wiegen	falsch	unbekannt	222	3	203	1323	
VP_13	1	l	211	119	Muenzspender.bmp	Kutschrad	anschließen	falsch	unbekannt	222	4	204	1385	
VP_13	1	l	211	85	Rituelles_Hackmesser.bmp	Spannung	erzeugen	falsch	unbekannt	222	4	204	1398	
VP_13	1	l	211	24	weinfassoeffner.bmp	Tier	einfangen	falsch	unbekannt	222	4	204	983	
VP_13	1	l	211	121	hammer.bmp				bekannt	230	1	201	516	
VP_13	1	l	211	121	kuchenform.bmp				bekannt	230	1	201	560	
