VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_19	1	r	211	121	kopfhoerer.bmp				bekannt	230	4	201	969	
VP_19	1	r	211	121	diabolo.bmp				bekannt	230	4	201	1812	
VP_19	1	r	211	15	mikroskop.bmp	Pflanzenteile	vergrößern	richtig	unbekannt	221	2	203	1597	
VP_19	1	r	211	121	zahnbuerste.bmp				bekannt	230	4	201	584	
VP_19	1	r	211	18	glasschneider.bmp	Eier	wiegen	falsch	unbekannt	222	4	201	1131	
VP_19	1	r	211	89	planimeter.bmp	Brenner	löten	falsch	unbekannt	222	3	202	1126	
VP_19	1	r	211	71	Stampf-Fiedel.bmp	Musikgerät	stampfen	richtig	unbekannt	221	1	204	1493	
VP_19	1	r	211	121	schluessel.bmp				bekannt	230	4	201	889	
VP_19	1	r	211	121	trompete.bmp				bekannt	230	4	201	598	
VP_19	1	r	211	121	locher.bmp				bekannt	230	4	201	1178	
VP_19	1	r	211	42	pferdeueberschuh.bmp	Pferdehuf	Halt geben	richtig	unbekannt	221	2	203	1429	
VP_19	1	r	211	58	elektrisches_radiergummi.bmp	Münzen	aufbewahren	falsch	unbekannt	222	3	202	947	
VP_19	1	r	211	117	Selbstwaessernder_Blumentopf.bmp	Glas	schneiden	falsch	unbekannt	222	3	202	1113	
VP_19	1	r	211	121	reibe.bmp				bekannt	230	4	201	784	
VP_19	1	r	211	31	Kurvenmalgeraet.bmp	Kurven	malen	richtig	unbekannt	221	2	203	1116	
VP_19	1	r	211	59	Treibhausheizgeraet.bmp	Messer	schleifen	falsch	unbekannt	222	3	202	1008	
VP_19	1	r	211	24	weinfassoeffner.bmp	Tier	einfangen	falsch	unbekannt	222	4	201	1357	
VP_19	1	r	211	55	feuertuergelenk.bmp	Botschaft	telegrafieren	falsch	unbekannt	222	4	201	1507	
VP_19	1	r	211	87	Maiskolben-Entkoerner.bmp	Brief	wiegen	falsch	unbekannt	222	3	202	1241	
VP_19	1	r	211	121	mikrofon.bmp				bekannt	230	4	201	842	
VP_19	1	r	211	121	puerierstab.bmp				bekannt	230	4	201	647	
VP_19	1	r	211	17	grammophonnadel.bmp	Ball	katapultieren	falsch	unbekannt	222	1	204	1042	
VP_19	1	r	211	93	Kuenstliches Herz.bmp	Herz	durch Maschine ersetzen	richtig	unbekannt	221	1	204	1172	
VP_19	1	r	211	22	anesthesia_inhaler.bmp	Nüsse	aufbrechen	falsch	unbekannt	222	3	202	1108	
VP_19	1	r	211	79	tibetischer_leierkasten.bmp	Fass	anheben	falsch	unbekannt	222	4	201	1309	
VP_19	1	r	211	107	Windgeschwindigkeitsmesser.bmp	Waffe	entflammen	falsch	unbekannt	222	2	203	1477	
VP_19	1	r	211	121	trillerpfeife.bmp				bekannt	230	4	201	552	
VP_19	1	r	211	25	cork_inserter.bmp	Pferd	im Moor laufen	falsch	unbekannt	222	4	201	1052	
VP_19	1	r	211	121	ampel.bmp				bekannt	230	4	201	645	
VP_19	1	r	211	94	seilschneider.bmp	Seil	schneiden	richtig	unbekannt	221	1	204	824	
VP_19	1	r	211	121	waage.bmp				bekannt	230	4	201	1022	
VP_19	1	r	211	121	eierschneider.bmp				bekannt	230	4	201	641	
VP_19	1	r	211	30	Grossfisch-Angelkurbel.bmp	Glaskörper	musizieren	falsch	unbekannt	222	2	203	1080	
VP_19	1	r	211	34	dosenoeffner_fuer_faesser.bmp	Fass	öffnen	richtig	unbekannt	221	2	203	764	
VP_19	1	r	211	39	Thermopneumatische_Uhr.bmp	Uhr	mit Wärme betreiben	richtig	unbekannt	221	3	202	1231	
VP_19	1	r	211	51	dampfzerstaeuber.bmp	Buch	binden	falsch	unbekannt	222	2	203	1238	
VP_19	1	r	211	121	drucker.bmp				bekannt	230	4	201	792	
VP_19	1	r	211	121	thermometer.bmp				bekannt	230	4	201	1091	
VP_19	1	r	211	57	Nussknacker.bmp	Ziegelsteine	formen	falsch	unbekannt	222	4	201	1195	
VP_19	1	r	211	121	ventilator.bmp				bekannt	230	4	201	684	
VP_19	1	r	211	121	axt.bmp				bekannt	230	4	201	709	
VP_19	1	r	211	37	Saemaschine.bmp	Saatgut	gleichmäßig aussäen	richtig	unbekannt	221	2	203	889	
VP_19	1	r	211	48	Flammenwerfer-Aufsatz.bmp	Uhrzeit	anzeigen	falsch	unbekannt	222	2	203	899	
VP_19	1	r	211	121	schere.bmp				bekannt	230	4	201	826	
VP_19	1	r	211	33	Zaepfchenpresse.bmp	Zäpfchen	pressen	richtig	unbekannt	221	4	201	748	
VP_19	1	r	211	97	Korkenpresse_2.bmp	Korken	formen	richtig	unbekannt	221	1	204	1074	
VP_19	1	r	211	121	kamm.bmp				bekannt	230	4	201	736	
VP_19	1	r	211	121	anker.bmp				bekannt	230	4	201	509	
VP_19	1	r	211	23	Bandagen-Roller.bmp	Schnee	rodeln	falsch	unbekannt	222	2	203	1893	
VP_19	1	r	211	77	tierfalle.bmp	Maiskolben	entkörnen	falsch	unbekannt	222	2	203	860	
VP_19	1	r	211	121	besen.bmp				bekannt	230	4	201	867	
VP_19	1	r	211	10	schreibmaschine.bmp	Buchstaben	tippen	richtig	unbekannt	221	1	204	1059	
VP_19	1	r	211	1	galvanometer.bmp	elektrische Spannung	prüfen	richtig	unbekannt	221	1	204	722	
VP_19	1	r	211	81	korkenpresse.bmp	Elektroschock	spielen	falsch	unbekannt	222	4	201	1121	
VP_19	1	r	211	121	zange.bmp				bekannt	230	4	201	760	
VP_19	1	r	211	121	regenschirm.bmp				bekannt	230	4	201	577	
VP_19	1	r	211	29	4erbohrer.bmp	Sonnenlicht	Intensität messen	falsch	unbekannt	222	3	202	1235	
VP_19	1	r	211	121	radio.bmp				bekannt	230	4	201	651	
VP_19	1	r	211	121	brecheisen.bmp				bekannt	230	4	201	1470	
VP_19	1	r	211	121	gluehbirne.bmp				bekannt	230	4	201	464	
VP_19	1	r	211	121	tacker.bmp				bekannt	230	4	201	542	
VP_19	1	r	211	121	waschmaschine.bmp				bekannt	230	4	201	599	
VP_19	1	r	211	121	trichter.bmp				bekannt	230	4	201	628	
VP_19	1	r	211	35	karbidlampe.bmp	Bergbaustollen	beleuchten	richtig	unbekannt	221	2	203	969	
VP_19	1	r	211	44	Nussoelpressmaschine.bmp	Nussöl	pressen	richtig	unbekannt	221	2	203	590	
VP_19	1	r	211	121	kompass.bmp				bekannt	230	3	202	995	
VP_19	1	r	211	104	ninjasterne.bmp	Waffe	werfen	richtig	unbekannt	221	2	203	1079	
VP_19	1	r	211	121	pfeffermuehle.bmp				bekannt	230	4	201	793	
VP_19	1	r	211	40	kimkim.bmp	Tonpott	trommeln	richtig	unbekannt	221	2	203	801	
