VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_02	2	l	211	31	Kurvenmalgeraet.bmp	Nussöl	pressen	falsch	unbekannt	222	2	202	1601	
VP_02	2	l	211	121	kamera.bmp				bekannt	230	1	201	758	
VP_02	2	l	211	121	brille.bmp				bekannt	230	1	201	630	
VP_02	2	l	211	1	galvanometer.bmp	Makkaroni	formen	falsch	unbekannt	222	4	204	1506	
VP_02	2	l	211	121	pfeife.bmp				bekannt	230	1	201	716	
VP_02	2	l	211	121	pfanne.bmp				bekannt	230	1	201	833	
VP_02	2	l	211	6	Goldmuenzen-Waage.bmp	Farbe	vom Fenster abschleifen	falsch	unbekannt	222	4	204	1695	
VP_02	2	l	211	111	Vakuumpumpe.bmp	Luft	abpumpen	richtig	unbekannt	221	3	203	1929	
VP_02	2	l	211	46	plattenheber.bmp	heiße Platten	anheben	richtig	unbekannt	221	3	203	2147	
VP_02	2	l	211	7	Knie-Schraubstock.bmp	Buchstaben	tippen	falsch	unbekannt	222	3	203	1243	
VP_02	2	l	211	78	Messerschleifer.bmp	Messer	schleifen	richtig	unbekannt	221	2	202	1569	
VP_02	2	l	211	92	Erzeugt_statische_Ladung.bmp	Musikgerät	stampfen	falsch	unbekannt	222	1	201	1749	
VP_02	2	l	211	121	raclette-grill.bmp				bekannt	230	3	203	1763	
VP_02	2	l	211	48	Flammenwerfer-Aufsatz.bmp	Waffe	entflammen	richtig	unbekannt	221	2	202	1875	
VP_02	2	l	211	121	gluehbirne.bmp				bekannt	230	1	201	853	
VP_02	2	l	211	33	Zaepfchenpresse.bmp	Unkraut	jäten	falsch	unbekannt	222	4	204	1083	
VP_02	2	l	211	89	planimeter.bmp	Zeichnungen	vermessen	richtig	unbekannt	221	4	204	1151	
VP_02	2	l	211	84	pferdeschuh.bmp	Pferd	im Moor laufen	richtig	unbekannt	221	4	204	1084	
VP_02	2	l	211	79	tibetischer_leierkasten.bmp	Leierkasten	klingen	richtig	unbekannt	221	3	203	1233	
VP_02	2	l	211	121	eierschneider.bmp				bekannt	230	1	201	878	
VP_02	2	l	211	121	puerierstab.bmp				bekannt	230	1	201	956	
VP_02	2	l	211	49	mikrotom.bmp	Mikroskop-Proben	schneiden	richtig	unbekannt	221	4	204	1304	
VP_02	2	l	211	103	Kartoffelstampfer.bmp	Nachricht	morsen	falsch	unbekannt	222	4	204	1298	
VP_02	2	l	211	121	ventilator.bmp				bekannt	230	1	201	879	
VP_02	2	l	211	8	Eierkarton-Presse.bmp	Tabak	zermahlen	falsch	unbekannt	222	4	204	966	
VP_02	2	l	211	14	heizpilz.bmp	Rasierklinge	schärfen	falsch	unbekannt	222	4	204	1426	
VP_02	2	l	211	121	wasserkocher.bmp				bekannt	230	1	201	649	
VP_02	2	l	211	43	Bleistiftspitzer.bmp	Angel	Köder markieren	falsch	unbekannt	222	4	204	936	
VP_02	2	l	211	121	buerste.bmp				bekannt	230	1	201	736	
VP_02	2	l	211	60	Telegraphier-Geraet.bmp	Botschaft	telegrafieren	richtig	unbekannt	221	3	203	1056	
VP_02	2	l	211	76	galvanometer_2.bmp	Stromstärke	messen	richtig	unbekannt	221	4	204	1225	
VP_02	2	l	211	121	rechen.bmp				bekannt	230	1	201	662	
VP_02	2	l	211	121	buegel.bmp				bekannt	230	1	201	518	
VP_02	2	l	211	93	Kuenstliches Herz.bmp	Kerzen	löschen	falsch	unbekannt	222	4	204	932	
VP_02	2	l	211	121	tacker.bmp				bekannt	230	1	201	552	
VP_02	2	l	211	121	besen.bmp				bekannt	230	1	201	490	
VP_02	2	l	211	121	kompass.bmp				bekannt	230	1	201	719	
VP_02	2	l	211	121	hammer.bmp				bekannt	230	1	201	562	
VP_02	2	l	211	55	feuertuergelenk.bmp	Türgelenk	Feuer überstehen	richtig	unbekannt	221	4	204	959	
