VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_20	2	r	211	17	grammophonnadel.bmp	Schallplatte	abtasten	richtig	unbekannt	221	2	203	2132	
VP_20	2	r	211	9	Baum-Klettereisen.bmp	Rotation	Ladung erzeugen	falsch	unbekannt	222	1	204	1956	
VP_20	2	r	211	73	mechanisches_tachometer.bmp	Mausefalle	zuschnappen	falsch	unbekannt	222	3	202	1950	
VP_20	2	r	211	121	milchschaeumer.bmp				bekannt	230	4	201	731	
VP_20	2	r	211	121	fueller.bmp				bekannt	230	4	201	571	
VP_20	2	r	211	110	Becher-Grammophon.bmp	Becher	Schall auffangen	richtig	unbekannt	221	2	203	2148	
VP_20	2	r	211	109	ziegelformer.bmp	Ziegelsteine	formen	richtig	unbekannt	221	3	202	1757	
VP_20	2	r	211	121	slotmachine.bmp				bekannt	230	4	201	769	
VP_20	2	r	211	87	Maiskolben-Entkoerner.bmp	Maiskolben	entkörnen	richtig	unbekannt	221	3	202	2159	
VP_20	2	r	211	121	pfanne.bmp				bekannt	230	4	201	677	
VP_20	2	r	211	108	schluesselloch-cutter.bmp	Schlüsselloch	stanzen	richtig	unbekannt	221	2	203	1530	
VP_20	2	r	211	43	Bleistiftspitzer.bmp	Angel	Köder markieren	falsch	unbekannt	222	2	203	1902	
VP_20	2	r	211	4	Unkraut-Jaetzange.bmp	Uhr	mit Wärme betreiben	falsch	unbekannt	222	3	202	2948	
VP_20	2	r	211	121	kasse.bmp				bekannt	230	4	201	559	
VP_20	2	r	211	50	Glasresonanz-Cello.bmp	Glaskörper	musizieren	richtig	unbekannt	221	3	202	2813	
VP_20	2	r	211	121	sparschwein.bmp				bekannt	230	4	201	644	
VP_20	2	r	211	121	reibe.bmp				bekannt	230	4	201	751	
VP_20	2	r	211	37	Saemaschine.bmp	Fass	öffnen	falsch	unbekannt	222	1	204	2691	
VP_20	2	r	211	100	Luftdruckmessgeraete.bmp	Knochen	sägen	falsch	unbekannt	222	3	202	2735	
VP_20	2	r	211	121	trommel.bmp				bekannt	230	4	201	603	
VP_20	2	r	211	121	stethoskop.bmp				bekannt	230	4	201	629	
VP_20	2	r	211	121	gitarre.bmp				bekannt	230	4	201	477	
VP_20	2	r	211	121	leiter.bmp				bekannt	230	4	201	498	
VP_20	2	r	211	51	dampfzerstaeuber.bmp	Dampf	zerstäuben	richtig	unbekannt	221	1	204	2412	
VP_20	2	r	211	116	Eierwaage.bmp	Eier	wiegen	richtig	unbekannt	221	1	204	1799	
VP_20	2	r	211	78	Messerschleifer.bmp	Messer	schleifen	richtig	unbekannt	221	3	202	1735	
VP_20	2	r	211	82	tablettenteiler.bmp	Tabletten	zerteilen	richtig	unbekannt	221	1	204	2408	
VP_20	2	r	211	33	Zaepfchenpresse.bmp	Unkraut	jäten	falsch	unbekannt	222	2	203	2207	
VP_20	2	r	211	121	pfeffermuehle.bmp				bekannt	230	4	201	739	
VP_20	2	r	211	27	Korngarbengreifer.bmp	Korngarbe	greifen	richtig	unbekannt	221	3	202	1521	
VP_20	2	r	211	121	kuchenform.bmp				bekannt	230	4	201	580	
VP_20	2	r	211	121	uhr.bmp				bekannt	230	4	201	470	
VP_20	2	r	211	93	Kuenstliches Herz.bmp	Kerzen	löschen	falsch	unbekannt	222	4	201	2531	
VP_20	2	r	211	8	Eierkarton-Presse.bmp	Tabak	zermahlen	falsch	unbekannt	222	1	204	1774	
VP_20	2	r	211	121	aschenbecher.bmp				bekannt	230	4	201	600	
VP_20	2	r	211	121	kaffeemaschine.bmp				bekannt	230	4	201	548	
VP_20	2	r	211	52	mandelnentferner.bmp	Mandeln	operieren	richtig	unbekannt	221	1	204	2722	
VP_20	2	r	211	121	handruehrgeraet.bmp				bekannt	230	4	201	613	
VP_20	2	r	211	121	ampel.bmp				bekannt	230	4	201	677	
VP_20	2	r	211	58	elektrisches_radiergummi.bmp	Radiergummi	mit Strom betreiben	richtig	unbekannt	221	4	201	1387	
VP_20	2	r	211	121	mikrowelle.bmp				bekannt	230	4	201	542	
VP_20	2	r	211	62	Selbstreinigendes_Katzenklo.bmp	Tankfüllstand	messen	falsch	unbekannt	222	0	0	0	
VP_20	2	r	211	121	diabolo.bmp				bekannt	230	4	201	1162	
VP_20	2	r	211	121	foehn.bmp				bekannt	230	4	201	485	
VP_20	2	r	211	94	seilschneider.bmp	Akkordeon	spielen	falsch	unbekannt	222	2	203	1662	
VP_20	2	r	211	121	brille.bmp				bekannt	230	4	201	562	
VP_20	2	r	211	121	dosenoeffner.bmp				bekannt	230	4	201	995	
