VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_08	2	r	211	121	kaefig.bmp				bekannt	230	4	201	2866	
VP_08	2	r	211	19	Brikettpresse.bmp	Briketts	pressen	richtig	unbekannt	221	0	0	0	
VP_08	2	r	211	91	zaehlgeraet_fuer_lieferungen.bmp	Außenbereich	heizen	falsch	unbekannt	222	2	203	2518	
VP_08	2	r	211	81	korkenpresse.bmp	Kork	flach pressen	richtig	unbekannt	221	1	204	2349	
VP_08	2	r	211	121	hacke.bmp				bekannt	230	4	201	1530	
VP_08	2	r	211	71	Stampf-Fiedel.bmp	Goldmünzen	wiegen	falsch	unbekannt	222	2	203	2507	
VP_08	2	r	211	121	anker.bmp				bekannt	230	4	201	1650	
VP_08	2	r	211	121	dosenoeffner.bmp				bekannt	230	4	201	2056	
VP_08	2	r	211	55	feuertuergelenk.bmp	Türgelenk	Feuer überstehen	richtig	unbekannt	221	3	202	2451	
VP_08	2	r	211	120	loetlampe.bmp	Brenner	löten	richtig	unbekannt	221	1	204	2262	
VP_08	2	r	211	121	dusche.bmp				bekannt	230	4	201	2135	
VP_08	2	r	211	121	lampe.bmp				bekannt	230	4	201	1693	
VP_08	2	r	211	117	Selbstwaessernder_Blumentopf.bmp	Blumentopf	sich selbst wässern	richtig	unbekannt	221	2	203	2657	
VP_08	2	r	211	35	karbidlampe.bmp	Knie	fixieren	falsch	unbekannt	222	0	0	0	
VP_08	2	r	211	121	trompete.bmp				bekannt	230	4	201	2262	
VP_08	2	r	211	96	kerzenloescher.bmp	Körper	trainieren	falsch	unbekannt	222	2	203	2342	
VP_08	2	r	211	105	dieselstandmessgeraet.bmp	Tonpott	trommeln	falsch	unbekannt	222	0	0	0	
VP_08	2	r	211	48	Flammenwerfer-Aufsatz.bmp	Waffe	entflammen	richtig	unbekannt	221	2	203	372	
VP_08	2	r	211	121	videokassette.bmp				bekannt	230	4	201	1289	
VP_08	2	r	211	13	paint_scraper.bmp	von Hand	zentrifugieren	falsch	unbekannt	222	1	204	2240	
VP_08	2	r	211	94	seilschneider.bmp	Akkordeon	spielen	falsch	unbekannt	222	1	204	1968	
VP_08	2	r	211	121	locher.bmp				bekannt	230	4	201	1172	
VP_08	2	r	211	92	Erzeugt_statische_Ladung.bmp	Musikgerät	stampfen	falsch	unbekannt	222	1	204	2330	
VP_08	2	r	211	121	schalter.bmp				bekannt	230	4	201	1101	
VP_08	2	r	211	121	kompass.bmp				bekannt	230	4	201	1572	
VP_08	2	r	211	17	grammophonnadel.bmp	Schallplatte	abtasten	richtig	unbekannt	221	1	204	2175	
VP_08	2	r	211	74	Brenneisen.bmp	Luftdruck	messen	falsch	unbekannt	222	1	204	2159	
VP_08	2	r	211	121	kamera.bmp				bekannt	230	4	201	1667	
VP_08	2	r	211	41	Sprengstoff-Zuender.bmp	Fisch	wiegen	falsch	unbekannt	222	0	0	0	
VP_08	2	r	211	108	schluesselloch-cutter.bmp	Schlüsselloch	stanzen	richtig	unbekannt	221	1	204	2260	
VP_08	2	r	211	121	stempel.bmp				bekannt	230	4	201	954	
VP_08	2	r	211	87	Maiskolben-Entkoerner.bmp	Maiskolben	entkörnen	richtig	unbekannt	221	0	0	0	
VP_08	2	r	211	78	Messerschleifer.bmp	Messer	schleifen	richtig	unbekannt	221	2	203	2806	
VP_08	2	r	211	121	schraubenzieher.bmp				bekannt	230	4	201	1366	
VP_08	2	r	211	79	tibetischer_leierkasten.bmp	Leierkasten	klingen	richtig	unbekannt	221	3	202	2653	
VP_08	2	r	211	121	radio.bmp				bekannt	230	4	201	1072	
VP_08	2	r	211	88	Ball-Wurfmaschine.bmp	Ball	katapultieren	richtig	unbekannt	221	0	0	0	
VP_08	2	r	211	121	gluehbirne.bmp				bekannt	230	4	201	849	
VP_08	2	r	211	22	anesthesia_inhaler.bmp	Narkosemittel	abgeben	richtig	unbekannt	221	3	202	2533	
VP_08	2	r	211	45	rasierklingenschaerfer.bmp	Kurven	malen	falsch	unbekannt	222	3	202	2687	
VP_08	2	r	211	121	grill.bmp				bekannt	230	4	201	1302	
VP_08	2	r	211	121	telefon.bmp				bekannt	230	4	201	1593	
VP_08	2	r	211	121	mikrowelle.bmp				bekannt	230	4	201	1613	
VP_08	2	r	211	95	Fischwaage.bmp	Herz	durch Maschine ersetzen	falsch	unbekannt	222	1	204	2014	
VP_08	2	r	211	121	kamm.bmp				bekannt	230	4	201	1058	
VP_08	2	r	211	15	mikroskop.bmp	Katzenklo	sich selbst reinigen	falsch	unbekannt	222	0	0	0	
VP_08	2	r	211	121	brille.bmp				bekannt	230	4	201	724	
VP_08	2	r	211	1	galvanometer.bmp	Makkaroni	formen	falsch	unbekannt	222	1	204	2300	
VP_08	2	r	211	2	nudelmaschine.bmp	Kuh	vom Zaun abhalten	falsch	unbekannt	222	0	0	0	
VP_08	2	r	211	121	schaumloeffel.bmp				bekannt	230	4	201	1739	
VP_08	2	r	211	121	sattel.bmp				bekannt	230	4	201	1099	
VP_08	2	r	211	121	hanteln.bmp				bekannt	230	4	201	1331	
VP_08	2	r	211	121	milchschaeumer.bmp				bekannt	230	4	201	1395	
VP_08	2	r	211	119	Muenzspender.bmp	Münzen	aufbewahren	richtig	unbekannt	221	1	204	2510	
VP_08	2	r	211	3	Knochensaege.bmp	Streckenmaß	Sonnenlicht nutzen	falsch	unbekannt	222	1	204	2462	
VP_08	2	r	211	121	buegel.bmp				bekannt	230	4	201	980	
VP_08	2	r	211	54	steigbuegel.bmp	Fußstütze	reiten	richtig	unbekannt	221	2	203	2817	
VP_08	2	r	211	110	Becher-Grammophon.bmp	Becher	Schall auffangen	richtig	unbekannt	221	1	204	2117	
VP_08	2	r	211	61	schwimmer.bmp	Baum	erklettern	falsch	unbekannt	222	1	204	2133	
