VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_21	1	l	211	17	grammophonnadel.bmp	Ball	katapultieren	falsch	unbekannt	222	0	0	0	
VP_21	1	l	211	121	trichter.bmp				bekannt	230	1	201	1823	
VP_21	1	l	211	121	diabolo.bmp				bekannt	230	1	201	1456	
VP_21	1	l	211	76	galvanometer_2.bmp	Mandeln	operieren	falsch	unbekannt	222	3	203	1778	
VP_21	1	l	211	54	steigbuegel.bmp	Stromstärke	messen	falsch	unbekannt	222	4	204	2096	
VP_21	1	l	211	18	glasschneider.bmp	Eier	wiegen	falsch	unbekannt	222	3	203	1885	
VP_21	1	l	211	97	Korkenpresse_2.bmp	Korken	formen	richtig	unbekannt	221	3	203	2719	
VP_21	1	l	211	67	haecksler.bmp	Feldanbau	häckseln	richtig	unbekannt	221	4	204	1473	
VP_21	1	l	211	121	mikrofon.bmp				bekannt	230	1	201	1157	
VP_21	1	l	211	38	Flaschentrockner.bmp	Flaschen	trocknen	richtig	unbekannt	221	3	203	2245	
VP_21	1	l	211	121	kaffeemaschine.bmp				bekannt	230	1	201	1184	
VP_21	1	l	211	121	raclette-grill.bmp				bekannt	230	1	201	1877	
VP_21	1	l	211	25	cork_inserter.bmp	Pferd	im Moor laufen	falsch	unbekannt	222	4	204	2094	
VP_21	1	l	211	100	Luftdruckmessgeraete.bmp	Luftdruck	messen	richtig	unbekannt	221	3	203	1459	
VP_21	1	l	211	51	dampfzerstaeuber.bmp	Buch	binden	falsch	unbekannt	222	3	203	2512	
VP_21	1	l	211	121	radio.bmp				bekannt	230	1	201	988	
VP_21	1	l	211	41	Sprengstoff-Zuender.bmp	Sprengstoffexplosion	auslösen	richtig	unbekannt	221	4	204	2349	
VP_21	1	l	211	117	Selbstwaessernder_Blumentopf.bmp	Glas	schneiden	falsch	unbekannt	222	3	203	2477	
VP_21	1	l	211	120	loetlampe.bmp	Flaschenkorken	einführen	falsch	unbekannt	222	4	204	1650	
VP_21	1	l	211	75	Tabakschneider.bmp	Tabak	zermahlen	richtig	unbekannt	221	3	203	2170	
VP_21	1	l	211	121	lampe.bmp				bekannt	230	1	201	1549	
VP_21	1	l	211	121	kamera.bmp				bekannt	230	1	201	2153	
VP_21	1	l	211	121	kinderwagen.bmp				bekannt	230	1	201	756	
VP_21	1	l	211	121	saege.bmp				bekannt	230	2	202	1562	
VP_21	1	l	211	121	klobuerste.bmp				bekannt	230	1	201	925	
VP_21	1	l	211	121	trommel.bmp				bekannt	230	1	201	1709	
VP_21	1	l	211	99	heliotrop.bmp	Streckenmaß	Sonnenlicht nutzen	richtig	unbekannt	221	3	203	1933	
VP_21	1	l	211	95	Fischwaage.bmp	Fisch	wiegen	richtig	unbekannt	221	3	203	2351	
VP_21	1	l	211	52	mandelnentferner.bmp	Film	aufspulen	falsch	unbekannt	222	4	204	1408	
VP_21	1	l	211	13	paint_scraper.bmp	Farbe	vom Fenster abschleifen	richtig	unbekannt	221	3	203	2479	
VP_21	1	l	211	121	reibe.bmp				bekannt	230	1	201	1052	
VP_21	1	l	211	98	Mechanische_Erektionshilfe.bmp	Erektion	helfen	richtig	unbekannt	221	4	204	1294	
VP_21	1	l	211	121	brecheisen.bmp				bekannt	230	4	204	1998	
VP_21	1	l	211	93	Kuenstliches Herz.bmp	Herz	durch Maschine ersetzen	richtig	unbekannt	221	3	203	1706	
VP_21	1	l	211	121	uhr.bmp				bekannt	230	1	201	923	
VP_21	1	l	211	121	schalter.bmp				bekannt	230	1	201	762	
VP_21	1	l	211	86	Historische_Waschmaschine.bmp	Türgelenk	Feuer überstehen	falsch	unbekannt	222	4	204	1835	
VP_21	1	l	211	11	Elektro-Akkordeon.bmp	Akkordeon	spielen	richtig	unbekannt	221	4	204	964	
VP_21	1	l	211	19	Brikettpresse.bmp	Narkosemittel	abgeben	falsch	unbekannt	222	3	203	1157	
VP_21	1	l	211	121	handruehrgeraet.bmp				bekannt	230	1	201	856	
VP_21	1	l	211	85	Rituelles_Hackmesser.bmp	Spannung	erzeugen	falsch	unbekannt	222	3	203	2617	
VP_21	1	l	211	121	gitarre.bmp				bekannt	230	1	201	965	
VP_21	1	l	211	36	antizaungurt.bmp	Kuh	vom Zaun abhalten	richtig	unbekannt	221	4	204	1456	
VP_21	1	l	211	14	heizpilz.bmp	Außenbereich	heizen	richtig	unbekannt	221	3	203	2577	
VP_21	1	l	211	121	angel.bmp				bekannt	230	1	201	1738	
VP_21	1	l	211	4	Unkraut-Jaetzange.bmp	Unkraut	jäten	richtig	unbekannt	221	3	203	2748	
VP_21	1	l	211	24	weinfassoeffner.bmp	Tier	einfangen	falsch	unbekannt	222	3	203	1836	
VP_21	1	l	211	37	Saemaschine.bmp	Saatgut	gleichmäßig aussäen	richtig	unbekannt	221	0	0	0	
VP_21	1	l	211	121	klavier.bmp				bekannt	230	1	201	1007	
VP_21	1	l	211	8	Eierkarton-Presse.bmp	Eierkarton	pressen	richtig	unbekannt	221	4	204	1514	
VP_21	1	l	211	64	brillenglasschneidemaschine.bmp	Brillenglas	zuschneiden	richtig	unbekannt	221	0	0	0	
VP_21	1	l	211	84	pferdeschuh.bmp	Luft	abpumpen	falsch	unbekannt	222	3	203	2008	
VP_21	1	l	211	121	ampel.bmp				bekannt	230	1	201	808	
VP_21	1	l	211	121	gluehbirne.bmp				bekannt	230	1	201	641	
VP_21	1	l	211	121	wasserkocher.bmp				bekannt	230	1	201	1120	
VP_21	1	l	211	121	pfannenwender.bmp				bekannt	230	1	201	608	
VP_21	1	l	211	16	krawattenaufhaenger.bmp	Zeichnungen	vermessen	falsch	unbekannt	222	4	204	2455	
VP_21	1	l	211	9	Baum-Klettereisen.bmp	Baum	erklettern	richtig	unbekannt	221	4	204	1086	
VP_21	1	l	211	12	trimmdichgeraet.bmp	Körper	trainieren	richtig	unbekannt	221	0	0	0	
VP_21	1	l	211	121	kehrschaufel.bmp				bekannt	230	1	201	792	
