VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_17	1	l	211	121	trillerpfeife.bmp				bekannt	230	1	201	1110	
VP_17	1	l	211	65	drahtbieger.bmp	Draht	wickeln	richtig	unbekannt	221	4	204	928	
VP_17	1	l	211	121	hacke.bmp				bekannt	230	2	202	1297	
VP_17	1	l	211	121	buegel.bmp				bekannt	230	1	201	621	
VP_17	1	l	211	118	Siebenmeilenstiefel.bmp	Tabletten	zerteilen	falsch	unbekannt	222	3	203	1183	
VP_17	1	l	211	18	glasschneider.bmp	Eier	wiegen	falsch	unbekannt	222	3	203	1098	
VP_17	1	l	211	32	radiofrequenzeinsteller.bmp	Radiofrequenz	einstellen	richtig	unbekannt	221	3	203	1008	
VP_17	1	l	211	93	Kuenstliches Herz.bmp	Herz	durch Maschine ersetzen	richtig	unbekannt	221	4	204	802	
VP_17	1	l	211	121	wecker.bmp				bekannt	230	1	201	616	
VP_17	1	l	211	34	dosenoeffner_fuer_faesser.bmp	Fass	öffnen	richtig	unbekannt	221	2	202	1094	
VP_17	1	l	211	121	lineal.bmp				bekannt	230	1	201	576	
VP_17	1	l	211	121	kuechenmaschine.bmp				bekannt	230	1	201	728	
VP_17	1	l	211	115	wagenradschloss.bmp	Angelschnur	kurbeln	falsch	unbekannt	222	2	202	950	
VP_17	1	l	211	121	schaumloeffel.bmp				bekannt	230	1	201	736	
VP_17	1	l	211	97	Korkenpresse_2.bmp	Korken	formen	richtig	unbekannt	221	3	203	989	
VP_17	1	l	211	85	Rituelles_Hackmesser.bmp	Spannung	erzeugen	falsch	unbekannt	222	2	202	845	
VP_17	1	l	211	121	hanteln.bmp				bekannt	230	1	201	680	
VP_17	1	l	211	121	waschbecken.bmp				bekannt	230	1	201	745	
VP_17	1	l	211	121	anker.bmp				bekannt	230	1	201	624	
VP_17	1	l	211	121	kamera.bmp				bekannt	230	1	201	523	
VP_17	1	l	211	41	Sprengstoff-Zuender.bmp	Sprengstoffexplosion	auslösen	richtig	unbekannt	221	3	203	883	
VP_17	1	l	211	113	Autobatterie-Spannungstester.bmp	Becher	Schall auffangen	falsch	unbekannt	222	3	203	910	
VP_17	1	l	211	99	heliotrop.bmp	Streckenmaß	Sonnenlicht nutzen	richtig	unbekannt	221	1	201	1073	
VP_17	1	l	211	91	zaehlgeraet_fuer_lieferungen.bmp	Lieferungen	abzählen	richtig	unbekannt	221	3	203	1185	
VP_17	1	l	211	121	dosenoeffner.bmp				bekannt	230	1	201	839	
VP_17	1	l	211	27	Korngarbengreifer.bmp	Treibhaus	heizen	falsch	unbekannt	222	2	202	1182	
VP_17	1	l	211	53	toaster.bmp	Autobatterie	Spannung testen	falsch	unbekannt	222	2	202	1234	
VP_17	1	l	211	82	tablettenteiler.bmp	Blumentopf	sich selbst wässern	falsch	unbekannt	222	3	203	1205	
VP_17	1	l	211	121	rasenmaeher.bmp				bekannt	230	1	201	630	
VP_17	1	l	211	121	pfanne.bmp				bekannt	230	1	201	561	
VP_17	1	l	211	105	dieselstandmessgeraet.bmp	Tankfüllstand	messen	richtig	unbekannt	221	4	204	848	
VP_17	1	l	211	51	dampfzerstaeuber.bmp	Buch	binden	falsch	unbekannt	222	4	204	1344	
VP_17	1	l	211	121	kaefig.bmp				bekannt	230	1	201	875	
VP_17	1	l	211	121	grill.bmp				bekannt	230	1	201	753	
VP_17	1	l	211	106	uhrwerk.bmp	altes Ritual	hacken	falsch	unbekannt	222	4	204	1048	
VP_17	1	l	211	121	telefon.bmp				bekannt	230	1	201	701	
VP_17	1	l	211	59	Treibhausheizgeraet.bmp	Messer	schleifen	falsch	unbekannt	222	3	203	1226	
VP_17	1	l	211	96	kerzenloescher.bmp	Kerzen	löschen	richtig	unbekannt	221	1	201	1447	
VP_17	1	l	211	121	rechen.bmp				bekannt	230	1	201	751	
VP_17	1	l	211	80	Buchbinder.bmp	Löcher	bohren	falsch	unbekannt	222	2	202	1367	
VP_17	1	l	211	46	plattenheber.bmp	Kleidung	im Eimer waschen	falsch	unbekannt	222	3	203	1351	
VP_17	1	l	211	121	kehrschaufel.bmp				bekannt	230	1	201	607	
