VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_16	2	r	211	121	kamera.bmp				bekannt	230	4	201	775	
VP_16	2	r	211	79	tibetischer_leierkasten.bmp	Leierkasten	klingen	richtig	unbekannt	221	4	201	767	
VP_16	2	r	211	57	Nussknacker.bmp	Nüsse	aufbrechen	richtig	unbekannt	221	2	203	1175	
VP_16	2	r	211	6	Goldmuenzen-Waage.bmp	Farbe	vom Fenster abschleifen	falsch	unbekannt	222	4	201	1321	
VP_16	2	r	211	121	schneebesen.bmp				bekannt	230	4	201	589	
VP_16	2	r	211	121	waage.bmp				bekannt	230	4	201	560	
VP_16	2	r	211	108	schluesselloch-cutter.bmp	Schlüsselloch	stanzen	richtig	unbekannt	221	2	203	911	
VP_16	2	r	211	42	pferdeueberschuh.bmp	Zäpfchen	pressen	falsch	unbekannt	222	4	201	1079	
VP_16	2	r	211	106	uhrwerk.bmp	Uhrzeit	anzeigen	richtig	unbekannt	221	3	202	1396	
VP_16	2	r	211	121	pfeife.bmp				bekannt	230	4	201	1143	
VP_16	2	r	211	121	besen.bmp				bekannt	230	4	201	676	
VP_16	2	r	211	121	wasserkocher.bmp				bekannt	230	4	201	839	
VP_16	2	r	211	97	Korkenpresse_2.bmp	Sternenbilder	vermessen	falsch	unbekannt	222	1	204	1363	
VP_16	2	r	211	54	steigbuegel.bmp	Fußstütze	reiten	richtig	unbekannt	221	1	204	1043	
VP_16	2	r	211	24	weinfassoeffner.bmp	Weinfass	Loch einschlagen	richtig	unbekannt	221	3	202	1146	
VP_16	2	r	211	82	tablettenteiler.bmp	Tabletten	zerteilen	richtig	unbekannt	221	3	202	1527	
VP_16	2	r	211	21	spannungsgeraet.bmp	Spannung	erzeugen	richtig	unbekannt	221	4	201	840	
VP_16	2	r	211	10	schreibmaschine.bmp	Pferdehuf	Halt geben	falsch	unbekannt	222	3	202	1233	
VP_16	2	r	211	121	sichel.bmp				bekannt	230	4	201	956	
VP_16	2	r	211	121	schaufel.bmp				bekannt	230	4	201	620	
VP_16	2	r	211	121	angel.bmp				bekannt	230	4	201	1078	
VP_16	2	r	211	121	pinzette.bmp				bekannt	230	3	202	1137	
VP_16	2	r	211	121	steckdose.bmp				bekannt	230	4	201	969	
VP_16	2	r	211	90	elektroschockspiel.bmp	Elektroschock	spielen	richtig	unbekannt	221	1	204	1135	
VP_16	2	r	211	121	pfannenwender.bmp				bekannt	230	4	201	961	
VP_16	2	r	211	121	videokassette.bmp				bekannt	230	4	201	1143	
VP_16	2	r	211	121	milchschaeumer.bmp				bekannt	230	4	201	1278	
VP_16	2	r	211	113	Autobatterie-Spannungstester.bmp	Autobatterie	Spannung testen	richtig	unbekannt	221	2	203	1508	
VP_16	2	r	211	121	giesskanne.bmp				bekannt	230	4	201	677	
VP_16	2	r	211	92	Erzeugt_statische_Ladung.bmp	Musikgerät	stampfen	falsch	unbekannt	222	1	204	961	
VP_16	2	r	211	44	Nussoelpressmaschine.bmp	Zeichen	einbrennen	falsch	unbekannt	222	2	203	1644	
VP_16	2	r	211	121	lampe.bmp				bekannt	230	4	201	888	
VP_16	2	r	211	121	raclette-grill.bmp				bekannt	230	4	201	2363	
VP_16	2	r	211	121	zirkel.bmp				bekannt	230	4	201	1328	
VP_16	2	r	211	121	gitarre.bmp				bekannt	230	4	201	927	
VP_16	2	r	211	59	Treibhausheizgeraet.bmp	Treibhaus	heizen	richtig	unbekannt	221	2	203	1805	
VP_16	2	r	211	121	puerierstab.bmp				bekannt	230	3	202	1319	
VP_16	2	r	211	28	Briefwaage.bmp	Brief	wiegen	richtig	unbekannt	221	1	204	841	
VP_16	2	r	211	4	Unkraut-Jaetzange.bmp	Uhr	mit Wärme betreiben	falsch	unbekannt	222	2	203	1430	
VP_16	2	r	211	76	galvanometer_2.bmp	Stromstärke	messen	richtig	unbekannt	221	1	204	2135	
VP_16	2	r	211	55	feuertuergelenk.bmp	Türgelenk	Feuer überstehen	richtig	unbekannt	221	1	204	821	
VP_16	2	r	211	121	korkenzieher.bmp				bekannt	230	4	201	878	
VP_16	2	r	211	121	herd.bmp				bekannt	230	4	201	577	
VP_16	2	r	211	121	waschmaschine.bmp				bekannt	230	4	201	467	
VP_16	2	r	211	80	Buchbinder.bmp	Buch	binden	richtig	unbekannt	221	3	202	895	
VP_16	2	r	211	121	gluehbirne.bmp				bekannt	230	4	201	586	
VP_16	2	r	211	7	Knie-Schraubstock.bmp	Buchstaben	tippen	falsch	unbekannt	222	2	203	916	
VP_16	2	r	211	94	seilschneider.bmp	Akkordeon	spielen	falsch	unbekannt	222	3	202	1127	
VP_16	2	r	211	19	Brikettpresse.bmp	Briketts	pressen	richtig	unbekannt	221	3	202	1760	
VP_16	2	r	211	51	dampfzerstaeuber.bmp	Dampf	zerstäuben	richtig	unbekannt	221	3	202	1235	
VP_16	2	r	211	121	kompass.bmp				bekannt	230	4	201	1604	
VP_16	2	r	211	121	buerostuhl.bmp				bekannt	230	4	201	655	
VP_16	2	r	211	86	Historische_Waschmaschine.bmp	Kleidung	im Eimer waschen	richtig	unbekannt	221	2	203	1007	
VP_16	2	r	211	74	Brenneisen.bmp	Luftdruck	messen	falsch	unbekannt	222	1	204	1553	
VP_16	2	r	211	121	uhr.bmp				bekannt	230	4	201	622	
VP_16	2	r	211	25	cork_inserter.bmp	Flaschenkorken	einführen	richtig	unbekannt	221	3	202	1654	
VP_16	2	r	211	50	Glasresonanz-Cello.bmp	Glaskörper	musizieren	richtig	unbekannt	221	3	202	1332	
VP_16	2	r	211	111	Vakuumpumpe.bmp	Luft	abpumpen	richtig	unbekannt	221	2	203	1750	
VP_16	2	r	211	121	hammer.bmp				bekannt	230	4	201	838	
VP_16	2	r	211	99	heliotrop.bmp	Kartoffeln	stampfen	falsch	unbekannt	222	2	203	1236	
