part,condition,subject_id,item_id,RT,P1,N170,N400
I,Excl_informed,sub-46,108,1288,2.156,6.111,2.491
I,Informed,sub-46,17,674,3.028,-4.952,-2.478
I,Excl_informed,sub-46,55,683,7.907,1.421,11.798
I,Naive,sub-46,104,689,1.778,0.393,0.020
I,Naive,sub-46,45,981,-3.038,-5.531,-9.410
I,Excl_informed,sub-46,20,918,4.775,-1.375,0.060
I,Naive,sub-46,13,851,-0.898,-0.238,-1.137
I,Naive,sub-46,4,1094,4.577,-4.064,-0.910
I,Naive,sub-46,65,700,6.549,4.398,1.852
I,Naive,sub-46,73,793,0.508,-3.539,-0.901
I,Naive,sub-46,33,599,8.250,2.357,-2.797
I,Naive,sub-46,41,731,2.851,-4.354,-4.622
I,Excl_known,sub-46,66,573,9.204,-1.255,6.737
I,Excl_informed,sub-46,83,741,3.904,-3.071,5.427
I,Excl_informed,sub-46,120,599,5.532,4.284,-12.815
I,Naive,sub-46,91,817,9.605,0.663,-1.452
I,Naive,sub-46,72,823,3.567,-0.118,1.014
I,Excl_informed,sub-46,115,1331,7.108,2.316,1.450
I,Naive,sub-46,92,1062,11.573,-0.668,-2.838
I,Excl_informed,sub-46,48,1503,2.299,3.998,5.405
I,Informed,sub-46,89,1667,5.097,-0.634,-0.606
I,Excl_informed,sub-46,110,1086,2.968,-1.733,3.199
I,Naive,sub-46,11,1014,4.380,4.581,-1.296
I,Naive,sub-46,105,704,11.672,-3.470,2.483
I,Excl_informed,sub-46,90,1028,5.832,5.795,-6.290
I,Naive,sub-46,75,634,8.463,3.513,-0.881
I,Naive,sub-46,97,780,4.567,8.575,-10.085
I,Naive,sub-46,35,1213,0.100,-4.297,-0.360
I,Excl_informed,sub-46,114,861,7.732,1.345,-2.779
I,Excl_informed,sub-46,87,730,6.611,5.000,-4.408
I,Naive,sub-46,42,1055,11.183,3.334,-2.311
I,Naive,sub-46,34,976,5.770,-2.673,5.390
I,Excl_informed,sub-46,82,1097,3.481,-0.532,-2.239
I,Naive,sub-46,44,877,3.827,-3.987,-7.188
I,Excl_informed,sub-46,116,1272,8.362,2.951,0.836
I,Excl_known,sub-46,38,1815,12.679,-4.205,6.217
I,Naive,sub-46,12,1147,1.469,1.083,-10.405
I,Naive,sub-46,74,1661,5.026,0.351,-1.253
I,Excl_informed,sub-46,58,1537,9.950,2.284,0.648
I,Excl_informed,sub-46,22,1534,15.738,7.008,5.575
I,Informed,sub-46,84,1252,7.897,4.367,-6.189
I,Naive,sub-46,96,1379,4.307,2.546,0.925
I,Naive,sub-46,39,1399,7.572,1.567,3.205
I,Informed,sub-46,51,1283,6.763,8.797,6.463
I,Naive,sub-46,15,1133,14.396,6.253,3.279
I,Excl_informed,sub-46,112,1061,3.424,5.798,-9.075
I,Naive,sub-46,1,1017,2.531,-1.172,-0.695
I,Excl_informed,sub-46,81,972,2.729,-2.501,-5.052
I,Excl_informed,sub-46,21,1931,12.455,2.061,-0.734
I,Naive,sub-46,100,1104,4.770,-2.814,-1.221
I,Naive,sub-46,2,1572,5.543,-2.034,0.293
I,Naive,sub-46,101,1505,-0.327,-4.443,-0.007
I,Excl_informed,sub-46,23,1684,6.760,3.152,-2.156
I,Excl_informed,sub-46,80,1656,8.603,1.032,5.269
I,Excl_informed,sub-46,50,1140,5.785,7.191,7.270
I,Naive,sub-46,37,1410,9.336,8.487,-0.157
I,Excl_informed,sub-46,56,1668,4.635,1.801,4.765
I,Naive,sub-46,10,861,6.022,-2.414,3.426
I,Naive,sub-46,69,777,3.228,3.788,-3.891
I,Excl_informed,sub-46,118,1072,5.999,-3.379,2.692
I,Excl_informed,sub-46,26,1097,3.910,-7.938,-0.601
I,Excl_informed,sub-46,28,883,0.535,-5.305,-3.022
I,Naive,sub-46,102,697,1.999,1.824,-4.899
I,Naive,sub-46,71,775,0.878,1.662,2.386
I,Informed,sub-46,18,777,6.184,-0.279,3.027
I,Naive,sub-46,95,2071,2.869,4.020,-1.297
I,Naive,sub-46,67,807,4.828,-2.343,1.219
I,Excl_informed,sub-46,77,1681,7.082,1.002,-10.577
I,Excl_informed,sub-46,54,895,7.758,3.994,2.415
I,Informed,sub-46,111,707,-0.332,0.479,-2.996
I,Excl_informed,sub-46,49,884,11.189,2.097,-0.771
I,Naive,sub-46,36,2100,-3.605,-3.114,3.771
I,Naive,sub-46,68,1181,6.501,-7.137,9.169
I,Naive,sub-46,64,899,5.584,4.359,-4.772
I,Naive,sub-46,9,954,8.683,7.844,-5.764
I,Excl_informed,sub-46,19,892,11.834,1.358,-1.471
I,Naive,sub-46,62,1014,9.447,1.001,4.896
I,Naive,sub-46,3,1405,8.896,5.555,0.943
I,Excl_informed,sub-46,47,1075,-3.047,-6.617,-3.127
I,Excl_informed,sub-46,30,1374,3.701,-1.318,2.725
I,Naive,sub-46,32,1798,3.405,4.142,-0.060
I,Naive,sub-46,61,1282,10.614,5.923,-5.657
I,Naive,sub-46,14,1685,-1.719,-7.866,-2.243
I,Naive,sub-46,6,2213,10.879,6.905,1.547
I,Informed,sub-46,27,1808,2.511,-1.786,5.963
I,Naive,sub-46,63,964,1.177,-10.543,-4.862
I,Excl_informed,sub-46,53,1499,15.792,3.959,-0.396
I,Naive,sub-46,94,1370,12.069,4.151,0.603
I,Excl_informed,sub-46,106,761,14.078,-1.180,0.027
I,Excl_informed,sub-46,113,1498,3.629,0.401,-2.656
I,Excl_informed,sub-46,46,1227,2.845,1.758,-3.362
I,Informed,sub-46,119,1419,10.177,4.292,-4.081
I,Naive,sub-46,93,1074,9.191,2.795,-3.348
I,Informed,sub-46,16,1050,2.012,-2.520,0.978
I,Excl_informed,sub-46,29,913,-1.166,-5.288,0.134
I,Excl_informed,sub-46,85,1328,5.657,-0.278,3.658
I,Excl_informed,sub-46,109,1517,4.462,2.873,-5.819
I,Naive,sub-46,43,1082,2.805,-0.134,-2.462
I,Excl_informed,sub-46,59,1422,12.920,1.133,-9.695
I,Naive,sub-46,7,979,9.880,1.387,-0.299
I,Excl_informed,sub-46,24,1163,-1.015,-0.533,0.275
I,Excl_informed,sub-46,79,1136,6.983,8.522,-6.338
I,Excl_informed,sub-46,78,998,-1.202,-3.895,-3.987
I,Excl_informed,sub-46,57,2476,5.317,-2.940,7.290
I,Naive,sub-46,5,1127,8.077,-1.214,-3.477
I,Naive,sub-46,103,2603,10.843,2.343,5.615
I,Excl_informed,sub-46,60,986,6.219,6.906,-5.093
I,Excl_informed,sub-46,107,1241,12.864,-2.388,-0.106
I,Excl_informed,sub-46,86,2100,6.584,13.847,0.930
I,Excl_informed,sub-46,88,1262,6.609,-1.444,4.394
I,Naive,sub-46,31,960,6.818,1.837,-6.186
I,Informed,sub-46,52,2095,13.919,1.544,-0.089
II,Excl_informed,sub-46,19,0,11.429,3.882,-0.919
II,Excl_informed,sub-46,90,868,3.426,-5.054,13.542
II,Excl_informed,sub-46,55,866,5.818,-2.669,1.118
II,Naive,sub-46,11,948,9.244,4.919,-4.789
II,Excl_informed,sub-46,83,1082,6.569,-0.996,-4.786
II,Excl_informed,sub-46,81,942,5.619,-1.508,9.310
II,Excl_informed,sub-46,28,1741,17.509,0.450,2.693
II,Excl_informed,sub-46,21,1171,9.555,-2.015,6.017
II,Naive,sub-46,44,1071,2.246,-4.960,-3.367
II,Naive,sub-46,92,1202,-0.492,-2.876,2.038
II,Informed,sub-46,18,1674,2.397,-2.137,6.339
II,Naive,sub-46,103,1309,7.759,-1.279,8.214
II,Informed,sub-46,84,1376,-0.307,-3.186,3.192
II,Naive,sub-46,14,1134,13.462,-1.663,8.271
II,Excl_informed,sub-46,112,1312,7.072,3.764,3.981
II,Informed,sub-46,16,1221,1.862,-6.388,5.654
II,Excl_informed,sub-46,118,1404,7.076,2.134,4.903
II,Naive,sub-46,39,1074,9.295,4.082,-0.355
II,Naive,sub-46,93,1152,11.711,4.181,0.703
II,Naive,sub-46,104,1044,11.452,3.781,2.584
II,Naive,sub-46,10,962,6.937,2.127,-7.357
II,Naive,sub-46,6,1059,0.380,-3.993,-1.313
II,Naive,sub-46,15,925,8.332,2.932,-5.071
II,Informed,sub-46,119,1606,8.918,-3.415,5.082
II,Naive,sub-46,7,960,4.258,-4.797,-1.937
II,Informed,sub-46,52,1506,3.362,-1.712,1.400
II,Naive,sub-46,8,1356,4.944,-1.150,3.818
II,Excl_informed,sub-46,56,1365,8.259,1.876,0.484
II,Naive,sub-46,63,1549,5.022,-1.422,5.401
II,Naive,sub-46,41,1239,6.602,3.121,4.772
III,Informed,sub-46,52,951,3.076,-6.480,2.021
III,Excl_informed,sub-46,56,1066,11.264,0.882,-0.468
III,Naive,sub-46,39,1294,2.451,3.428,0.501
III,Excl_informed,sub-46,28,1134,2.431,-5.069,1.551
III,Naive,sub-46,44,1279,3.504,7.154,-1.153
III,Naive,sub-46,15,829,8.015,2.337,2.423
III,Excl_informed,sub-46,90,1147,10.263,-5.600,4.478
III,Naive,sub-46,104,743,5.594,3.302,2.594
III,Informed,sub-46,84,700,5.113,-4.260,4.193
III,Informed,sub-46,16,1048,4.286,-4.022,-4.906
III,Naive,sub-46,103,1057,0.754,0.109,2.448
III,Naive,sub-46,41,773,3.417,-3.068,0.329
III,Naive,sub-46,8,1145,3.201,3.100,-3.699
III,Naive,sub-46,7,1156,3.102,5.117,-0.635
III,Excl_informed,sub-46,112,850,8.469,2.113,-2.195
III,Informed,sub-46,119,1143,6.316,-6.784,-0.225
III,Excl_informed,sub-46,118,1045,11.491,11.604,2.575
III,Naive,sub-46,63,967,7.938,-3.516,1.013
III,Excl_informed,sub-46,21,1096,6.146,2.010,-4.933
III,Naive,sub-46,14,1036,1.283,-2.475,1.703
III,Naive,sub-46,10,1295,9.896,4.581,-2.084
III,Excl_informed,sub-46,83,1175,14.344,9.121,-0.838
III,Naive,sub-46,6,1208,3.322,4.220,0.724
III,Excl_informed,sub-46,19,1260,14.369,1.584,1.341
III,Naive,sub-46,92,1147,8.774,1.918,5.968
III,Excl_informed,sub-46,55,951,7.028,3.509,-5.595
III,Informed,sub-46,18,1101,9.612,1.571,3.078
