part,condition,subject_id,item_id,RT,P1,N170,N400
I,Naive,sub-34,4,2804,0.778,-3.312,-8.302
I,Excl_known,sub-34,109,1964,-0.192,6.607,-0.399
I,Informed,sub-34,27,1667,7.779,-1.805,4.400
I,Informed,sub-34,23,2520,-0.906,-1.135,-7.453
I,Naive,sub-34,66,2191,1.555,0.968,6.359
I,Naive,sub-34,102,0,0.771,-1.517,5.805
I,Naive,sub-34,44,2943,8.358,2.931,3.165
I,Excl_naive,sub-34,71,2007,6.033,5.858,0.146
I,Informed,sub-34,84,2016,-2.454,5.705,-4.240
I,Informed,sub-34,57,1663,5.299,8.851,0.521
I,Naive,sub-34,74,1518,-4.252,0.115,-2.226
I,Excl_known,sub-34,25,1288,5.453,1.682,-0.604
I,Naive,sub-34,11,1244,8.505,6.843,-5.404
I,Excl_informed,sub-34,48,1319,7.149,0.553,-0.296
I,Naive,sub-34,14,1170,1.459,-7.129,5.479
I,Excl_known,sub-34,119,1244,1.884,7.633,-4.494
I,Excl_informed,sub-34,47,1161,5.034,4.312,1.783
I,Excl_known,sub-34,28,1264,-3.985,1.342,-4.666
I,Naive,sub-34,104,798,9.001,3.519,-3.907
I,Naive,sub-34,61,935,2.600,1.420,0.695
I,Excl_known,sub-34,115,1021,7.002,1.055,-6.977
I,Naive,sub-34,32,631,6.321,6.434,-2.444
I,Naive,sub-34,105,859,-0.123,4.252,0.058
I,Excl_informed,sub-34,114,881,-2.138,-3.769,1.266
I,Excl_informed,sub-34,85,1363,-0.318,1.308,0.611
I,Naive,sub-34,10,1210,8.023,6.422,-3.241
I,Naive,sub-34,75,908,9.694,-0.086,0.774
I,Naive,sub-34,103,826,13.235,10.001,-2.152
I,Excl_known,sub-34,69,1319,-6.209,4.336,-11.171
I,Informed,sub-34,49,849,17.176,8.375,-1.120
I,Naive,sub-34,67,822,11.071,4.716,-2.385
I,Excl_informed,sub-34,21,704,6.380,5.787,-1.004
I,Naive,sub-34,15,796,9.380,1.098,2.625
I,Naive,sub-34,93,784,-0.474,2.627,-6.787
I,Excl_informed,sub-34,58,970,1.833,3.264,-1.889
I,Naive,sub-34,36,892,2.768,-0.370,-2.770
I,Excl_naive,sub-34,92,927,12.231,11.334,-6.880
I,Excl_informed,sub-34,118,851,11.778,9.037,-5.354
I,Naive,sub-34,97,707,5.254,-2.530,-8.797
I,Naive,sub-34,42,877,3.969,5.759,-10.302
I,Excl_known,sub-34,29,1020,2.701,8.340,1.060
I,Informed,sub-34,86,1082,12.618,7.051,-1.500
I,Excl_informed,sub-34,16,2208,14.537,16.862,3.223
I,Naive,sub-34,94,1324,4.066,3.327,1.362
I,Informed,sub-34,53,1096,4.148,4.039,4.563
I,Informed,sub-34,19,1849,-1.451,-3.870,3.422
I,Excl_informed,sub-34,17,1155,5.849,-1.909,4.470
I,Excl_informed,sub-34,24,1464,3.917,4.203,-6.851
I,Excl_naive,sub-34,43,1224,3.645,4.740,0.133
I,Naive,sub-34,8,2425,-2.745,4.116,-2.536
I,Naive,sub-34,68,1418,16.457,5.697,5.919
I,Excl_informed,sub-34,113,2118,3.666,-0.931,3.133
I,Naive,sub-34,33,2200,10.448,8.969,-6.381
I,Informed,sub-34,80,1596,-4.692,-2.506,-2.359
I,Informed,sub-34,56,1628,10.676,-2.899,2.762
I,Naive,sub-34,96,1383,9.822,14.203,-1.712
I,Naive,sub-34,101,1256,-0.253,-4.258,-0.978
I,Excl_informed,sub-34,90,1036,-3.019,-4.718,-0.726
I,Informed,sub-34,78,1629,9.094,3.124,-1.167
I,Excl_known,sub-34,20,2987,2.561,3.658,-2.480
I,Excl_informed,sub-34,82,1819,6.981,-3.934,-0.216
I,Naive,sub-34,37,1199,11.684,-2.773,0.539
I,Naive,sub-34,100,1694,5.439,0.710,5.853
I,Excl_naive,sub-34,7,2543,4.402,1.758,-1.939
I,Excl_informed,sub-34,108,1049,3.289,1.001,0.841
I,Naive,sub-34,95,1958,3.255,-6.580,3.036
I,Naive,sub-34,63,2337,7.581,-2.830,2.144
I,Naive,sub-34,45,1715,3.566,0.353,0.027
I,Informed,sub-34,26,1450,10.682,-0.162,6.458
I,Naive,sub-34,5,1074,14.559,10.061,-2.664
I,Naive,sub-34,1,2145,-5.231,-5.653,2.001
I,Excl_informed,sub-34,50,2168,7.505,4.217,-3.981
I,Excl_informed,sub-34,55,1497,8.957,10.459,-4.118
I,Naive,sub-34,73,935,6.326,-3.455,3.755
I,Naive,sub-34,34,1594,5.721,1.118,0.628
I,Excl_naive,sub-34,65,0,-0.257,4.459,0.583
I,Naive,sub-34,39,883,1.395,5.695,0.816
I,Naive,sub-34,6,1687,-0.573,1.095,-1.655
I,Informed,sub-34,60,680,-3.480,-6.267,1.847
I,Informed,sub-34,88,1297,2.261,2.359,4.874
I,Naive,sub-34,99,1784,0.516,0.114,2.432
I,Informed,sub-34,30,911,-3.357,-5.028,2.599
I,Informed,sub-34,22,2108,-0.143,-0.405,3.926
I,Informed,sub-34,87,954,7.847,7.160,2.831
I,Excl_informed,sub-34,79,1711,0.153,4.577,-1.418
I,Excl_informed,sub-34,46,1421,2.882,6.314,-2.019
I,Informed,sub-34,83,1310,6.381,0.540,2.465
I,Informed,sub-34,120,1541,7.755,0.508,1.724
I,Informed,sub-34,81,2049,6.662,4.301,4.823
I,Excl_informed,sub-34,59,1343,7.935,-7.782,-1.384
I,Excl_informed,sub-34,117,2519,6.142,1.329,-3.054
I,Naive,sub-34,35,2512,9.173,-0.766,3.248
I,Naive,sub-34,3,1148,8.101,-0.328,0.212
I,Naive,sub-34,40,1443,-0.609,-5.892,1.476
I,Excl_informed,sub-34,106,724,-2.713,-3.852,6.231
I,Naive,sub-34,12,647,0.110,-3.641,4.977
I,Naive,sub-34,64,857,13.925,5.776,1.235
I,Excl_informed,sub-34,116,557,4.145,0.851,2.777
I,Excl_naive,sub-34,31,1829,1.503,-1.587,2.222
I,Excl_informed,sub-34,112,1431,8.763,8.912,-1.513
I,Naive,sub-34,13,2007,8.059,6.297,-1.213
I,Naive,sub-34,41,695,12.138,9.032,0.430
I,Naive,sub-34,70,1651,7.609,1.084,-0.783
I,Excl_informed,sub-34,110,1307,2.722,2.041,2.592
I,Informed,sub-34,111,801,4.002,0.174,1.127
I,Naive,sub-34,9,1897,10.944,4.499,8.073
I,Informed,sub-34,107,1039,10.114,7.290,3.204
I,Naive,sub-34,38,911,11.843,9.614,8.322
I,Naive,sub-34,98,1029,-0.639,-5.533,3.482
I,Naive,sub-34,91,2343,3.314,3.216,5.813
I,Naive,sub-34,2,1337,6.169,3.382,10.745
I,Excl_informed,sub-34,54,1908,9.385,1.887,-2.588
I,Excl_informed,sub-34,76,1205,17.048,11.188,-1.166
I,Excl_informed,sub-34,77,1067,2.074,-5.423,0.283
I,Excl_known,sub-34,89,1478,6.194,5.190,1.410
I,Naive,sub-34,72,1368,8.646,9.220,1.844
I,Excl_informed,sub-34,51,1152,6.522,3.725,-6.549
I,Excl_informed,sub-34,18,1650,16.573,7.317,1.069
I,Excl_naive,sub-34,62,1056,4.493,0.603,4.945
I,Informed,sub-34,52,2332,5.594,-1.422,4.357
II,Excl_known,sub-34,109,2349,2.700,8.772,1.994
II,Naive,sub-34,102,2260,6.829,3.418,5.986
II,Naive,sub-34,42,2436,4.643,-3.709,5.891
II,Naive,sub-34,38,1855,-0.076,-8.766,4.815
II,Informed,sub-34,81,2026,7.030,4.810,3.881
II,Informed,sub-34,83,2048,10.135,-8.809,4.022
II,Naive,sub-34,11,2253,8.391,-1.243,1.005
II,Excl_naive,sub-34,43,0,-2.455,-5.964,1.759
II,Excl_known,sub-34,29,2604,0.912,2.752,-0.174
II,Informed,sub-34,87,1805,1.523,3.598,4.839
II,Informed,sub-34,53,1828,-3.788,-6.330,2.625
II,Naive,sub-34,64,2871,6.086,-3.506,5.392
II,Naive,sub-34,12,2207,3.265,-9.464,3.317
II,Excl_informed,sub-34,21,0,-0.541,6.606,-3.506
II,Excl_naive,sub-34,65,0,3.006,-5.951,6.233
II,Naive,sub-34,98,2352,7.270,-2.598,8.290
II,Excl_known,sub-34,20,2911,5.298,-1.300,0.481
II,Excl_informed,sub-34,116,0,2.941,4.356,2.556
II,Informed,sub-34,26,2101,-1.959,-6.091,9.460
II,Excl_informed,sub-34,85,0,6.668,3.071,5.861
II,Naive,sub-34,96,2637,0.275,-7.454,0.338
II,Naive,sub-34,99,2602,-2.546,-4.418,0.262
II,Informed,sub-34,27,1672,3.920,-6.019,15.200
II,Naive,sub-34,1,1342,3.951,-0.964,1.082
II,Excl_informed,sub-34,90,2639,3.367,-1.836,1.743
II,Excl_informed,sub-34,106,2651,3.355,-3.611,3.866
II,Naive,sub-34,91,2664,1.503,-1.967,-3.862
II,Excl_informed,sub-34,117,2732,3.577,-1.917,0.507
II,Excl_naive,sub-34,62,0,6.200,-4.705,-1.533
II,Naive,sub-34,5,1933,6.251,-0.449,4.147
III,Excl_informed,sub-34,116,2146,1.258,-0.165,-9.341
III,Excl_informed,sub-34,21,1986,-3.750,-2.492,-3.849
III,Naive,sub-34,42,1720,5.809,6.086,4.134
III,Naive,sub-34,96,2263,9.825,-2.935,10.386
