part,condition,subject_id,item_id,RT,P1,N170,N400
I,Excl_informed,sub-43,15,1597,0.899,5.777,-8.673
I,Excl_known,sub-43,18,1131,-5.486,-0.327,-7.015
I,Naive,sub-43,89,1126,15.038,-9.546,0.038
I,Excl_informed,sub-43,71,1493,0.508,0.584,-11.709
I,Informed,sub-43,42,1429,6.759,4.313,-4.190
I,Naive,sub-43,58,947,-1.178,-5.798,1.003
I,Naive,sub-43,117,1113,2.935,8.864,-3.190
I,Excl_informed,sub-43,31,1116,15.391,1.228,4.956
I,Excl_naive,sub-43,59,1008,15.832,4.143,2.056
I,Excl_known,sub-43,24,1357,3.614,3.359,-0.717
I,Excl_known,sub-43,55,1507,3.797,-2.103,-8.284
I,Excl_naive,sub-43,87,1241,-4.922,11.683,2.576
I,Naive,sub-43,17,1042,12.280,5.476,-5.283
I,Excl_informed,sub-43,93,1172,11.817,9.167,-0.691
I,Naive,sub-43,22,1108,-0.673,-4.473,1.052
I,Excl_known,sub-43,79,1309,11.172,-1.773,-13.970
I,Excl_naive,sub-43,107,1477,-0.313,-0.338,0.966
I,Excl_known,sub-43,25,1052,4.855,3.714,-3.050
I,Informed,sub-43,94,824,1.512,-5.928,-2.420
I,Excl_naive,sub-43,30,1080,14.958,6.426,-6.193
I,Informed,sub-43,34,764,17.401,7.340,-10.593
I,Informed,sub-43,39,1231,-7.095,-1.095,-3.289
I,Naive,sub-43,51,1238,-0.921,-1.006,7.496
I,Excl_known,sub-43,57,1195,7.695,1.474,2.648
I,Excl_informed,sub-43,37,889,15.820,-3.161,11.193
I,Excl_naive,sub-43,48,899,3.613,3.056,16.993
I,Informed,sub-43,97,1074,18.246,-1.179,-4.215
I,Naive,sub-43,23,1893,2.396,1.675,5.423
I,Naive,sub-43,77,860,-5.813,-0.868,-2.781
I,Excl_informed,sub-43,10,1059,6.106,-4.309,6.281
I,Informed,sub-43,1,722,4.245,2.214,-13.946
I,Excl_known,sub-43,81,1121,1.515,7.461,-4.046
I,Naive,sub-43,29,1235,15.562,-1.726,0.985
I,Informed,sub-43,35,969,3.147,-0.754,-2.849
I,Informed,sub-43,44,590,12.643,13.764,-4.536
I,Informed,sub-43,104,1079,14.834,0.876,2.202
I,Excl_informed,sub-43,40,801,7.996,6.159,2.240
I,Excl_informed,sub-43,69,582,11.354,9.152,-8.642
I,Excl_naive,sub-43,119,915,18.451,8.352,-0.433
I,Excl_known,sub-43,56,1310,8.375,-7.593,-3.759
I,Naive,sub-43,76,820,6.970,9.859,-6.145
I,Excl_naive,sub-43,115,951,13.746,2.410,-6.531
I,Naive,sub-43,113,1595,10.482,-1.477,-0.706
I,Excl_known,sub-43,116,548,8.525,6.089,-12.859
I,Informed,sub-43,70,937,13.169,4.427,-11.071
I,Informed,sub-43,101,814,10.330,-1.501,-0.554
I,Naive,sub-43,114,779,11.456,15.601,-3.362
I,Excl_known,sub-43,85,734,17.725,11.544,-5.470
I,Naive,sub-43,21,886,10.241,-3.714,11.628
I,Excl_informed,sub-43,64,892,12.151,0.547,-2.738
I,Naive,sub-43,53,969,5.130,6.484,-6.061
I,Excl_informed,sub-43,41,1008,8.588,10.460,-14.380
I,Excl_informed,sub-43,67,673,13.751,7.075,0.020
I,Excl_known,sub-43,5,1179,1.156,-0.354,5.826
I,Naive,sub-43,111,954,13.318,7.454,-0.448
I,Excl_known,sub-43,13,488,6.811,-2.254,13.338
I,Informed,sub-43,7,776,-2.861,-4.135,-0.422
I,Informed,sub-43,38,754,5.922,-0.284,2.304
I,Naive,sub-43,26,525,9.766,-0.742,1.329
I,Informed,sub-43,9,1216,-1.804,-3.581,5.337
I,Excl_naive,sub-43,120,901,1.712,-1.600,-3.124
I,Excl_naive,sub-43,86,875,10.477,-1.923,-0.017
I,Excl_known,sub-43,91,1157,8.863,-1.018,14.844
I,Informed,sub-43,99,867,17.840,10.730,-3.327
I,Excl_informed,sub-43,11,618,11.098,5.133,2.151
I,Excl_known,sub-43,108,863,11.724,6.095,3.693
I,Excl_informed,sub-43,65,989,9.074,0.388,2.214
I,Excl_known,sub-43,8,1027,1.632,5.603,-10.675
I,Excl_informed,sub-43,45,782,19.608,9.499,-1.565
I,Excl_naive,sub-43,106,1047,-2.312,2.634,-5.514
I,Naive,sub-43,60,882,13.998,10.093,-2.626
I,Excl_known,sub-43,96,1016,4.144,1.142,-2.412
I,Informed,sub-43,100,818,16.288,9.893,1.451
I,Excl_informed,sub-43,102,911,1.031,3.435,2.800
I,Excl_informed,sub-43,68,715,5.757,9.390,2.807
I,Excl_known,sub-43,50,845,8.877,15.473,-9.977
I,Excl_known,sub-43,92,585,-1.226,-2.679,-4.621
I,Naive,sub-43,20,1396,7.000,4.749,1.292
I,Informed,sub-43,73,896,0.005,-4.369,2.779
I,Informed,sub-43,43,639,-0.369,2.945,-2.241
I,Naive,sub-43,54,1110,3.387,-4.335,0.275
I,Excl_known,sub-43,61,825,2.435,3.267,-8.751
I,Excl_informed,sub-43,36,799,9.624,-1.141,3.146
I,Excl_informed,sub-43,32,1083,13.601,9.650,-1.462
I,Informed,sub-43,12,746,8.540,11.204,1.382
I,Excl_informed,sub-43,105,740,10.311,-6.351,-0.998
I,Informed,sub-43,75,506,11.366,2.742,-4.766
I,Excl_informed,sub-43,72,939,-1.078,3.541,-5.959
I,Excl_known,sub-43,103,1117,5.521,5.746,-0.227
I,Excl_naive,sub-43,47,836,3.512,6.349,-5.417
I,Naive,sub-43,88,720,5.382,17.551,-4.373
I,Excl_known,sub-43,74,802,9.080,10.576,-5.700
I,Excl_known,sub-43,16,700,1.456,0.943,6.261
I,Excl_known,sub-43,28,1266,0.996,-3.706,-3.119
I,Informed,sub-43,66,626,12.703,9.294,-11.015
I,Naive,sub-43,112,696,14.079,7.273,-1.999
I,Informed,sub-43,14,733,-3.570,-4.763,-3.014
I,Informed,sub-43,3,860,4.095,-1.103,4.560
II,Excl_naive,sub-43,115,1730,10.351,-0.002,7.316
II,Excl_informed,sub-43,31,1587,12.799,-4.301,12.273
II,Excl_known,sub-43,92,1628,5.623,-10.428,2.145
II,Naive,sub-43,90,1376,-0.841,-2.462,0.731
II,Excl_known,sub-43,98,1318,6.815,-9.889,2.085
II,Informed,sub-43,97,836,-0.354,-3.014,-6.451
II,Excl_known,sub-43,79,1374,6.942,-0.936,12.590
II,Informed,sub-43,1,605,7.043,-4.450,-3.672
II,Informed,sub-43,42,928,4.162,3.416,1.150
II,Informed,sub-43,35,620,-0.611,0.243,7.181
II,Naive,sub-43,46,1500,-1.374,2.354,2.192
II,Informed,sub-43,6,392,10.813,5.591,0.616
II,Naive,sub-43,20,1308,-2.932,0.886,1.429
II,Informed,sub-43,9,1701,4.572,-10.887,22.770
II,Naive,sub-43,27,1433,10.241,-1.188,4.453
II,Excl_known,sub-43,116,1581,7.449,-0.447,3.681
II,Excl_informed,sub-43,4,1247,4.243,-2.587,12.370
II,Naive,sub-43,83,1552,6.415,-1.435,1.412
II,Excl_known,sub-43,50,1302,5.339,9.406,-9.578
