part,condition,subject_id,item_id,RT,P1,N170,N400
I,Excl_informed,sub-16,87,1189,0.492,-3.618,-3.858
I,Informed,sub-16,46,1473,17.402,13.002,-1.738
I,Naive,sub-16,14,737,-2.245,-5.609,-1.837
I,Excl_informed,sub-16,76,1079,5.497,-1.548,1.630
I,Informed,sub-16,86,1146,17.156,20.287,12.558
I,Excl_informed,sub-16,120,915,9.821,4.144,4.192
I,Naive,sub-16,74,707,9.319,1.545,1.164
I,Informed,sub-16,17,1357,8.344,4.929,1.972
I,Excl_known,sub-16,25,851,0.174,-6.783,4.415
I,Informed,sub-16,50,972,13.862,8.513,3.498
I,Excl_informed,sub-16,108,998,5.743,-2.075,-1.175
I,Naive,sub-16,35,950,5.375,7.880,0.622
I,Informed,sub-16,119,879,3.396,4.425,-1.318
I,Naive,sub-16,64,1066,9.147,5.107,7.176
I,Naive,sub-16,100,1034,10.089,-0.830,0.697
I,Naive,sub-16,6,1141,5.463,5.135,0.020
I,Naive,sub-16,91,1128,8.917,2.870,2.413
I,Naive,sub-16,71,854,7.399,1.771,-0.053
I,Excl_informed,sub-16,55,980,1.965,-2.130,-1.128
I,Informed,sub-16,58,1025,3.841,1.724,-5.210
I,Informed,sub-16,116,1170,4.600,2.415,3.196
I,Naive,sub-16,97,901,14.182,3.789,1.354
I,Naive,sub-16,7,871,5.355,2.642,-5.549
I,Naive,sub-16,67,1218,6.174,6.832,-3.641
I,Naive,sub-16,98,907,7.546,4.727,0.183
I,Naive,sub-16,70,871,6.611,12.926,-5.449
I,Excl_known,sub-16,118,1194,6.051,-3.173,5.140
I,Excl_informed,sub-16,114,1138,6.759,4.134,-0.792
I,Excl_informed,sub-16,23,903,7.619,2.156,-0.084
I,Naive,sub-16,32,900,6.297,1.599,-0.859
I,Excl_known,sub-16,27,790,4.374,0.328,3.586
I,Naive,sub-16,41,872,2.598,-5.214,5.335
I,Informed,sub-16,30,805,5.474,7.622,-2.030
I,Informed,sub-16,84,807,4.689,-2.991,2.718
I,Informed,sub-16,49,910,1.740,4.005,-5.248
I,Excl_informed,sub-16,16,713,1.340,-0.654,-2.634
I,Informed,sub-16,112,645,1.785,-0.555,-3.756
I,Naive,sub-16,43,1523,18.707,15.075,2.119
I,Informed,sub-16,77,1017,1.252,1.099,-0.043
I,Excl_informed,sub-16,80,928,6.453,9.880,-7.844
I,Informed,sub-16,60,685,4.616,-1.156,0.052
I,Informed,sub-16,106,892,7.239,4.572,1.105
I,Naive,sub-16,39,1164,15.516,14.099,1.180
I,Excl_informed,sub-16,82,1112,13.662,1.166,1.659
I,Naive,sub-16,37,1353,9.179,-0.331,9.274
I,Excl_known,sub-16,117,1511,-1.098,-2.237,-6.143
I,Naive,sub-16,2,1257,16.036,3.070,1.026
I,Naive,sub-16,9,1106,19.960,4.632,-3.312
I,Naive,sub-16,42,1150,4.351,0.425,4.237
