part,condition,subject_id,item_id,RT,P1,N170,N400
I,Excl_informed,sub-01,93,1712,1.795,8.211,-1.969
I,Excl_informed,sub-01,102,2342,4.189,0.456,-0.399
I,Excl_known,sub-01,80,1552,1.520,4.544,-6.650
I,Informed,sub-01,44,1449,1.856,-1.014,-0.694
I,Naive,sub-01,47,1725,6.431,2.055,1.025
I,Excl_informed,sub-01,75,1387,-4.210,1.512,-4.317
I,Naive,sub-01,90,2271,-2.844,3.709,-5.042
I,Excl_informed,sub-01,10,1497,2.416,-0.131,1.406
I,Naive,sub-01,25,2194,3.344,4.556,-4.008
I,Excl_informed,sub-01,33,1675,0.786,5.570,0.240
I,Excl_informed,sub-01,41,1746,6.491,4.424,1.820
I,Naive,sub-01,20,1860,6.890,4.197,0.572
I,Informed,sub-01,14,1160,6.550,3.671,-2.308
I,Excl_informed,sub-01,39,1166,3.078,10.193,-3.406
I,Informed,sub-01,35,1986,6.243,5.335,-0.740
I,Excl_informed,sub-01,98,1520,-4.542,5.685,-1.996
I,Informed,sub-01,103,1129,6.128,7.687,0.036
I,Naive,sub-01,76,1777,0.424,0.983,-1.461
I,Naive,sub-01,84,1273,10.473,5.591,4.657
I,Excl_informed,sub-01,11,2034,2.204,-3.595,1.882
I,Naive,sub-01,115,1551,11.060,10.014,-2.407
I,Excl_known,sub-01,110,1133,6.176,5.826,0.781
I,Excl_informed,sub-01,42,1717,11.033,8.385,-4.866
I,Excl_informed,sub-01,73,1209,1.392,2.251,-4.131
I,Naive,sub-01,77,1685,-3.007,2.264,3.093
I,Excl_informed,sub-01,31,1105,0.212,0.510,0.297
I,Naive,sub-01,58,961,7.447,8.900,2.216
I,Naive,sub-01,49,1099,8.068,9.349,4.872
I,Excl_informed,sub-01,63,1770,-1.908,3.403,-5.359
I,Excl_informed,sub-01,105,1744,-0.958,2.628,-0.127
I,Naive,sub-01,82,1497,1.676,6.712,1.759
I,Naive,sub-01,16,684,0.699,1.254,2.813
I,Naive,sub-01,60,881,-1.306,1.551,-3.465
I,Naive,sub-01,111,1052,9.080,6.030,5.290
I,Excl_informed,sub-01,61,1169,-0.770,-1.047,0.432
I,Excl_informed,sub-01,8,1052,4.136,4.434,1.676
I,Excl_informed,sub-01,9,1145,-1.006,0.752,0.060
I,Excl_informed,sub-01,6,1438,-0.267,9.825,-1.230
I,Excl_informed,sub-01,15,1310,-1.872,5.879,3.987
I,Naive,sub-01,51,1450,5.513,10.891,0.786
I,Naive,sub-01,112,1951,7.396,8.596,1.448
I,Excl_informed,sub-01,4,1328,4.601,4.225,-3.239
I,Naive,sub-01,23,1133,2.955,0.465,-2.841
I,Excl_informed,sub-01,70,1367,-1.663,2.219,-2.925
I,Excl_informed,sub-01,34,1943,3.904,7.836,-0.296
I,Excl_known,sub-01,57,1462,1.294,1.571,1.443
I,Naive,sub-01,24,1518,5.489,4.689,1.409
I,Excl_informed,sub-01,40,1335,8.649,1.777,5.175
I,Excl_informed,sub-01,64,923,8.587,6.767,-3.143
I,Naive,sub-01,53,672,4.363,6.125,-2.024
I,Informed,sub-01,37,961,7.529,1.862,3.494
I,Excl_known,sub-01,81,1062,19.951,7.370,-1.961
I,Naive,sub-01,18,843,-0.570,9.187,-3.252
I,Excl_known,sub-01,79,1602,3.358,-0.570,-0.921
I,Naive,sub-01,52,755,-0.524,2.911,1.060
I,Informed,sub-01,96,879,-1.433,2.467,-6.508
I,Naive,sub-01,109,1130,1.214,10.596,-0.821
I,Excl_informed,sub-01,45,742,8.735,4.713,1.382
I,Excl_informed,sub-01,65,1380,8.655,9.857,0.823
I,Naive,sub-01,85,933,-0.552,5.055,-4.170
I,Excl_informed,sub-01,67,1067,5.574,2.096,3.322
I,Naive,sub-01,116,940,6.388,14.503,0.684
I,Excl_informed,sub-01,94,1149,-1.481,4.239,-1.820
I,Naive,sub-01,29,775,2.792,4.664,1.885
I,Excl_informed,sub-01,32,1284,10.778,-1.035,-0.116
I,Naive,sub-01,78,1709,5.033,5.013,2.297
I,Excl_informed,sub-01,12,1125,12.753,3.056,0.685
I,Informed,sub-01,92,1807,1.446,4.187,-3.095
I,Naive,sub-01,48,1584,1.495,1.967,1.283
I,Excl_informed,sub-01,13,934,5.760,0.599,-4.998
I,Excl_informed,sub-01,1,1008,-0.847,-4.522,1.108
I,Naive,sub-01,114,1568,2.879,4.219,-3.513
I,Naive,sub-01,21,917,3.378,4.291,0.643
I,Excl_informed,sub-01,68,811,6.263,5.290,-2.328
I,Excl_informed,sub-01,100,835,9.616,4.059,0.269
I,Naive,sub-01,87,1946,8.437,1.324,0.782
I,Naive,sub-01,17,967,1.835,4.373,-0.215
I,Informed,sub-01,43,869,0.587,-0.046,0.927
I,Naive,sub-01,26,1276,2.979,1.210,-4.743
I,Naive,sub-01,108,1153,2.627,6.023,0.110
I,Excl_informed,sub-01,101,895,0.406,4.711,-2.738
I,Excl_informed,sub-01,74,763,-5.776,0.907,-2.287
I,Naive,sub-01,88,1102,9.384,9.820,3.620
I,Naive,sub-01,56,833,3.494,2.938,-4.365
I,Naive,sub-01,83,1221,2.042,6.712,-4.516
I,Excl_informed,sub-01,62,1434,8.027,4.550,-1.796
I,Informed,sub-01,2,1701,2.355,-7.324,4.541
I,Naive,sub-01,55,1700,-1.831,4.531,-1.515
I,Naive,sub-01,27,1046,3.646,5.565,-0.998
I,Excl_informed,sub-01,7,1510,0.381,3.732,-1.159
I,Excl_informed,sub-01,95,2410,1.897,1.287,-4.648
I,Naive,sub-01,89,848,7.001,7.235,1.287
I,Naive,sub-01,19,1232,4.010,0.548,0.335
I,Naive,sub-01,86,955,4.328,7.433,-2.309
I,Excl_informed,sub-01,71,1491,-4.509,-1.543,-0.900
I,Excl_informed,sub-01,91,714,-8.837,3.908,-2.189
I,Naive,sub-01,118,1233,9.661,1.180,1.815
I,Naive,sub-01,113,2522,6.097,-1.094,-1.543
I,Naive,sub-01,50,1806,4.620,-1.287,0.060
I,Naive,sub-01,46,1610,6.086,-0.282,1.438
