part,condition,subject_id,item_id,RT,P1,N170,N400
I,Informed,sub-41,65,928,7.993,10.135,-5.130
I,Naive,sub-41,118,1183,2.148,6.423,-1.510
I,Naive,sub-41,18,1098,2.379,5.935,-7.350
I,Excl_informed,sub-41,32,1008,-0.457,9.218,-3.613
I,Excl_informed,sub-41,93,802,3.350,6.171,-2.574
I,Informed,sub-41,34,1094,12.940,6.294,-6.035
I,Excl_naive,sub-41,115,950,1.439,6.313,-8.333
I,Excl_informed,sub-41,97,989,4.258,8.746,-3.819
I,Naive,sub-41,85,845,10.418,12.203,-5.711
I,Excl_informed,sub-41,41,883,10.787,8.078,0.703
I,Naive,sub-41,113,910,8.830,5.904,-7.869
I,Excl_known,sub-41,99,1073,16.088,8.606,-6.148
I,Excl_informed,sub-41,91,1185,3.911,2.344,-0.119
I,Naive,sub-41,27,1182,3.830,1.215,-3.384
I,Naive,sub-41,53,1234,0.094,9.440,-9.450
I,Excl_naive,sub-41,82,1205,7.113,1.424,-2.219
I,Excl_informed,sub-41,105,848,6.570,3.637,-2.729
I,Naive,sub-41,51,1344,5.254,16.614,-16.041
I,Naive,sub-41,106,1048,7.789,13.827,-1.322
I,Naive,sub-41,59,1226,9.835,6.397,-2.695
I,Excl_known,sub-41,96,1447,1.434,2.659,-4.906
I,Naive,sub-41,80,1367,15.416,14.684,1.207
I,Naive,sub-41,46,1351,2.286,2.345,-10.774
I,Excl_informed,sub-41,2,921,0.925,-4.228,4.137
I,Excl_known,sub-41,45,1251,8.998,4.515,-4.801
I,Excl_informed,sub-41,103,1276,-2.179,3.772,-4.189
I,Naive,sub-41,78,1355,8.394,10.960,1.808
I,Informed,sub-41,67,1227,6.732,12.990,-8.385
I,Excl_naive,sub-41,24,1546,4.289,5.081,-6.854
I,Informed,sub-41,74,1500,-4.757,2.895,-6.686
I,Naive,sub-41,22,1247,2.514,5.316,0.667
I,Excl_naive,sub-41,16,1400,4.439,6.009,-6.797
I,Excl_informed,sub-41,73,1396,14.477,7.268,-6.766
I,Excl_informed,sub-41,7,1306,10.374,-1.094,0.046
I,Naive,sub-41,110,1557,0.236,13.244,-7.656
I,Informed,sub-41,44,1586,4.546,4.512,-7.914
I,Naive,sub-41,60,1818,-6.781,0.514,-4.901
I,Informed,sub-41,75,1773,6.741,6.094,0.976
I,Naive,sub-41,83,1400,4.757,14.772,-5.348
I,Informed,sub-41,62,1864,5.891,3.067,-6.629
I,Informed,sub-41,94,1675,4.176,11.762,-6.330
I,Excl_known,sub-41,79,1203,2.795,12.162,-1.298
I,Naive,sub-41,56,1971,1.414,2.074,0.093
I,Naive,sub-41,30,1694,0.548,1.360,1.894
I,Naive,sub-41,21,1947,-0.679,11.261,-11.313
I,Informed,sub-41,42,2411,9.077,7.571,-1.034
I,Naive,sub-41,23,2677,5.119,11.667,-4.218
I,Informed,sub-41,69,2075,-4.742,1.055,1.232
I,Informed,sub-41,37,0,7.530,9.768,-6.802
I,Informed,sub-41,43,1927,4.465,10.262,-2.198
I,Naive,sub-41,86,1501,9.382,17.636,-11.462
I,Excl_naive,sub-41,49,2057,12.654,9.627,-6.981
I,Informed,sub-41,33,1876,5.739,3.591,-6.155
I,Excl_known,sub-41,95,1920,1.807,3.590,-9.334
I,Naive,sub-41,58,2080,5.584,12.836,-3.621
I,Naive,sub-41,109,2034,5.299,6.270,-2.140
I,Naive,sub-41,84,1394,7.858,4.653,6.735
I,Naive,sub-41,50,1603,7.149,14.050,-5.435
I,Excl_informed,sub-41,35,2028,3.621,13.505,-2.941
I,Excl_naive,sub-41,111,2239,3.164,7.537,-6.764
I,Naive,sub-41,55,1262,3.716,0.464,-1.947
I,Naive,sub-41,114,2219,4.491,8.441,1.052
I,Informed,sub-41,101,2009,7.435,0.219,3.502
I,Naive,sub-41,76,1530,5.529,10.625,-8.419
I,Naive,sub-41,19,1917,2.225,1.669,-7.651
I,Informed,sub-41,4,2004,0.784,6.188,-2.737
I,Informed,sub-41,12,2398,-3.469,1.784,-1.947
I,Informed,sub-41,6,2764,-0.367,7.569,-6.816
I,Excl_informed,sub-41,9,2168,12.912,5.958,-0.224
I,Excl_informed,sub-41,36,2436,0.356,0.529,2.125
I,Excl_naive,sub-41,119,1715,2.148,5.553,2.731
I,Informed,sub-41,70,2355,2.528,6.050,-1.804
I,Excl_informed,sub-41,5,2430,-3.870,-0.443,-3.634
I,Naive,sub-41,57,1492,13.798,12.753,-4.431
I,Informed,sub-41,92,1850,7.258,3.790,-7.614
I,Informed,sub-41,68,1877,4.981,8.416,1.563
I,Excl_informed,sub-41,31,2191,2.871,8.305,-2.586
I,Naive,sub-41,81,2458,4.788,6.484,1.362
I,Informed,sub-41,38,1838,-0.563,8.705,-6.192
I,Informed,sub-41,39,2389,4.445,10.241,-6.706
I,Excl_informed,sub-41,61,2556,4.681,8.975,-7.019
I,Naive,sub-41,89,2413,1.844,-0.899,3.982
I,Excl_informed,sub-41,8,2377,10.644,8.637,-0.891
I,Informed,sub-41,15,0,9.201,6.417,-1.513
I,Naive,sub-41,29,0,-2.336,9.450,-5.969
I,Informed,sub-41,14,1579,-2.629,-0.183,-1.150
I,Naive,sub-41,107,2037,10.981,1.147,-0.540
I,Excl_informed,sub-41,1,1836,4.587,2.635,2.276
I,Excl_known,sub-41,117,2319,8.509,6.571,1.302
I,Informed,sub-41,66,2210,-3.720,4.404,-0.910
I,Informed,sub-41,3,2421,4.393,8.853,-6.980
I,Naive,sub-41,47,1929,6.510,4.532,-2.106
I,Naive,sub-41,108,1990,0.949,4.469,-5.016
I,Informed,sub-41,11,2891,3.990,4.522,0.878
I,Naive,sub-41,52,2456,7.841,0.454,-0.040
I,Informed,sub-41,40,2113,4.749,7.890,-5.660
I,Naive,sub-41,112,0,0.007,1.167,-5.536
I,Informed,sub-41,13,1622,5.450,12.509,-6.376
I,Excl_informed,sub-41,63,2042,-0.414,3.105,-5.913
I,Excl_naive,sub-41,28,1625,3.633,10.241,-0.604
I,Excl_naive,sub-41,120,1138,6.874,5.566,-5.234
I,Naive,sub-41,17,1878,4.085,6.027,-6.985
I,Naive,sub-41,54,2252,11.053,14.181,-10.662
I,Informed,sub-41,100,1572,5.284,6.756,-3.596
I,Excl_informed,sub-41,98,1913,2.485,4.385,-1.814
I,Informed,sub-41,72,2932,4.603,2.068,3.125
I,Excl_naive,sub-41,20,2381,4.017,2.096,1.517
I,Excl_naive,sub-41,48,1500,11.125,20.994,-17.205
I,Informed,sub-41,10,1116,4.013,9.055,-1.586
I,Naive,sub-41,116,1558,0.527,10.903,-0.710
I,Excl_known,sub-41,26,2077,7.473,1.036,3.639
I,Naive,sub-41,87,1994,10.483,9.513,-4.534
I,Informed,sub-41,102,1967,11.436,5.257,-3.815
I,Informed,sub-41,104,1409,11.676,4.776,-1.247
I,Naive,sub-41,25,2194,0.329,5.021,-7.840
I,Naive,sub-41,90,2756,-6.468,-0.823,0.536
I,Informed,sub-41,64,1991,1.693,1.380,-5.168
I,Excl_informed,sub-41,71,2061,6.913,10.385,-4.880
I,Naive,sub-41,88,2285,1.907,9.180,6.832
