part,condition,subject_id,item_id,RT,P1,N170,N400
I,Excl_naive,sub-47,26,1710,-0.478,-5.955,-0.331
I,Informed,sub-47,44,1245,-0.440,1.155,-3.331
I,Excl_known,sub-47,60,1812,6.532,16.472,-9.959
I,Informed,sub-47,3,1286,13.654,10.941,3.570
I,Excl_informed,sub-47,15,1894,6.906,7.102,-5.494
I,Excl_naive,sub-47,120,1259,7.253,1.525,5.846
I,Informed,sub-47,101,1861,5.959,2.466,-7.013
I,Excl_informed,sub-47,4,2700,-7.916,0.146,5.269
I,Informed,sub-47,36,1079,9.798,-0.313,-0.302
I,Excl_informed,sub-47,72,707,6.638,5.768,-6.170
I,Excl_informed,sub-47,45,1127,0.535,-0.628,2.445
I,Naive,sub-47,48,1089,6.403,5.053,1.012
I,Naive,sub-47,50,1629,8.690,6.663,1.815
I,Excl_informed,sub-47,9,1383,7.325,7.969,-2.853
I,Naive,sub-47,109,836,2.037,5.979,-0.133
I,Excl_naive,sub-47,108,784,9.237,15.308,3.598
I,Naive,sub-47,55,1034,6.382,5.854,-2.242
I,Naive,sub-47,27,1065,4.027,2.431,4.928
I,Informed,sub-47,42,772,0.247,5.330,0.505
I,Informed,sub-47,91,1745,4.935,2.680,5.118
I,Naive,sub-47,56,894,-2.604,4.541,5.977
I,Excl_informed,sub-47,40,1183,10.252,8.031,4.070
I,Excl_informed,sub-47,37,1429,9.462,7.730,4.244
I,Naive,sub-47,22,1762,5.988,4.875,-1.484
I,Excl_known,sub-47,107,1523,8.056,2.589,1.535
I,Excl_informed,sub-47,66,1668,0.906,0.180,-0.997
I,Naive,sub-47,117,905,-0.680,1.937,-5.429
I,Excl_known,sub-47,79,1593,7.601,12.637,-3.546
I,Naive,sub-47,47,932,3.614,4.567,3.058
I,Informed,sub-47,7,1084,1.769,4.817,-1.820
I,Informed,sub-47,34,1034,10.190,5.250,1.949
I,Informed,sub-47,71,824,7.038,3.927,-1.908
I,Excl_naive,sub-47,30,1951,5.136,7.253,-3.231
I,Naive,sub-47,21,2312,3.882,3.133,2.744
I,Informed,sub-47,68,909,1.467,2.652,11.399
I,Naive,sub-47,87,1108,3.869,2.158,4.826
I,Excl_informed,sub-47,6,2195,6.849,8.114,0.918
I,Excl_naive,sub-47,18,1109,-3.339,4.099,-0.441
I,Excl_informed,sub-47,64,689,1.005,0.180,8.424
I,Excl_known,sub-47,53,1506,4.541,11.394,-5.272
I,Naive,sub-47,52,1254,1.644,3.413,-2.447
I,Excl_naive,sub-47,20,980,7.303,3.618,4.279
I,Informed,sub-47,94,585,9.338,12.541,-2.756
I,Naive,sub-47,49,1499,1.346,2.952,3.400
I,Naive,sub-47,112,877,9.803,4.921,-6.277
I,Informed,sub-47,61,1036,-2.459,5.170,-0.844
I,Informed,sub-47,43,909,2.015,-2.196,4.266
I,Naive,sub-47,88,687,7.146,4.571,9.906
I,Excl_known,sub-47,28,1535,-1.088,10.133,1.721
I,Naive,sub-47,81,808,6.839,6.333,-2.937
I,Excl_known,sub-47,31,1308,6.022,13.952,-4.268
I,Naive,sub-47,25,1640,16.006,10.184,5.182
I,Excl_informed,sub-47,33,2086,3.461,3.555,0.618
I,Excl_informed,sub-47,98,1460,8.379,5.147,5.725
I,Naive,sub-47,54,827,-3.853,0.588,3.363
I,Excl_informed,sub-47,35,741,8.482,5.888,6.139
I,Naive,sub-47,86,1941,8.745,7.979,6.984
I,Excl_known,sub-47,8,672,7.602,8.439,-1.381
I,Informed,sub-47,74,818,7.269,10.053,0.325
I,Excl_known,sub-47,78,1695,8.845,10.764,4.341
I,Excl_informed,sub-47,69,1021,6.701,9.259,0.781
I,Excl_known,sub-47,29,1104,3.760,1.745,0.672
I,Excl_informed,sub-47,41,1066,8.357,10.462,3.262
I,Excl_known,sub-47,51,516,10.469,7.760,0.154
I,Excl_known,sub-47,96,540,0.305,8.062,1.027
I,Informed,sub-47,11,702,11.061,8.741,4.282
I,Excl_informed,sub-47,38,526,8.503,13.763,-1.578
I,Excl_known,sub-47,89,329,3.373,-1.099,3.484
I,Informed,sub-47,32,815,4.684,5.970,0.968
I,Naive,sub-47,85,662,7.462,8.540,4.455
I,Excl_informed,sub-47,63,523,5.424,-1.204,8.025
I,Excl_known,sub-47,113,586,7.200,6.617,-0.514
I,Excl_informed,sub-47,73,892,-1.111,1.776,0.561
I,Excl_naive,sub-47,77,846,3.662,4.665,1.584
I,Excl_known,sub-47,16,429,5.464,5.039,1.326
I,Naive,sub-47,23,1865,6.696,3.566,0.003
I,Informed,sub-47,92,0,1.071,5.115,5.987
I,Naive,sub-47,118,830,0.840,-2.088,3.942
I,Naive,sub-47,90,2332,3.896,5.164,9.431
I,Informed,sub-47,99,776,6.677,1.611,11.234
I,Informed,sub-47,10,1696,-5.394,0.792,4.254
I,Informed,sub-47,103,985,6.153,5.989,-1.701
I,Naive,sub-47,80,1168,6.171,8.444,0.001
I,Naive,sub-47,76,836,3.157,3.266,2.781
I,Naive,sub-47,119,1036,7.022,12.084,-2.434
I,Naive,sub-47,106,572,-0.393,10.122,3.254
I,Informed,sub-47,2,1009,8.847,10.294,1.902
I,Informed,sub-47,93,1291,0.220,7.144,-17.342
I,Informed,sub-47,1,891,6.908,6.037,9.467
I,Informed,sub-47,75,1747,5.081,7.046,-1.898
I,Naive,sub-47,111,1167,6.189,3.559,-5.959
I,Informed,sub-47,105,510,6.468,9.084,-2.752
I,Informed,sub-47,100,960,1.798,5.613,-1.388
I,Informed,sub-47,102,792,6.781,2.991,0.809
I,Excl_informed,sub-47,97,901,-0.665,-0.160,2.957
I,Excl_naive,sub-47,115,901,7.882,1.609,-0.089
I,Informed,sub-47,104,870,6.228,1.110,4.349
I,Naive,sub-47,82,1448,2.297,5.172,1.869
I,Excl_informed,sub-47,62,1342,3.367,5.389,-2.227
I,Informed,sub-47,13,1323,7.996,3.208,8.896
I,Excl_known,sub-47,24,1000,4.179,5.843,3.966
I,Excl_naive,sub-47,59,1947,11.766,5.726,-0.205
I,Informed,sub-47,70,652,9.671,14.525,3.125
I,Naive,sub-47,114,997,7.578,9.156,-2.880
I,Informed,sub-47,5,871,5.353,6.960,0.324
I,Informed,sub-47,14,857,0.321,0.835,6.020
I,Naive,sub-47,17,644,12.973,14.230,-2.109
I,Excl_known,sub-47,58,385,8.555,6.859,-0.611
I,Naive,sub-47,84,501,3.769,2.541,1.927
I,Naive,sub-47,116,708,5.042,2.299,0.620
I,Excl_naive,sub-47,83,481,-2.459,1.239,-0.843
I,Naive,sub-47,46,660,9.156,2.468,4.618
I,Excl_informed,sub-47,65,891,1.723,5.263,-2.269
I,Informed,sub-47,95,814,2.306,2.359,8.423
I,Excl_informed,sub-47,39,851,9.496,8.795,-2.798
I,Excl_known,sub-47,57,1036,2.640,8.138,-6.929
I,Informed,sub-47,12,989,2.686,6.806,1.776
I,Informed,sub-47,67,612,10.170,8.540,-0.096
I,Naive,sub-47,19,1702,3.606,5.547,-0.266
I,Naive,sub-47,110,869,4.314,2.966,2.121
II,Naive,sub-47,54,1113,1.331,5.687,1.306
II,Informed,sub-47,36,1306,0.592,4.213,0.966
II,Excl_informed,sub-47,62,1806,-2.668,2.681,2.954
II,Informed,sub-47,44,1154,7.206,2.452,8.043
II,Excl_informed,sub-47,66,1578,-4.583,-1.716,2.502
II,Excl_known,sub-47,60,1532,-0.216,2.333,4.570
II,Informed,sub-47,95,1447,1.356,1.784,2.192
II,Naive,sub-47,19,1482,2.660,3.063,6.032
II,Excl_naive,sub-47,26,1269,-0.383,4.776,1.360
II,Informed,sub-47,12,1227,1.433,0.485,3.721
II,Excl_informed,sub-47,72,1604,-5.382,5.407,4.320
II,Excl_known,sub-47,8,1282,-4.585,7.538,-2.206
II,Naive,sub-47,52,1373,0.802,11.009,3.889
II,Naive,sub-47,109,2540,8.103,11.358,-3.476
II,Informed,sub-47,67,1229,-3.901,-1.498,-1.144
II,Naive,sub-47,84,1465,4.639,1.183,1.687
II,Excl_naive,sub-47,30,2028,5.425,-1.453,10.089
II,Excl_known,sub-47,51,2307,0.600,4.163,2.740
II,Excl_known,sub-47,58,1283,-0.781,4.684,7.253
II,Naive,sub-47,110,2027,-3.488,5.650,3.611
II,Excl_known,sub-47,89,1731,-1.771,-1.215,7.600
II,Naive,sub-47,47,1478,0.979,1.316,5.792
II,Excl_naive,sub-47,18,1770,1.485,1.470,6.797
II,Excl_informed,sub-47,41,1215,-2.034,1.022,0.606
II,Excl_informed,sub-47,35,1738,4.998,4.343,7.174
II,Informed,sub-47,99,2293,7.665,7.982,4.951
II,Naive,sub-47,86,1867,0.037,12.068,1.995
II,Informed,sub-47,94,1685,8.320,6.292,5.775
II,Informed,sub-47,34,1069,1.603,-0.979,7.372
II,Informed,sub-47,68,982,2.678,5.084,8.965
III,Informed,sub-47,34,2101,2.366,6.883,-2.545
III,Excl_known,sub-47,58,0,9.875,16.618,0.526
III,Excl_naive,sub-47,30,1137,1.577,13.933,-1.223
III,Informed,sub-47,44,1166,10.446,3.557,0.273
III,Excl_informed,sub-47,41,913,6.081,5.314,6.526
III,Excl_informed,sub-47,66,597,4.858,7.445,-3.095
III,Informed,sub-47,95,1081,12.865,8.610,-6.144
III,Excl_informed,sub-47,72,1018,6.698,4.696,-1.551
III,Excl_known,sub-47,60,930,8.349,10.508,-1.740
III,Naive,sub-47,109,722,0.908,5.803,0.738
III,Informed,sub-47,94,714,10.684,15.998,2.469
III,Naive,sub-47,19,803,0.867,12.113,-7.137
III,Excl_known,sub-47,8,923,8.920,16.227,-0.434
III,Informed,sub-47,67,728,8.059,10.290,1.791
III,Naive,sub-47,84,587,12.874,11.274,4.844
III,Informed,sub-47,99,634,5.584,4.683,-0.422
III,Excl_known,sub-47,51,696,3.440,5.456,-5.867
III,Informed,sub-47,68,541,7.629,-0.046,-0.614
III,Naive,sub-47,47,519,15.077,7.575,5.279
III,Informed,sub-47,36,908,2.034,4.654,-0.998
III,Excl_informed,sub-47,35,943,11.864,8.309,3.957
III,Naive,sub-47,110,570,7.899,4.716,-0.988
III,Naive,sub-47,52,659,0.396,6.462,3.809
III,Excl_known,sub-47,89,509,3.041,3.846,-1.119
III,Informed,sub-47,12,495,0.039,4.810,-0.797
III,Naive,sub-47,54,570,13.710,10.671,-1.765
III,Excl_naive,sub-47,26,666,7.228,8.302,6.104
III,Excl_informed,sub-47,62,525,6.814,10.333,1.275
III,Excl_naive,sub-47,18,747,7.381,10.029,-0.068
III,Naive,sub-47,86,616,10.925,15.468,2.522
II,Excl_naive,sub-47,59,993,5.963,6.101,-4.867
II,Naive,sub-47,88,782,3.198,0.868,10.871
II,Informed,sub-47,10,1258,2.442,2.420,4.700
II,Naive,sub-47,17,995,6.480,7.846,2.428
II,Excl_informed,sub-47,6,1111,2.134,8.132,3.941
II,Excl_known,sub-47,29,948,-0.106,-0.983,6.654
II,Naive,sub-47,116,984,-0.288,8.145,2.875
II,Excl_known,sub-47,96,1042,4.856,0.683,1.465
II,Excl_informed,sub-47,73,1308,0.476,-1.286,-1.373
II,Excl_informed,sub-47,9,1223,-0.588,3.830,2.113
II,Excl_naive,sub-47,20,1601,-2.240,-1.221,2.432
