part,condition,subject_id,item_id,RT,P1,N170,N400
I,Excl_informed,sub-27,15,0,5.791,9.884,8.042
I,Excl_naive,sub-27,110,2286,7.467,14.211,6.360
I,Informed,sub-27,14,1692,11.114,5.911,-2.058
I,Informed,sub-27,104,1486,1.029,-3.230,0.214
I,Informed,sub-27,12,1955,14.082,-0.648,4.460
I,Naive,sub-27,84,0,8.441,-5.629,6.213
I,Informed,sub-27,1,2613,11.581,0.719,3.154
I,Excl_naive,sub-27,20,1543,9.829,4.735,4.207
I,Informed,sub-27,40,1849,10.023,4.956,-3.619
I,Informed,sub-27,101,2225,9.674,8.508,-2.414
I,Informed,sub-27,42,2945,18.237,7.204,0.683
I,Informed,sub-27,35,2272,11.682,2.254,-3.630
I,Informed,sub-27,94,0,8.634,0.247,9.395
I,Informed,sub-27,75,1791,12.132,4.243,3.369
I,Excl_naive,sub-27,90,2650,11.219,5.783,-1.038
I,Informed,sub-27,65,2584,10.436,1.963,-1.301
I,Informed,sub-27,9,1902,9.181,3.608,-0.544
I,Excl_naive,sub-27,26,2141,15.489,1.562,4.360
I,Excl_informed,sub-27,67,1472,9.404,8.036,-2.359
I,Excl_naive,sub-27,87,1866,4.599,1.387,-0.073
I,Naive,sub-27,16,0,11.681,5.573,7.240
I,Excl_informed,sub-27,10,2273,14.208,4.361,3.881
I,Excl_naive,sub-27,83,1838,13.829,3.843,-1.499
I,Naive,sub-27,79,1576,7.425,7.230,3.344
I,Excl_informed,sub-27,68,0,4.792,4.829,5.057
I,Informed,sub-27,45,2041,9.571,1.293,0.617
I,Informed,sub-27,7,1547,6.093,2.225,5.218
I,Excl_naive,sub-27,116,968,9.203,5.783,3.900
I,Naive,sub-27,50,2757,11.233,5.109,4.663
I,Naive,sub-27,108,0,16.991,10.156,-0.072
I,Informed,sub-27,37,2169,10.307,8.129,-1.607
I,Excl_informed,sub-27,41,2161,12.767,2.601,-2.651
I,Naive,sub-27,56,0,11.512,7.308,-3.310
I,Excl_naive,sub-27,111,1403,9.855,1.350,8.171
I,Informed,sub-27,66,1552,7.381,-4.315,3.806
I,Excl_informed,sub-27,91,2446,5.397,3.898,-0.817
I,Excl_informed,sub-27,32,1629,16.152,9.002,-3.541
I,Excl_naive,sub-27,118,2513,9.763,8.816,-4.704
I,Naive,sub-27,80,2442,6.290,8.095,2.228
I,Informed,sub-27,69,1998,-0.921,-2.212,9.224
I,Naive,sub-27,30,1364,14.175,-0.540,0.564
I,Naive,sub-27,85,1499,12.598,-4.224,1.943
I,Naive,sub-27,51,1295,10.826,8.420,0.966
I,Excl_informed,sub-27,99,2184,4.899,-0.715,3.027
I,Excl_naive,sub-27,60,953,10.564,1.839,-0.137
I,Informed,sub-27,95,1529,3.561,1.194,2.017
I,Excl_naive,sub-27,115,1892,19.933,9.704,1.490
I,Naive,sub-27,86,1293,10.746,6.539,5.545
I,Excl_informed,sub-27,8,2123,11.927,5.747,3.189
I,Excl_known,sub-27,53,1856,10.847,4.902,2.389
I,Excl_informed,sub-27,98,1675,14.104,-5.217,-1.350
I,Excl_informed,sub-27,73,2703,11.814,2.756,5.673
I,Naive,sub-27,55,2382,18.001,5.751,2.335
I,Informed,sub-27,64,1417,18.757,13.452,7.778
I,Excl_naive,sub-27,47,1717,4.160,-4.475,4.381
I,Excl_naive,sub-27,24,1050,14.889,3.176,3.440
I,Naive,sub-27,54,0,6.693,-1.855,0.679
I,Informed,sub-27,11,1666,11.575,5.878,6.250
I,Naive,sub-27,48,1153,15.236,5.720,0.103
I,Naive,sub-27,117,1763,9.022,1.564,10.118
I,Excl_naive,sub-27,59,1200,13.342,1.221,7.990
I,Informed,sub-27,33,2401,14.499,-0.088,9.668
I,Excl_informed,sub-27,71,1306,7.545,3.859,0.940
I,Naive,sub-27,113,1430,15.974,1.802,6.152
I,Excl_informed,sub-27,6,2958,15.692,12.085,-2.550
I,Naive,sub-27,119,2462,18.447,5.923,0.067
I,Naive,sub-27,46,1723,12.595,6.139,3.073
I,Naive,sub-27,23,1098,5.266,-1.742,3.987
I,Informed,sub-27,93,2601,17.896,3.028,-1.601
I,Excl_naive,sub-27,29,1460,12.051,-1.363,5.406
