part,condition,subject_id,item_id,RT,P1,N170,N400
I,Informed,sub-10,53,1413,9.081,3.651,-0.155
I,Informed,sub-10,54,1107,2.909,2.943,-0.424
I,Naive,sub-10,100,1224,0.288,-12.995,-5.135
I,Excl_informed,sub-10,26,1249,12.193,3.218,0.967
I,Excl_informed,sub-10,109,1133,10.562,6.671,-3.781
I,Excl_informed,sub-10,50,1206,6.363,5.648,-1.077
I,Excl_informed,sub-10,18,1431,12.857,9.550,-9.077
I,Naive,sub-10,39,1586,7.475,7.115,-0.217
I,Excl_known,sub-10,78,1476,0.988,9.654,-4.635
I,Informed,sub-10,52,1218,9.129,2.565,-5.013
I,Naive,sub-10,35,1368,-0.246,5.932,-1.974
I,Excl_informed,sub-10,110,1291,10.345,9.699,1.275
I,Naive,sub-10,3,1427,5.776,4.362,-7.139
I,Excl_known,sub-10,81,1772,15.556,9.811,-1.608
I,Naive,sub-10,12,1551,1.848,-0.766,-5.007
I,Informed,sub-10,111,1252,9.021,15.175,-0.124
I,Excl_informed,sub-10,77,2186,8.391,2.456,-7.861
I,Informed,sub-10,28,1423,7.340,-0.069,0.046
I,Excl_known,sub-10,101,1181,6.604,0.872,-3.435
I,Excl_informed,sub-10,120,1252,4.962,8.427,-2.760
I,Naive,sub-10,31,1338,5.138,-3.162,-0.196
I,Naive,sub-10,98,1537,13.812,9.836,-2.446
I,Informed,sub-10,115,1124,15.055,9.819,-1.909
I,Naive,sub-10,75,1713,2.717,4.810,-1.940
I,Naive,sub-10,95,1115,3.103,0.414,2.662
I,Informed,sub-10,114,1247,3.675,9.265,-1.986
I,Informed,sub-10,49,1307,11.848,13.808,-0.305
I,Naive,sub-10,33,1252,17.909,10.617,-5.605
I,Excl_known,sub-10,47,990,8.237,-4.176,3.732
I,Naive,sub-10,34,1357,9.925,6.594,-9.895
I,Naive,sub-10,69,1408,20.875,9.611,10.124
I,Informed,sub-10,113,1235,6.806,2.153,4.983
I,Excl_informed,sub-10,87,1029,16.772,8.690,-4.166
I,Informed,sub-10,19,2009,6.586,6.809,-0.701
I,Naive,sub-10,45,1325,-0.306,16.403,-3.178
I,Informed,sub-10,16,883,7.728,-1.899,-4.714
I,Informed,sub-10,117,1882,10.377,7.842,2.288
I,Informed,sub-10,48,967,0.492,8.716,-2.561
I,Informed,sub-10,24,1250,10.675,2.867,-2.090
I,Excl_naive,sub-10,43,922,1.136,0.285,-0.377
I,Excl_informed,sub-10,30,1945,11.007,5.568,1.165
I,Naive,sub-10,72,1845,2.202,7.956,-4.786
I,Informed,sub-10,83,979,17.277,9.272,7.409
I,Naive,sub-10,32,737,23.733,10.801,-3.855
I,Informed,sub-10,108,636,16.724,10.957,-5.577
I,Excl_naive,sub-10,7,1295,1.146,3.788,-2.276
I,Naive,sub-10,71,860,7.190,5.034,-0.487
I,Naive,sub-10,91,1561,-0.877,5.744,-1.233
I,Excl_known,sub-10,38,1860,5.545,14.387,-7.044
I,Naive,sub-10,4,909,8.702,-0.618,-5.315
I,Naive,sub-10,93,1342,4.803,7.022,0.733
I,Excl_naive,sub-10,65,1254,1.360,5.835,-0.939
I,Excl_informed,sub-10,29,1191,8.728,2.089,-4.001
