VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_16	2	r	211	87	Maiskolben-Entkoerner.bmp	Maiskolben	entkörnen	richtig	unbekannt	221	1	204	1189	
VP_16	2	r	211	46	plattenheber.bmp	heiße Platten	anheben	richtig	unbekannt	221	1	204	1473	
VP_16	2	r	211	14	heizpilz.bmp	Rasierklinge	schärfen	falsch	unbekannt	222	2	203	737	
VP_16	2	r	211	121	videokassette.bmp				bekannt	230	4	201	896	
VP_16	2	r	211	76	galvanometer_2.bmp	Stromstärke	messen	richtig	unbekannt	221	1	204	1079	
VP_16	2	r	211	121	korkenzieher.bmp				bekannt	230	4	201	832	
VP_16	2	r	211	121	salzstreuer.bmp				bekannt	230	4	201	931	
VP_16	2	r	211	86	Historische_Waschmaschine.bmp	Kleidung	im Eimer waschen	richtig	unbekannt	221	2	203	1146	
VP_16	2	r	211	121	wasserkocher.bmp				bekannt	230	4	201	776	
VP_16	2	r	211	121	anker.bmp				bekannt	230	4	201	708	
VP_16	2	r	211	121	aschenbecher.bmp				bekannt	230	4	201	1055	
VP_16	2	r	211	120	loetlampe.bmp	Brenner	löten	richtig	unbekannt	221	2	203	915	
VP_16	2	r	211	74	Brenneisen.bmp	Luftdruck	messen	falsch	unbekannt	222	1	204	707	
VP_16	2	r	211	17	grammophonnadel.bmp	Schallplatte	abtasten	richtig	unbekannt	221	1	204	1357	
VP_16	2	r	211	121	schluessel.bmp				bekannt	230	4	201	601	
VP_16	2	r	211	121	handruehrgeraet.bmp				bekannt	230	4	201	693	
VP_16	2	r	211	25	cork_inserter.bmp	Flaschenkorken	einführen	richtig	unbekannt	221	4	201	851	
VP_16	2	r	211	50	Glasresonanz-Cello.bmp	Glaskörper	musizieren	richtig	unbekannt	221	2	203	972	
VP_16	2	r	211	108	schluesselloch-cutter.bmp	Schlüsselloch	stanzen	richtig	unbekannt	221	1	204	998	
VP_16	2	r	211	35	karbidlampe.bmp	Knie	fixieren	falsch	unbekannt	222	2	203	950	
VP_16	2	r	211	121	kassette.bmp				bekannt	230	4	201	626	
VP_16	2	r	211	119	Muenzspender.bmp	Münzen	aufbewahren	richtig	unbekannt	221	2	203	879	
VP_16	2	r	211	64	brillenglasschneidemaschine.bmp	Saatgut	gleichmäßig aussäen	falsch	unbekannt	222	2	203	1066	
VP_16	2	r	211	100	Luftdruckmessgeraete.bmp	Knochen	sägen	falsch	unbekannt	222	3	202	1034	
VP_16	2	r	211	121	klobuerste.bmp				bekannt	230	4	201	835	
VP_16	2	r	211	121	radiergummi.bmp				bekannt	230	4	201	1360	
VP_16	2	r	211	6	Goldmuenzen-Waage.bmp	Farbe	vom Fenster abschleifen	falsch	unbekannt	222	2	203	1141	
VP_16	2	r	211	91	zaehlgeraet_fuer_lieferungen.bmp	Außenbereich	heizen	falsch	unbekannt	222	2	203	1128	
VP_16	2	r	211	121	steckdose.bmp				bekannt	230	4	201	783	
VP_16	2	r	211	71	Stampf-Fiedel.bmp	Goldmünzen	wiegen	falsch	unbekannt	222	1	204	854	
VP_16	2	r	211	55	feuertuergelenk.bmp	Türgelenk	Feuer überstehen	richtig	unbekannt	221	1	204	980	
VP_16	2	r	211	121	fernglas.bmp				bekannt	230	4	201	828	
VP_16	2	r	211	58	elektrisches_radiergummi.bmp	Radiergummi	mit Strom betreiben	richtig	unbekannt	221	2	203	1025	
VP_16	2	r	211	116	Eierwaage.bmp	Eier	wiegen	richtig	unbekannt	221	1	204	1170	
VP_16	2	r	211	97	Korkenpresse_2.bmp	Sternenbilder	vermessen	falsch	unbekannt	222	1	204	901	
VP_16	2	r	211	121	handschellen.bmp				bekannt	230	4	201	646	
VP_16	2	r	211	7	Knie-Schraubstock.bmp	Buchstaben	tippen	falsch	unbekannt	222	2	203	871	
VP_16	2	r	211	121	herd.bmp				bekannt	230	4	201	960	
VP_16	2	r	211	67	haecksler.bmp	Draht	wickeln	falsch	unbekannt	222	1	204	1218	
VP_16	2	r	211	98	Mechanische_Erektionshilfe.bmp	Waffe	werfen	falsch	unbekannt	222	1	204	907	
VP_16	2	r	211	121	brecheisen.bmp				bekannt	230	2	203	1013	
VP_16	2	r	211	70	Morse-Geraet.bmp	Feldanbau	häckseln	falsch	unbekannt	222	2	203	871	
VP_16	2	r	211	121	hacke.bmp				bekannt	230	4	201	1016	
VP_16	2	r	211	121	drucker.bmp				bekannt	230	4	201	720	
VP_16	2	r	211	121	rechen.bmp				bekannt	230	4	201	632	
VP_16	2	r	211	121	stempel.bmp				bekannt	230	4	201	703	
VP_16	2	r	211	121	schaufel.bmp				bekannt	230	4	201	513	
VP_16	2	r	211	121	nudelholz.bmp				bekannt	230	4	201	593	
VP_16	2	r	211	118	Siebenmeilenstiefel.bmp	Schritte	vergrößern	richtig	unbekannt	221	4	201	1194	
VP_16	2	r	211	114	Sonnenlichtsintensitaetsmesser.bmp	Sonnenlicht	Intensität messen	richtig	unbekannt	221	2	203	1138	
VP_16	2	r	211	23	Bandagen-Roller.bmp	Bandage	rollen	richtig	unbekannt	221	1	204	903	
VP_16	2	r	211	121	pfeffermuehle.bmp				bekannt	230	4	201	648	
VP_16	2	r	211	121	diabolo.bmp				bekannt	230	4	201	1074	
VP_16	2	r	211	121	besen.bmp				bekannt	230	4	201	546	
VP_16	2	r	211	121	zahnbuerste.bmp				bekannt	230	4	201	654	
VP_16	2	r	211	32	radiofrequenzeinsteller.bmp	Erektion	helfen	falsch	unbekannt	222	2	203	900	
VP_16	2	r	211	121	schere.bmp				bekannt	230	4	201	674	
VP_16	2	r	211	27	Korngarbengreifer.bmp	Korngarbe	greifen	richtig	unbekannt	221	4	201	790	
VP_16	2	r	211	41	Sprengstoff-Zuender.bmp	Fisch	wiegen	falsch	unbekannt	222	1	204	872	
VP_16	2	r	211	30	Grossfisch-Angelkurbel.bmp	Angelschnur	kurbeln	richtig	unbekannt	221	1	204	805	
VP_16	2	r	211	84	pferdeschuh.bmp	Pferd	im Moor laufen	richtig	unbekannt	221	1	204	807	
VP_16	2	r	211	49	mikrotom.bmp	Mikroskop-Proben	schneiden	richtig	unbekannt	221	1	204	910	
VP_16	2	r	211	16	krawattenaufhaenger.bmp	Krawatten	aufhängen	richtig	unbekannt	221	1	204	713	
VP_16	2	r	211	121	spritze.bmp				bekannt	230	4	201	764	
VP_16	2	r	211	121	buegeleisen.bmp				bekannt	230	4	201	665	
VP_16	2	r	211	121	angel.bmp				bekannt	230	4	201	1016	
VP_16	2	r	211	121	slotmachine.bmp				bekannt	230	4	201	982	
VP_16	2	r	211	112	mundsperrer.bmp	Mund	offen halten	richtig	unbekannt	221	1	204	645	
VP_16	2	r	211	121	giesskanne.bmp				bekannt	230	4	201	746	
VP_16	2	r	211	43	Bleistiftspitzer.bmp	Angel	Köder markieren	falsch	unbekannt	222	1	204	1523	
VP_16	2	r	211	121	trichter.bmp				bekannt	230	4	201	606	
VP_16	2	r	211	77	tierfalle.bmp	Tier	einfangen	richtig	unbekannt	221	1	204	1017	
VP_16	2	r	211	80	Buchbinder.bmp	Buch	binden	richtig	unbekannt	221	1	204	928	
VP_16	2	r	211	121	trompete.bmp				bekannt	230	4	201	551	
VP_16	2	r	211	121	mikrofon.bmp				bekannt	230	4	201	592	
VP_16	2	r	211	60	Telegraphier-Geraet.bmp	Botschaft	telegrafieren	richtig	unbekannt	221	1	204	685	
VP_16	2	r	211	121	pfeife.bmp				bekannt	230	4	201	592	
VP_16	2	r	211	106	uhrwerk.bmp	Uhrzeit	anzeigen	richtig	unbekannt	221	1	204	892	
VP_16	2	r	211	121	sieb.bmp				bekannt	230	4	201	839	
VP_16	2	r	211	39	Thermopneumatische_Uhr.bmp	Körper	untersuchen	falsch	unbekannt	222	1	204	1164	
