VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_21	1	l	211	121	foehn.bmp				bekannt	230	1	201	1186	
VP_21	1	l	211	121	lineal.bmp				bekannt	230	1	201	728	
VP_21	1	l	211	30	Grossfisch-Angelkurbel.bmp	Glaskörper	musizieren	falsch	unbekannt	222	3	203	1762	
VP_21	1	l	211	98	Mechanische_Erektionshilfe.bmp	Erektion	helfen	richtig	unbekannt	221	4	204	2283	
VP_21	1	l	211	3	Knochensaege.bmp	Knochen	sägen	richtig	unbekannt	221	4	204	2308	
VP_21	1	l	211	121	trillerpfeife.bmp				bekannt	230	1	201	908	
VP_21	1	l	211	121	taschenmesser.bmp				bekannt	230	1	201	982	
VP_21	1	l	211	1	galvanometer.bmp	elektrische Spannung	prüfen	richtig	unbekannt	221	4	204	1538	
VP_21	1	l	211	121	pfeife.bmp				bekannt	230	1	201	901	
VP_21	1	l	211	107	Windgeschwindigkeitsmesser.bmp	Waffe	entflammen	falsch	unbekannt	222	3	203	1836	
VP_21	1	l	211	20	orgelpfeife.bmp	Bandage	rollen	falsch	unbekannt	222	3	203	2093	
VP_21	1	l	211	121	klavier.bmp				bekannt	230	1	201	1813	
VP_21	1	l	211	121	mikrofon.bmp				bekannt	230	1	201	812	
VP_21	1	l	211	18	glasschneider.bmp	Eier	wiegen	falsch	unbekannt	222	2	202	2522	
VP_21	1	l	211	121	giesskanne.bmp				bekannt	230	1	201	1095	
VP_21	1	l	211	114	Sonnenlichtsintensitaetsmesser.bmp	Krawatten	aufhängen	falsch	unbekannt	222	2	202	1682	
VP_21	1	l	211	121	hammer.bmp				bekannt	230	1	201	1026	
VP_21	1	l	211	121	bohrmaschine.bmp				bekannt	230	1	201	745	
VP_21	1	l	211	121	lampe.bmp				bekannt	230	1	201	784	
VP_21	1	l	211	121	tischtennisschlaeger.bmp				bekannt	230	1	201	529	
VP_21	1	l	211	62	Selbstreinigendes_Katzenklo.bmp	Katzenklo	sich selbst reinigen	richtig	unbekannt	221	2	202	1223	
VP_21	1	l	211	95	Fischwaage.bmp	Fisch	wiegen	richtig	unbekannt	221	3	203	1722	
VP_21	1	l	211	117	Selbstwaessernder_Blumentopf.bmp	Glas	schneiden	falsch	unbekannt	222	3	203	2025	
VP_21	1	l	211	37	Saemaschine.bmp	Saatgut	gleichmäßig aussäen	richtig	unbekannt	221	3	203	1751	
VP_21	1	l	211	121	hacke.bmp				bekannt	230	1	201	1190	
VP_21	1	l	211	7	Knie-Schraubstock.bmp	Knie	fixieren	richtig	unbekannt	221	4	204	2230	
VP_21	1	l	211	121	sattel.bmp				bekannt	230	1	201	1307	
VP_21	1	l	211	121	regenschirm.bmp				bekannt	230	1	201	713	
VP_21	1	l	211	74	Brenneisen.bmp	Zeichen	einbrennen	richtig	unbekannt	221	3	203	1647	
VP_21	1	l	211	121	naehmaschine.bmp				bekannt	230	1	201	842	
VP_21	1	l	211	121	handschellen.bmp				bekannt	230	1	201	779	
VP_21	1	l	211	99	heliotrop.bmp	Streckenmaß	Sonnenlicht nutzen	richtig	unbekannt	221	2	202	2423	
VP_21	1	l	211	80	Buchbinder.bmp	Löcher	bohren	falsch	unbekannt	222	2	202	2201	
VP_21	1	l	211	120	loetlampe.bmp	Flaschenkorken	einführen	falsch	unbekannt	222	3	203	2032	
VP_21	1	l	211	121	zirkel.bmp				bekannt	230	1	201	993	
VP_21	1	l	211	121	leiter.bmp				bekannt	230	1	201	1188	
VP_21	1	l	211	100	Luftdruckmessgeraete.bmp	Luftdruck	messen	richtig	unbekannt	221	2	202	2145	
VP_21	1	l	211	121	drucker.bmp				bekannt	230	1	201	761	
VP_21	1	l	211	31	Kurvenmalgeraet.bmp	Kurven	malen	richtig	unbekannt	221	4	204	1778	
VP_21	1	l	211	121	buegeleisen.bmp				bekannt	230	1	201	694	
VP_21	1	l	211	38	Flaschentrockner.bmp	Flaschen	trocknen	richtig	unbekannt	221	4	204	1633	
VP_21	1	l	211	121	tacker.bmp				bekannt	230	1	201	920	
VP_21	1	l	211	121	rasierpinsel.bmp				bekannt	230	1	201	818	
VP_21	1	l	211	27	Korngarbengreifer.bmp	Treibhaus	heizen	falsch	unbekannt	222	1	201	1335	
VP_21	1	l	211	6	Goldmuenzen-Waage.bmp	Goldmünzen	wiegen	richtig	unbekannt	221	3	203	1729	
VP_21	1	l	211	121	wecker.bmp				bekannt	230	1	201	774	
VP_21	1	l	211	2	nudelmaschine.bmp	Makkaroni	formen	richtig	unbekannt	221	3	203	1716	
VP_21	1	l	211	121	dosenoeffner.bmp				bekannt	230	1	201	1111	
VP_21	1	l	211	69	filar_micrometer.bmp	Sternenbilder	vermessen	richtig	unbekannt	221	4	204	2027	
