VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_13	1	l	211	31	Kurvenmalgeraet.bmp	Kurven	malen	richtig	unbekannt	221	4	204	2339	
VP_13	1	l	211	55	feuertuergelenk.bmp	Botschaft	telegrafieren	falsch	unbekannt	222	4	204	2021	
VP_13	1	l	211	106	uhrwerk.bmp	altes Ritual	hacken	falsch	unbekannt	222	4	204	2095	
VP_13	1	l	211	50	Glasresonanz-Cello.bmp	Kork	flach pressen	falsch	unbekannt	222	3	203	1992	
VP_13	1	l	211	89	planimeter.bmp	Brenner	löten	falsch	unbekannt	222	4	204	1851	
VP_13	1	l	211	107	Windgeschwindigkeitsmesser.bmp	Waffe	entflammen	falsch	unbekannt	222	4	204	2201	
VP_13	1	l	211	91	zaehlgeraet_fuer_lieferungen.bmp	Lieferungen	abzählen	richtig	unbekannt	221	2	202	2674	
VP_13	1	l	211	111	Vakuumpumpe.bmp	Briketts	pressen	falsch	unbekannt	222	3	203	2990	
VP_13	1	l	211	93	Kuenstliches Herz.bmp	Herz	durch Maschine ersetzen	richtig	unbekannt	221	4	204	1518	
VP_13	1	l	211	10	schreibmaschine.bmp	Buchstaben	tippen	richtig	unbekannt	221	4	204	2520	
VP_13	1	l	211	116	Eierwaage.bmp	Leierkasten	klingen	falsch	unbekannt	222	4	204	2323	
VP_13	1	l	211	121	kamera.bmp				bekannt	230	1	201	1462	
VP_13	1	l	211	85	Rituelles_Hackmesser.bmp	Spannung	erzeugen	falsch	unbekannt	222	4	204	1634	
VP_13	1	l	211	117	Selbstwaessernder_Blumentopf.bmp	Glas	schneiden	falsch	unbekannt	222	4	204	2212	
VP_13	1	l	211	28	Briefwaage.bmp	Korngarbe	greifen	falsch	unbekannt	222	4	204	1855	
VP_13	1	l	211	121	giesskanne.bmp				bekannt	230	1	201	1525	
VP_13	1	l	211	121	korkenzieher.bmp				bekannt	230	1	201	1064	
VP_13	1	l	211	121	trommel.bmp				bekannt	230	1	201	1091	
VP_13	1	l	211	63	pleximeter.bmp	Körper	untersuchen	richtig	unbekannt	221	4	204	1852	
VP_13	1	l	211	121	dusche.bmp				bekannt	230	1	201	1223	
VP_13	1	l	211	14	heizpilz.bmp	Außenbereich	heizen	richtig	unbekannt	221	0	0	0	
VP_13	1	l	211	41	Sprengstoff-Zuender.bmp	Sprengstoffexplosion	auslösen	richtig	unbekannt	221	4	204	1436	
VP_13	1	l	211	118	Siebenmeilenstiefel.bmp	Tabletten	zerteilen	falsch	unbekannt	222	4	204	1604	
