VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_14	2	l	211	14	heizpilz.bmp	Rasierklinge	schärfen	falsch	unbekannt	222	1	201	2381	
VP_14	2	l	211	106	uhrwerk.bmp	Uhrzeit	anzeigen	richtig	unbekannt	221	4	204	2305	
VP_14	2	l	211	19	Brikettpresse.bmp	Briketts	pressen	richtig	unbekannt	221	4	204	1855	
VP_14	2	l	211	121	gabel.bmp				bekannt	230	1	201	848	
VP_14	2	l	211	121	wasserkocher.bmp				bekannt	230	1	201	652	
VP_14	2	l	211	121	buegeleisen.bmp				bekannt	230	1	201	1497	
VP_14	2	l	211	20	orgelpfeife.bmp	Orgelton	erzeugen	richtig	unbekannt	221	4	204	1666	
VP_14	2	l	211	121	pfannenwender.bmp				bekannt	230	1	201	839	
VP_14	2	l	211	88	Ball-Wurfmaschine.bmp	Ball	katapultieren	richtig	unbekannt	221	4	204	1238	
VP_14	2	l	211	53	toaster.bmp	Toastbrot	rösten	richtig	unbekannt	221	2	202	1925	
VP_14	2	l	211	54	steigbuegel.bmp	Fußstütze	reiten	richtig	unbekannt	221	4	204	1353	
VP_14	2	l	211	39	Thermopneumatische_Uhr.bmp	Körper	untersuchen	falsch	unbekannt	222	4	204	1824	
VP_14	2	l	211	112	mundsperrer.bmp	Mund	offen halten	richtig	unbekannt	221	4	204	1479	
VP_14	2	l	211	70	Morse-Geraet.bmp	Feldanbau	häckseln	falsch	unbekannt	222	3	203	2450	
VP_14	2	l	211	121	saege.bmp				bekannt	230	1	201	807	
VP_14	2	l	211	121	zollstock.bmp				bekannt	230	1	201	775	
VP_14	2	l	211	121	locher.bmp				bekannt	230	1	201	758	
VP_14	2	l	211	121	kamm.bmp				bekannt	230	1	201	1459	
VP_14	2	l	211	121	puerierstab.bmp				bekannt	230	1	201	660	
VP_14	2	l	211	15	mikroskop.bmp	Katzenklo	sich selbst reinigen	falsch	unbekannt	222	4	204	2052	
VP_14	2	l	211	108	schluesselloch-cutter.bmp	Schlüsselloch	stanzen	richtig	unbekannt	221	4	204	929	
VP_14	2	l	211	121	schere.bmp				bekannt	230	1	201	640	
VP_14	2	l	211	58	elektrisches_radiergummi.bmp	Radiergummi	mit Strom betreiben	richtig	unbekannt	221	3	203	1792	
VP_14	2	l	211	121	astschere.bmp				bekannt	230	2	202	1963	
VP_14	2	l	211	107	Windgeschwindigkeitsmesser.bmp	Windgeschwindigkeit	messen	richtig	unbekannt	221	3	203	1734	
VP_14	2	l	211	121	steckdose.bmp				bekannt	230	1	201	778	
VP_14	2	l	211	43	Bleistiftspitzer.bmp	Angel	Köder markieren	falsch	unbekannt	222	4	204	1166	
VP_14	2	l	211	121	kinderwagen.bmp				bekannt	230	1	201	707	
VP_14	2	l	211	121	videokassette.bmp				bekannt	230	1	201	670	
VP_14	2	l	211	121	gitarre.bmp				bekannt	230	1	201	823	
VP_14	2	l	211	121	angel.bmp				bekannt	230	1	201	659	
VP_14	2	l	211	29	4erbohrer.bmp	Löcher	bohren	richtig	unbekannt	221	4	204	1360	
VP_14	2	l	211	121	spritze.bmp				bekannt	230	1	201	799	
VP_14	2	l	211	26	Huehnereier-Brutautomat.bmp	Automat	Eier ausbrüten	richtig	unbekannt	221	4	204	942	
VP_14	2	l	211	121	kopfhoerer.bmp				bekannt	230	1	201	593	
VP_14	2	l	211	121	handy.bmp				bekannt	230	1	201	786	
