VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_15	1	r	211	121	wasserkocher.bmp				bekannt	230	4	201	1736	
VP_15	1	r	211	121	telefon.bmp				bekannt	230	4	201	1205	
VP_15	1	r	211	107	Windgeschwindigkeitsmesser.bmp	Waffe	entflammen	falsch	unbekannt	222	1	204	2572	
VP_15	1	r	211	121	handschellen.bmp				bekannt	230	4	201	1180	
VP_15	1	r	211	121	trommel.bmp				bekannt	230	4	201	1180	
VP_15	1	r	211	121	rasenmaeher.bmp				bekannt	230	4	201	1125	
VP_15	1	r	211	121	klobuerste.bmp				bekannt	230	4	201	1072	
VP_15	1	r	211	31	Kurvenmalgeraet.bmp	Kurven	malen	richtig	unbekannt	221	1	204	2366	
VP_15	1	r	211	87	Maiskolben-Entkoerner.bmp	Brief	wiegen	falsch	unbekannt	222	1	204	2535	
VP_15	1	r	211	78	Messerschleifer.bmp	Schritte	vergrößern	falsch	unbekannt	222	0	0	0	
VP_15	1	r	211	121	ventilator.bmp				bekannt	230	4	201	1142	
VP_15	1	r	211	121	tischtennisschlaeger.bmp				bekannt	230	4	201	922	
VP_15	1	r	211	121	stempel.bmp				bekannt	230	4	201	1374	
VP_15	1	r	211	83	hebel_fuer_fassbauer.bmp	Mikroskop-Proben	schneiden	falsch	unbekannt	222	1	204	1801	
VP_15	1	r	211	20	orgelpfeife.bmp	Bandage	rollen	falsch	unbekannt	222	1	204	1364	
VP_15	1	r	211	30	Grossfisch-Angelkurbel.bmp	Glaskörper	musizieren	falsch	unbekannt	222	1	204	1453	
VP_15	1	r	211	121	foehn.bmp				bekannt	230	4	201	892	
VP_15	1	r	211	121	lineal.bmp				bekannt	230	4	201	1538	
VP_15	1	r	211	121	slotmachine.bmp				bekannt	230	4	201	1898	
VP_15	1	r	211	52	mandelnentferner.bmp	Film	aufspulen	falsch	unbekannt	222	1	204	1380	
VP_15	1	r	211	121	schere.bmp				bekannt	230	4	201	1160	
VP_15	1	r	211	121	brille.bmp				bekannt	230	4	201	1020	
VP_15	1	r	211	121	pfannenwender.bmp				bekannt	230	4	201	1097	
VP_15	1	r	211	108	schluesselloch-cutter.bmp	Automat	Eier ausbrüten	falsch	unbekannt	222	1	204	1386	
VP_15	1	r	211	121	sparschwein.bmp				bekannt	230	4	201	1210	
VP_15	1	r	211	100	Luftdruckmessgeraete.bmp	Luftdruck	messen	richtig	unbekannt	221	1	204	1519	
VP_15	1	r	211	121	steckdose.bmp				bekannt	230	4	201	859	
VP_15	1	r	211	121	aschenbecher.bmp				bekannt	230	4	201	1029	
VP_15	1	r	211	45	rasierklingenschaerfer.bmp	Rasierklinge	schärfen	richtig	unbekannt	221	1	204	1404	
VP_15	1	r	211	121	nagelfeile.bmp				bekannt	230	4	201	870	
VP_15	1	r	211	84	pferdeschuh.bmp	Luft	abpumpen	falsch	unbekannt	222	2	203	1619	
VP_15	1	r	211	12	trimmdichgeraet.bmp	Körper	trainieren	richtig	unbekannt	221	1	204	1625	
VP_15	1	r	211	121	uhr.bmp				bekannt	230	4	201	830	
VP_15	1	r	211	121	zollstock.bmp				bekannt	230	4	201	1237	
VP_15	1	r	211	37	Saemaschine.bmp	Saatgut	gleichmäßig aussäen	richtig	unbekannt	221	1	204	1351	
VP_15	1	r	211	121	sieb.bmp				bekannt	230	4	201	1267	
VP_15	1	r	211	19	Brikettpresse.bmp	Narkosemittel	abgeben	falsch	unbekannt	222	1	204	1199	
VP_15	1	r	211	121	korkenzieher.bmp				bekannt	230	4	201	994	
VP_15	1	r	211	111	Vakuumpumpe.bmp	Briketts	pressen	falsch	unbekannt	222	1	204	1324	
VP_15	1	r	211	121	dusche.bmp				bekannt	230	4	201	1739	
VP_15	1	r	211	121	waage.bmp				bekannt	230	4	201	1135	
VP_15	1	r	211	121	handy.bmp				bekannt	230	4	201	1049	
VP_15	1	r	211	86	Historische_Waschmaschine.bmp	Türgelenk	Feuer überstehen	falsch	unbekannt	222	1	204	1077	
VP_15	1	r	211	7	Knie-Schraubstock.bmp	Knie	fixieren	richtig	unbekannt	221	1	204	1140	
VP_15	1	r	211	121	pfeffermuehle.bmp				bekannt	230	4	201	839	
VP_15	1	r	211	121	kassette.bmp				bekannt	230	4	201	847	
VP_15	1	r	211	121	axt.bmp				bekannt	230	4	201	1499	
VP_15	1	r	211	121	maulschluessel.bmp				bekannt	230	4	201	1968	
VP_15	1	r	211	94	seilschneider.bmp	Seil	schneiden	richtig	unbekannt	221	1	204	1112	
VP_15	1	r	211	80	Buchbinder.bmp	Löcher	bohren	falsch	unbekannt	222	1	204	1274	
VP_15	1	r	211	121	tacker.bmp				bekannt	230	4	201	912	
VP_15	1	r	211	16	krawattenaufhaenger.bmp	Zeichnungen	vermessen	falsch	unbekannt	222	1	204	993	
VP_15	1	r	211	3	Knochensaege.bmp	Knochen	sägen	richtig	unbekannt	221	1	204	1558	
VP_15	1	r	211	121	raclette-grill.bmp				bekannt	230	4	201	2321	
VP_15	1	r	211	121	trillerpfeife.bmp				bekannt	230	4	201	1101	
VP_15	1	r	211	75	Tabakschneider.bmp	Tabak	zermahlen	richtig	unbekannt	221	2	203	1762	
VP_15	1	r	211	121	schneebesen.bmp				bekannt	230	4	201	909	
VP_15	1	r	211	99	heliotrop.bmp	Streckenmaß	Sonnenlicht nutzen	richtig	unbekannt	221	1	204	1980	
VP_15	1	r	211	8	Eierkarton-Presse.bmp	Eierkarton	pressen	richtig	unbekannt	221	1	204	1830	
VP_15	1	r	211	121	kopfhoerer.bmp				bekannt	230	4	201	841	
VP_15	1	r	211	121	spritze.bmp				bekannt	230	4	201	1159	
VP_15	1	r	211	4	Unkraut-Jaetzange.bmp	Unkraut	jäten	richtig	unbekannt	221	1	204	1695	
VP_15	1	r	211	39	Thermopneumatische_Uhr.bmp	Uhr	mit Wärme betreiben	richtig	unbekannt	221	1	204	1323	
VP_15	1	r	211	72	schneekette.bmp	Schuhe	auf Eis laufen	richtig	unbekannt	221	1	204	1584	
VP_15	1	r	211	121	dosenoeffner.bmp				bekannt	230	4	201	1106	
VP_15	1	r	211	1	galvanometer.bmp	elektrische Spannung	prüfen	richtig	unbekannt	221	1	204	1299	
VP_15	1	r	211	97	Korkenpresse_2.bmp	Korken	formen	richtig	unbekannt	221	1	204	1607	
VP_15	1	r	211	121	rasierpinsel.bmp				bekannt	230	4	201	953	
VP_15	1	r	211	18	glasschneider.bmp	Eier	wiegen	falsch	unbekannt	222	2	203	1878	
VP_15	1	r	211	121	wecker.bmp				bekannt	230	4	201	916	
VP_15	1	r	211	121	naehmaschine.bmp				bekannt	230	4	201	1283	
VP_15	1	r	211	121	hammer.bmp				bekannt	230	4	201	1026	
VP_15	1	r	211	48	Flammenwerfer-Aufsatz.bmp	Uhrzeit	anzeigen	falsch	unbekannt	222	2	203	1244	
VP_15	1	r	211	47	filmrolle.bmp	Mund	offen halten	falsch	unbekannt	222	1	204	940	
VP_15	1	r	211	121	anker.bmp				bekannt	230	4	201	918	
VP_15	1	r	211	121	stethoskop.bmp				bekannt	230	4	201	1057	
VP_15	1	r	211	105	dieselstandmessgeraet.bmp	Tankfüllstand	messen	richtig	unbekannt	221	4	201	1441	
VP_15	1	r	211	121	bohrmaschine.bmp				bekannt	230	4	201	960	
VP_15	1	r	211	15	mikroskop.bmp	Pflanzenteile	vergrößern	richtig	unbekannt	221	1	204	1278	
VP_15	1	r	211	119	Muenzspender.bmp	Kutschrad	anschließen	falsch	unbekannt	222	3	202	1888	
VP_15	1	r	211	121	kasse.bmp				bekannt	230	4	201	1186	
VP_15	1	r	211	115	wagenradschloss.bmp	Angelschnur	kurbeln	falsch	unbekannt	222	1	204	1295	
VP_15	1	r	211	121	hacke.bmp				bekannt	230	4	201	1066	
VP_15	1	r	211	14	heizpilz.bmp	Außenbereich	heizen	richtig	unbekannt	221	2	203	1666	
VP_15	1	r	211	68	Roemisches_Senklot.bmp	Schnurlot	absenken	richtig	unbekannt	221	1	204	1280	
VP_15	1	r	211	121	mikrowelle.bmp				bekannt	230	4	201	980	
VP_15	1	r	211	121	radio.bmp				bekannt	230	4	201	772	
VP_15	1	r	211	120	loetlampe.bmp	Flaschenkorken	einführen	falsch	unbekannt	222	1	204	1070	
VP_15	1	r	211	53	toaster.bmp	Autobatterie	Spannung testen	falsch	unbekannt	222	1	204	1135	
VP_15	1	r	211	121	waschmaschine.bmp				bekannt	230	4	201	755	
VP_15	1	r	211	121	zirkel.bmp				bekannt	230	4	201	1152	
VP_15	1	r	211	9	Baum-Klettereisen.bmp	Baum	erklettern	richtig	unbekannt	221	1	204	1286	
VP_15	1	r	211	121	radiergummi.bmp				bekannt	230	4	201	1487	
VP_15	1	r	211	90	elektroschockspiel.bmp	Weinfass	Loch einschlagen	falsch	unbekannt	222	1	204	1163	
VP_15	1	r	211	121	besen.bmp				bekannt	230	4	201	858	
VP_15	1	r	211	121	reibe.bmp				bekannt	230	4	201	844	
VP_15	1	r	211	121	grill.bmp				bekannt	230	4	201	1106	
VP_15	1	r	211	85	Rituelles_Hackmesser.bmp	Spannung	erzeugen	falsch	unbekannt	222	1	204	1341	
VP_15	1	r	211	71	Stampf-Fiedel.bmp	Musikgerät	stampfen	richtig	unbekannt	221	1	204	1103	
VP_15	1	r	211	121	locher.bmp				bekannt	230	4	201	907	
VP_15	1	r	211	11	Elektro-Akkordeon.bmp	Akkordeon	spielen	richtig	unbekannt	221	1	204	1078	
VP_15	1	r	211	77	tierfalle.bmp	Maiskolben	entkörnen	falsch	unbekannt	222	1	204	1257	
VP_15	1	r	211	121	feuerzeug.bmp				bekannt	230	4	201	933	
VP_15	1	r	211	55	feuertuergelenk.bmp	Botschaft	telegrafieren	falsch	unbekannt	222	1	204	1281	
VP_15	1	r	211	106	uhrwerk.bmp	altes Ritual	hacken	falsch	unbekannt	222	1	204	1150	
VP_15	1	r	211	118	Siebenmeilenstiefel.bmp	Tabletten	zerteilen	falsch	unbekannt	222	1	204	1575	
VP_15	1	r	211	81	korkenpresse.bmp	Elektroschock	spielen	falsch	unbekannt	222	2	203	1214	
VP_15	1	r	211	121	gitarre.bmp				bekannt	230	4	201	914	
VP_15	1	r	211	121	nudelholz.bmp				bekannt	230	4	201	681	
VP_15	1	r	211	33	Zaepfchenpresse.bmp	Zäpfchen	pressen	richtig	unbekannt	221	1	204	1139	
VP_15	1	r	211	61	schwimmer.bmp	Angel	Köder markieren	richtig	unbekannt	221	2	203	1337	
VP_15	1	r	211	64	brillenglasschneidemaschine.bmp	Brillenglas	zuschneiden	richtig	unbekannt	221	1	204	1116	
VP_15	1	r	211	121	buegel.bmp				bekannt	230	4	201	767	
VP_15	1	r	211	121	drucker.bmp				bekannt	230	4	201	906	
VP_15	1	r	211	121	thermometer.bmp				bekannt	230	4	201	699	
VP_15	1	r	211	32	radiofrequenzeinsteller.bmp	Radiofrequenz	einstellen	richtig	unbekannt	221	1	204	1236	
VP_15	1	r	211	121	astschere.bmp				bekannt	230	4	201	1787	
VP_15	1	r	211	62	Selbstreinigendes_Katzenklo.bmp	Katzenklo	sich selbst reinigen	richtig	unbekannt	221	4	201	1272	
VP_15	1	r	211	76	galvanometer_2.bmp	Mandeln	operieren	falsch	unbekannt	222	1	204	1181	
VP_15	1	r	211	121	schluessel.bmp				bekannt	230	4	201	861	
VP_15	1	r	211	121	diabolo.bmp				bekannt	230	4	201	1162	
VP_15	1	r	211	121	sichel.bmp				bekannt	230	2	203	1268	
VP_15	1	r	211	121	pinzette.bmp				bekannt	230	4	201	977	
VP_15	1	r	211	101	pianostimmgeraet.bmp	Piano	stimmen	richtig	unbekannt	221	2	203	1551	
VP_15	1	r	211	5	mausefalle.bmp	Mausefalle	zuschnappen	richtig	unbekannt	221	1	204	1185	
VP_15	1	r	211	121	ampel.bmp				bekannt	230	4	201	883	
VP_15	1	r	211	109	ziegelformer.bmp	Schallplatte	abtasten	falsch	unbekannt	222	2	203	1132	
VP_15	1	r	211	121	schraubenzieher.bmp				bekannt	230	4	201	919	
VP_15	1	r	211	121	fernseher.bmp				bekannt	230	4	201	853	
VP_15	1	r	211	121	rechen.bmp				bekannt	230	4	201	1000	
VP_15	1	r	211	112	mundsperrer.bmp	Orgelton	erzeugen	falsch	unbekannt	222	1	204	1104	
VP_15	1	r	211	121	schaufel.bmp				bekannt	230	4	201	919	
VP_15	1	r	211	26	Huehnereier-Brutautomat.bmp	Windgeschwindigkeit	messen	falsch	unbekannt	222	2	203	2645	
VP_15	1	r	211	28	Briefwaage.bmp	Korngarbe	greifen	falsch	unbekannt	222	1	204	1559	
VP_15	1	r	211	13	paint_scraper.bmp	Farbe	vom Fenster abschleifen	richtig	unbekannt	221	1	204	1481	
VP_15	1	r	211	110	Becher-Grammophon.bmp	Schlüsselloch	stanzen	falsch	unbekannt	222	1	204	1217	
VP_15	1	r	211	69	filar_micrometer.bmp	Sternenbilder	vermessen	richtig	unbekannt	221	1	204	1375	
VP_15	1	r	211	88	Ball-Wurfmaschine.bmp	Radiergummi	mit Strom betreiben	falsch	unbekannt	222	1	204	1400	
VP_15	1	r	211	51	dampfzerstaeuber.bmp	Buch	binden	falsch	unbekannt	222	1	204	1673	
VP_15	1	r	211	21	spannungsgeraet.bmp	Fußstütze	reiten	falsch	unbekannt	222	1	204	1239	
VP_15	1	r	211	121	gabel.bmp				bekannt	230	4	201	885	
VP_15	1	r	211	121	buerostuhl.bmp				bekannt	230	4	201	756	
VP_15	1	r	211	79	tibetischer_leierkasten.bmp	Fass	anheben	falsch	unbekannt	222	1	204	1793	
