VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_01	1	l	211	93	Kuenstliches Herz.bmp	Herz	durch Maschine ersetzen	richtig	unbekannt	221	4	204	1712	
VP_01	1	l	211	121	koffer.bmp				bekannt	230	1	201	981	
VP_01	1	l	211	121	waage.bmp				bekannt	230	1	201	822	
VP_01	1	l	211	102	Handzentrifuge.bmp	von Hand	zentrifugieren	richtig	unbekannt	221	4	204	2342	
VP_01	1	l	211	121	buerste.bmp				bekannt	230	1	201	910	
VP_01	1	l	211	121	eierschneider.bmp				bekannt	230	1	201	1214	
VP_01	1	l	211	80	Buchbinder.bmp	Löcher	bohren	falsch	unbekannt	222	1	201	1552	
VP_01	1	l	211	121	handschellen.bmp				bekannt	230	1	201	1455	
VP_01	1	l	211	121	zange.bmp				bekannt	230	1	201	1052	
VP_01	1	l	211	121	kehrschaufel.bmp				bekannt	230	1	201	735	
VP_01	1	l	211	121	rasenmaeher.bmp				bekannt	230	1	201	843	
VP_01	1	l	211	121	leiter.bmp				bekannt	230	1	201	1130	
VP_01	1	l	211	44	Nussoelpressmaschine.bmp	Nussöl	pressen	richtig	unbekannt	221	3	203	1449	
VP_01	1	l	211	47	filmrolle.bmp	Mund	offen halten	falsch	unbekannt	222	3	203	1725	
VP_01	1	l	211	121	kuechenmaschine.bmp				bekannt	230	1	201	1500	
VP_01	1	l	211	121	tischtennisschlaeger.bmp				bekannt	230	1	201	692	
VP_01	1	l	211	75	Tabakschneider.bmp	Tabak	zermahlen	richtig	unbekannt	221	3	203	1387	
VP_01	1	l	211	121	stempel.bmp				bekannt	230	1	201	1229	
VP_01	1	l	211	90	elektroschockspiel.bmp	Weinfass	Loch einschlagen	falsch	unbekannt	222	4	204	2271	
VP_01	1	l	211	10	schreibmaschine.bmp	Buchstaben	tippen	richtig	unbekannt	221	3	203	1497	
VP_01	1	l	211	25	cork_inserter.bmp	Pferd	im Moor laufen	falsch	unbekannt	222	2	202	2194	
VP_01	1	l	211	121	saege.bmp				bekannt	230	1	201	1276	
VP_01	1	l	211	121	handy.bmp				bekannt	230	1	201	1831	
VP_01	1	l	211	33	Zaepfchenpresse.bmp	Zäpfchen	pressen	richtig	unbekannt	221	2	202	1675	
VP_01	1	l	211	41	Sprengstoff-Zuender.bmp	Sprengstoffexplosion	auslösen	richtig	unbekannt	221	3	203	1746	
VP_01	1	l	211	20	orgelpfeife.bmp	Bandage	rollen	falsch	unbekannt	222	3	203	1860	
VP_01	1	l	211	121	astschere.bmp				bekannt	230	1	201	787	
VP_01	1	l	211	14	heizpilz.bmp	Außenbereich	heizen	richtig	unbekannt	221	2	202	1160	
VP_01	1	l	211	121	anker.bmp				bekannt	230	1	201	983	
VP_01	1	l	211	39	Thermopneumatische_Uhr.bmp	Uhr	mit Wärme betreiben	richtig	unbekannt	221	3	203	1166	
VP_01	1	l	211	35	karbidlampe.bmp	Bergbaustollen	beleuchten	richtig	unbekannt	221	3	203	1986	
