VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_08	2	r	211	92	Erzeugt_statische_Ladung.bmp	Musikgerät	stampfen	falsch	unbekannt	222	1	204	1597	
VP_08	2	r	211	121	gabel.bmp				bekannt	230	4	201	712	
VP_08	2	r	211	121	schaumloeffel.bmp				bekannt	230	4	201	737	
VP_08	2	r	211	117	Selbstwaessernder_Blumentopf.bmp	Blumentopf	sich selbst wässern	richtig	unbekannt	221	1	204	1105	
VP_08	2	r	211	121	kamera.bmp				bekannt	230	4	201	678	
VP_08	2	r	211	121	zirkel.bmp				bekannt	230	4	201	720	
VP_08	2	r	211	78	Messerschleifer.bmp	Messer	schleifen	richtig	unbekannt	221	2	203	1298	
VP_08	2	r	211	121	buerostuhl.bmp				bekannt	230	4	201	762	
VP_08	2	r	211	79	tibetischer_leierkasten.bmp	Leierkasten	klingen	richtig	unbekannt	221	3	202	1369	
VP_08	2	r	211	121	trompete.bmp				bekannt	230	4	201	861	
VP_08	2	r	211	19	Brikettpresse.bmp	Briketts	pressen	richtig	unbekannt	221	2	203	1322	
VP_08	2	r	211	65	drahtbieger.bmp	Bergbaustollen	beleuchten	falsch	unbekannt	222	4	201	1664	
VP_08	2	r	211	121	giesskanne.bmp				bekannt	230	4	201	866	
VP_08	2	r	211	5	mausefalle.bmp	Brillenglas	zuschneiden	falsch	unbekannt	222	2	203	1657	
VP_08	2	r	211	121	kasse.bmp				bekannt	230	4	201	1254	
VP_08	2	r	211	100	Luftdruckmessgeraete.bmp	Knochen	sägen	falsch	unbekannt	222	3	202	1194	
VP_08	2	r	211	121	stempel.bmp				bekannt	230	4	201	1259	
VP_08	2	r	211	120	loetlampe.bmp	Brenner	löten	richtig	unbekannt	221	4	201	1737	
VP_08	2	r	211	121	kopfhoerer.bmp				bekannt	230	4	201	872	
VP_08	2	r	211	121	telefon.bmp				bekannt	230	4	201	1059	
VP_08	2	r	211	121	saege.bmp				bekannt	230	4	201	923	
VP_08	2	r	211	98	Mechanische_Erektionshilfe.bmp	Waffe	werfen	falsch	unbekannt	222	1	204	1959	
VP_08	2	r	211	109	ziegelformer.bmp	Ziegelsteine	formen	richtig	unbekannt	221	2	203	1156	
VP_08	2	r	211	81	korkenpresse.bmp	Kork	flach pressen	richtig	unbekannt	221	4	201	2711	
VP_08	2	r	211	121	dosenoeffner.bmp				bekannt	230	4	201	1038	
VP_08	2	r	211	121	foehn.bmp				bekannt	230	4	201	899	
VP_08	2	r	211	94	seilschneider.bmp	Akkordeon	spielen	falsch	unbekannt	222	4	201	1269	
VP_08	2	r	211	121	tesaroller.bmp				bekannt	230	4	201	939	
VP_08	2	r	211	121	fahrrad.bmp				bekannt	230	4	201	923	
VP_08	2	r	211	121	ventilator.bmp				bekannt	230	4	201	1042	
VP_08	2	r	211	21	spannungsgeraet.bmp	Spannung	erzeugen	richtig	unbekannt	221	1	204	1638	
VP_08	2	r	211	71	Stampf-Fiedel.bmp	Goldmünzen	wiegen	falsch	unbekannt	222	3	202	1955	
VP_08	2	r	211	3	Knochensaege.bmp	Streckenmaß	Sonnenlicht nutzen	falsch	unbekannt	222	4	201	1218	
VP_08	2	r	211	121	dusche.bmp				bekannt	230	4	201	840	
VP_08	2	r	211	46	plattenheber.bmp	heiße Platten	anheben	richtig	unbekannt	221	2	203	2012	
VP_08	2	r	211	83	hebel_fuer_fassbauer.bmp	Fass	anheben	richtig	unbekannt	221	3	202	2504	
VP_08	2	r	211	121	anker.bmp				bekannt	230	4	201	781	
VP_08	2	r	211	103	Kartoffelstampfer.bmp	Nachricht	morsen	falsch	unbekannt	222	1	204	1599	
VP_08	2	r	211	121	tacker.bmp				bekannt	230	4	201	2718	
VP_08	2	r	211	60	Telegraphier-Geraet.bmp	Botschaft	telegrafieren	richtig	unbekannt	221	2	203	1620	
VP_08	2	r	211	62	Selbstreinigendes_Katzenklo.bmp	Tankfüllstand	messen	falsch	unbekannt	222	1	204	1759	
VP_08	2	r	211	121	schneebesen.bmp				bekannt	230	4	201	717	
VP_08	2	r	211	77	tierfalle.bmp	Tier	einfangen	richtig	unbekannt	221	1	204	1622	
VP_08	2	r	211	121	steckdose.bmp				bekannt	230	4	201	1441	
VP_08	2	r	211	25	cork_inserter.bmp	Flaschenkorken	einführen	richtig	unbekannt	221	2	203	2513	
VP_08	2	r	211	12	trimmdichgeraet.bmp	Buch	offen halten	falsch	unbekannt	222	1	204	1362	
VP_08	2	r	211	121	schluessel.bmp				bekannt	230	4	201	1799	
VP_08	2	r	211	121	koffer.bmp				bekannt	230	4	201	753	
VP_08	2	r	211	106	uhrwerk.bmp	Uhrzeit	anzeigen	richtig	unbekannt	221	1	204	1253	
VP_08	2	r	211	121	fernseher.bmp				bekannt	230	4	201	1244	
VP_08	2	r	211	121	pfanne.bmp				bekannt	230	4	201	1457	
VP_08	2	r	211	29	4erbohrer.bmp	Löcher	bohren	richtig	unbekannt	221	1	204	1131	
VP_08	2	r	211	121	lampe.bmp				bekannt	230	4	201	1090	
VP_08	2	r	211	86	Historische_Waschmaschine.bmp	Kleidung	im Eimer waschen	richtig	unbekannt	221	2	203	1228	
VP_08	2	r	211	121	grill.bmp				bekannt	230	4	201	1092	
VP_08	2	r	211	121	trillerpfeife.bmp				bekannt	230	4	201	874	
VP_08	2	r	211	88	Ball-Wurfmaschine.bmp	Ball	katapultieren	richtig	unbekannt	221	1	204	1007	
VP_08	2	r	211	55	feuertuergelenk.bmp	Türgelenk	Feuer überstehen	richtig	unbekannt	221	1	204	1140	
VP_08	2	r	211	28	Briefwaage.bmp	Brief	wiegen	richtig	unbekannt	221	3	202	2075	
VP_08	2	r	211	121	korkenzieher.bmp				bekannt	230	4	201	613	
VP_08	2	r	211	121	mikrofon.bmp				bekannt	230	4	201	693	
VP_08	2	r	211	18	glasschneider.bmp	Glas	schneiden	richtig	unbekannt	221	4	201	887	
VP_08	2	r	211	36	antizaungurt.bmp	Radiofrequenz	einstellen	falsch	unbekannt	222	1	204	1094	
VP_08	2	r	211	51	dampfzerstaeuber.bmp	Dampf	zerstäuben	richtig	unbekannt	221	2	203	1704	
VP_08	2	r	211	39	Thermopneumatische_Uhr.bmp	Körper	untersuchen	falsch	unbekannt	222	1	204	1359	
VP_08	2	r	211	24	weinfassoeffner.bmp	Weinfass	Loch einschlagen	richtig	unbekannt	221	1	204	1347	
VP_08	2	r	211	26	Huehnereier-Brutautomat.bmp	Automat	Eier ausbrüten	richtig	unbekannt	221	1	204	1193	
VP_08	2	r	211	121	fernglas.bmp				bekannt	230	4	201	1179	
