VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_18	2	l	211	121	drucker.bmp				bekannt	230	1	201	1128	
VP_18	2	l	211	59	Treibhausheizgeraet.bmp	Treibhaus	heizen	richtig	unbekannt	221	4	204	2855	
VP_18	2	l	211	121	giesskanne.bmp				bekannt	230	1	201	892	
VP_18	2	l	211	121	axt.bmp				bekannt	230	1	201	753	
VP_18	2	l	211	76	galvanometer_2.bmp	Stromstärke	messen	richtig	unbekannt	221	3	203	2172	
VP_18	2	l	211	70	Morse-Geraet.bmp	Feldanbau	häckseln	falsch	unbekannt	222	4	204	1573	
VP_18	2	l	211	121	gluehbirne.bmp				bekannt	230	1	201	688	
VP_18	2	l	211	90	elektroschockspiel.bmp	Elektroschock	spielen	richtig	unbekannt	221	4	204	2488	
VP_18	2	l	211	93	Kuenstliches Herz.bmp	Kerzen	löschen	falsch	unbekannt	222	4	204	1250	
VP_18	2	l	211	103	Kartoffelstampfer.bmp	Nachricht	morsen	falsch	unbekannt	222	0	0	0	
VP_18	2	l	211	121	fueller.bmp				bekannt	230	1	201	912	
VP_18	2	l	211	121	lampe.bmp				bekannt	230	1	201	705	
VP_18	2	l	211	121	saege.bmp				bekannt	230	1	201	621	
VP_18	2	l	211	120	loetlampe.bmp	Brenner	löten	richtig	unbekannt	221	3	203	2757	
VP_18	2	l	211	121	kehrschaufel.bmp				bekannt	230	1	201	1531	
VP_18	2	l	211	67	haecksler.bmp	Draht	wickeln	falsch	unbekannt	222	0	0	0	
VP_18	2	l	211	57	Nussknacker.bmp	Nüsse	aufbrechen	richtig	unbekannt	221	1	201	2260	
VP_18	2	l	211	53	toaster.bmp	Toastbrot	rösten	richtig	unbekannt	221	3	203	2509	
VP_18	2	l	211	121	videokassette.bmp				bekannt	230	1	201	690	
VP_18	2	l	211	121	telefon.bmp				bekannt	230	1	201	724	
VP_18	2	l	211	121	spritze.bmp				bekannt	230	1	201	752	
VP_18	2	l	211	121	trommel.bmp				bekannt	230	1	201	783	
VP_18	2	l	211	121	pfeffermuehle.bmp				bekannt	230	1	201	958	
VP_18	2	l	211	39	Thermopneumatische_Uhr.bmp	Körper	untersuchen	falsch	unbekannt	222	3	203	1889	
VP_18	2	l	211	50	Glasresonanz-Cello.bmp	Glaskörper	musizieren	richtig	unbekannt	221	2	202	2400	
VP_18	2	l	211	121	kamera.bmp				bekannt	230	1	201	614	
VP_18	2	l	211	94	seilschneider.bmp	Akkordeon	spielen	falsch	unbekannt	222	3	203	973	
VP_18	2	l	211	121	uhr.bmp				bekannt	230	1	201	646	
VP_18	2	l	211	31	Kurvenmalgeraet.bmp	Nussöl	pressen	falsch	unbekannt	222	0	0	0	
VP_18	2	l	211	6	Goldmuenzen-Waage.bmp	Farbe	vom Fenster abschleifen	falsch	unbekannt	222	4	204	2361	
VP_18	2	l	211	121	kinderwagen.bmp				bekannt	230	1	201	739	
VP_18	2	l	211	72	schneekette.bmp	Geschwindigkeit	ermitteln	falsch	unbekannt	222	3	203	1819	
VP_18	2	l	211	97	Korkenpresse_2.bmp	Sternenbilder	vermessen	falsch	unbekannt	222	1	201	1853	
VP_18	2	l	211	121	schraubenzieher.bmp				bekannt	230	1	201	839	
VP_18	2	l	211	51	dampfzerstaeuber.bmp	Dampf	zerstäuben	richtig	unbekannt	221	3	203	1600	
VP_18	2	l	211	62	Selbstreinigendes_Katzenklo.bmp	Tankfüllstand	messen	falsch	unbekannt	222	4	204	1984	
VP_18	2	l	211	121	kopfhoerer.bmp				bekannt	230	1	201	700	
VP_18	2	l	211	121	slotmachine.bmp				bekannt	230	1	201	1115	
VP_18	2	l	211	63	pleximeter.bmp	Schuhe	auf Eis laufen	falsch	unbekannt	222	3	203	1328	
VP_18	2	l	211	35	karbidlampe.bmp	Knie	fixieren	falsch	unbekannt	222	3	203	1807	
VP_18	2	l	211	121	maulschluessel.bmp				bekannt	230	1	201	543	
