VPNummer	Version	l_r	Wdh	StimID	Bild	Stichwort1	Stichwort2	Bed	bek_unbek	BedTrigger	Taste	Tastencode	RT
VP_05	1	l	211	121	klavier.bmp				bekannt	230	1	201	1577	
VP_05	1	l	211	121	waschbecken.bmp				bekannt	230	1	201	687	
VP_05	1	l	211	121	giesskanne.bmp				bekannt	230	1	201	547	
VP_05	1	l	211	121	sichel.bmp				bekannt	230	1	201	706	
VP_05	1	l	211	70	Morse-Geraet.bmp	Nachricht	morsen	richtig	unbekannt	221	0	0	0	
VP_05	1	l	211	121	raclette-grill.bmp				bekannt	230	1	201	2266	
VP_05	1	l	211	92	Erzeugt_statische_Ladung.bmp	Rotation	Ladung erzeugen	richtig	unbekannt	221	3	203	2376	
VP_05	1	l	211	57	Nussknacker.bmp	Ziegelsteine	formen	falsch	unbekannt	222	1	201	2422	
VP_05	1	l	211	84	pferdeschuh.bmp	Luft	abpumpen	falsch	unbekannt	222	1	201	2226	
VP_05	1	l	211	121	salzstreuer.bmp				bekannt	230	1	201	792	
VP_05	1	l	211	121	diabolo.bmp				bekannt	230	1	201	928	
VP_05	1	l	211	104	ninjasterne.bmp	Waffe	werfen	richtig	unbekannt	221	3	203	1904	
VP_05	1	l	211	121	hacke.bmp				bekannt	230	1	201	776	
VP_05	1	l	211	41	Sprengstoff-Zuender.bmp	Sprengstoffexplosion	auslösen	richtig	unbekannt	221	3	203	1677	
VP_05	1	l	211	89	planimeter.bmp	Brenner	löten	falsch	unbekannt	222	4	204	1709	
VP_05	1	l	211	112	mundsperrer.bmp	Orgelton	erzeugen	falsch	unbekannt	222	4	204	1634	
VP_05	1	l	211	121	schraubenzieher.bmp				bekannt	230	1	201	775	
VP_05	1	l	211	3	Knochensaege.bmp	Knochen	sägen	richtig	unbekannt	221	3	203	2049	
VP_05	1	l	211	121	saege.bmp				bekannt	230	1	201	679	
VP_05	1	l	211	121	trompete.bmp				bekannt	230	1	201	622	
VP_05	1	l	211	121	taschenmesser.bmp				bekannt	230	1	201	762	
VP_05	1	l	211	121	pfeffermuehle.bmp				bekannt	230	1	201	622	
VP_05	1	l	211	111	Vakuumpumpe.bmp	Briketts	pressen	falsch	unbekannt	222	3	203	2611	
VP_05	1	l	211	121	sparschwein.bmp				bekannt	230	1	201	1226	
VP_05	1	l	211	79	tibetischer_leierkasten.bmp	Fass	anheben	falsch	unbekannt	222	1	201	1458	
VP_05	1	l	211	121	kassette.bmp				bekannt	230	1	201	523	
VP_05	1	l	211	121	tesaroller.bmp				bekannt	230	1	201	534	
VP_05	1	l	211	8	Eierkarton-Presse.bmp	Eierkarton	pressen	richtig	unbekannt	221	3	203	1382	
VP_05	1	l	211	108	schluesselloch-cutter.bmp	Automat	Eier ausbrüten	falsch	unbekannt	222	4	204	1241	
VP_05	1	l	211	121	mikrofon.bmp				bekannt	230	1	201	988	
VP_05	1	l	211	121	handy.bmp				bekannt	230	1	201	527	
VP_05	1	l	211	86	Historische_Waschmaschine.bmp	Türgelenk	Feuer überstehen	falsch	unbekannt	222	2	202	1736	
VP_05	1	l	211	113	Autobatterie-Spannungstester.bmp	Becher	Schall auffangen	falsch	unbekannt	222	3	203	1496	
VP_05	1	l	211	9	Baum-Klettereisen.bmp	Baum	erklettern	richtig	unbekannt	221	4	204	1055	
VP_05	1	l	211	24	weinfassoeffner.bmp	Tier	einfangen	falsch	unbekannt	222	3	203	1445	
VP_05	1	l	211	82	tablettenteiler.bmp	Blumentopf	sich selbst wässern	falsch	unbekannt	222	4	204	1659	
VP_05	1	l	211	78	Messerschleifer.bmp	Schritte	vergrößern	falsch	unbekannt	222	2	202	1490	
VP_05	1	l	211	69	filar_micrometer.bmp	Sternenbilder	vermessen	richtig	unbekannt	221	2	202	1138	
VP_05	1	l	211	11	Elektro-Akkordeon.bmp	Akkordeon	spielen	richtig	unbekannt	221	3	203	1458	
VP_05	1	l	211	102	Handzentrifuge.bmp	von Hand	zentrifugieren	richtig	unbekannt	221	4	204	1659	
VP_05	1	l	211	64	brillenglasschneidemaschine.bmp	Brillenglas	zuschneiden	richtig	unbekannt	221	4	204	781	
VP_05	1	l	211	29	4erbohrer.bmp	Sonnenlicht	Intensität messen	falsch	unbekannt	222	2	202	2095	
VP_05	1	l	211	107	Windgeschwindigkeitsmesser.bmp	Waffe	entflammen	falsch	unbekannt	222	2	202	991	
VP_05	1	l	211	121	dusche.bmp				bekannt	230	1	201	1415	
VP_05	1	l	211	121	besen.bmp				bekannt	230	1	201	594	
VP_05	1	l	211	121	koffer.bmp				bekannt	230	1	201	516	
VP_05	1	l	211	121	brecheisen.bmp				bekannt	230	1	201	974	
VP_05	1	l	211	121	radiergummi.bmp				bekannt	230	1	201	1314	
VP_05	1	l	211	18	glasschneider.bmp	Eier	wiegen	falsch	unbekannt	222	3	203	1438	
VP_05	1	l	211	121	reibe.bmp				bekannt	230	1	201	734	
VP_05	1	l	211	51	dampfzerstaeuber.bmp	Buch	binden	falsch	unbekannt	222	3	203	2167	
VP_05	1	l	211	23	Bandagen-Roller.bmp	Schnee	rodeln	falsch	unbekannt	222	3	203	872	
VP_05	1	l	211	33	Zaepfchenpresse.bmp	Zäpfchen	pressen	richtig	unbekannt	221	4	204	2660	
VP_05	1	l	211	121	tacker.bmp				bekannt	230	1	201	715	
VP_05	1	l	211	105	dieselstandmessgeraet.bmp	Tankfüllstand	messen	richtig	unbekannt	221	3	203	1132	
VP_05	1	l	211	121	fueller.bmp				bekannt	230	1	201	880	
VP_05	1	l	211	121	bohrmaschine.bmp				bekannt	230	1	201	664	
VP_05	1	l	211	121	nudelholz.bmp				bekannt	230	1	201	541	
VP_05	1	l	211	97	Korkenpresse_2.bmp	Korken	formen	richtig	unbekannt	221	2	202	1476	
VP_05	1	l	211	115	wagenradschloss.bmp	Angelschnur	kurbeln	falsch	unbekannt	222	4	204	2009	
VP_05	1	l	211	121	kuchenform.bmp				bekannt	230	1	201	1589	
VP_05	1	l	211	121	lampe.bmp				bekannt	230	1	201	489	
VP_05	1	l	211	35	karbidlampe.bmp	Bergbaustollen	beleuchten	richtig	unbekannt	221	2	202	1095	
VP_05	1	l	211	121	kuechenmaschine.bmp				bekannt	230	1	201	765	
VP_05	1	l	211	1	galvanometer.bmp	elektrische Spannung	prüfen	richtig	unbekannt	221	2	202	1722	
VP_05	1	l	211	121	kamm.bmp				bekannt	230	1	201	512	
VP_05	1	l	211	121	stethoskop.bmp				bekannt	230	1	201	628	
VP_05	1	l	211	121	kinderwagen.bmp				bekannt	230	1	201	562	
VP_05	1	l	211	121	hanteln.bmp				bekannt	230	1	201	633	
VP_05	1	l	211	55	feuertuergelenk.bmp	Botschaft	telegrafieren	falsch	unbekannt	222	3	203	2272	
VP_05	1	l	211	20	orgelpfeife.bmp	Bandage	rollen	falsch	unbekannt	222	3	203	893	
VP_05	1	l	211	121	gluehbirne.bmp				bekannt	230	1	201	573	
VP_05	1	l	211	12	trimmdichgeraet.bmp	Körper	trainieren	richtig	unbekannt	221	4	204	2663	
VP_05	1	l	211	121	schneebesen.bmp				bekannt	230	1	201	598	
VP_05	1	l	211	121	dosenoeffner.bmp				bekannt	230	1	201	809	
VP_05	1	l	211	93	Kuenstliches Herz.bmp	Herz	durch Maschine ersetzen	richtig	unbekannt	221	3	203	1524	
VP_05	1	l	211	121	mikrowelle.bmp				bekannt	230	1	201	590	
VP_05	1	l	211	121	kaefig.bmp				bekannt	230	1	201	658	
VP_05	1	l	211	121	korkenzieher.bmp				bekannt	230	1	201	550	
VP_05	1	l	211	121	schaumloeffel.bmp				bekannt	230	1	201	440	
VP_05	1	l	211	121	locher.bmp				bekannt	230	1	201	606	
VP_05	1	l	211	71	Stampf-Fiedel.bmp	Musikgerät	stampfen	richtig	unbekannt	221	3	203	1728	
VP_05	1	l	211	121	stempel.bmp				bekannt	230	1	201	465	
VP_05	1	l	211	121	pfannenwender.bmp				bekannt	230	1	201	491	
VP_05	1	l	211	121	axt.bmp				bekannt	230	1	201	629	
VP_05	1	l	211	121	pfanne.bmp				bekannt	230	1	201	487	
VP_05	1	l	211	121	eierschneider.bmp				bekannt	230	1	201	696	
VP_05	1	l	211	63	pleximeter.bmp	Körper	untersuchen	richtig	unbekannt	221	3	203	2740	
VP_05	1	l	211	121	handruehrgeraet.bmp				bekannt	230	1	201	504	
VP_05	1	l	211	6	Goldmuenzen-Waage.bmp	Goldmünzen	wiegen	richtig	unbekannt	221	3	203	2923	
VP_05	1	l	211	48	Flammenwerfer-Aufsatz.bmp	Uhrzeit	anzeigen	falsch	unbekannt	222	3	203	1217	
VP_05	1	l	211	77	tierfalle.bmp	Maiskolben	entkörnen	falsch	unbekannt	222	3	203	1976	
VP_05	1	l	211	121	nagelfeile.bmp				bekannt	230	1	201	588	
VP_05	1	l	211	15	mikroskop.bmp	Pflanzenteile	vergrößern	richtig	unbekannt	221	0	0	0	
VP_05	1	l	211	121	kehrschaufel.bmp				bekannt	230	1	201	464	
VP_05	1	l	211	27	Korngarbengreifer.bmp	Treibhaus	heizen	falsch	unbekannt	222	1	201	1304	
VP_05	1	l	211	94	seilschneider.bmp	Seil	schneiden	richtig	unbekannt	221	2	202	1252	
VP_05	1	l	211	121	kaffeemaschine.bmp				bekannt	230	1	201	632	
